Owner,Team,League,Recipient,Amount,Election Year,Party
John Rogers,Chicago Sky,WNBA,DONNELLY FOR INDIANA,"$2,350 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,TERRI BONOFF FOR CONGRESS,"$2,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,BOB CASEY FOR SENATE INC,"$2,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,DONNA SHALALA FOR CONGRESS,"$2,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,HALEY STEVENS FOR CONGRESS,"$2,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,JOSH HARDER FOR CONGRESS,"$2,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,QUIGLEY FOR CONGRESS,"$1,500 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,DELBENE FOR CONGRESS,"$1,500 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,DOUG JONES FOR SENATE COMMITTEE,"$1,500 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,MAGGIE FOR NH,"$1,500 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,MCCAFFITY FOR CONGRESS,"$1,500 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,MIKE THOMPSON FOR CONGRESS,"$1,500 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,STEPHANIE MURPHY FOR CONGRESS,"$1,500 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,BARON HILL FOR INDIANA,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,BEATTY FOR CONGRESS,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,BOB CASEY FOR SENATE INC,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,DR. RAUL RUIZ FOR CONGRESS,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,HEIDI FOR SENATE,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,HIMES FOR CONGRESS,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,JOHN LEWIS FOR CONGRESS,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,KAINE FOR VIRGINIA,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,KYRSTEN SINEMA FOR CONGRESS,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,MONTANANS FOR TESTER,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,QUIGLEY FOR CONGRESS,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,RO FOR CONGRESS INC.,"$1,000 ",2016,Democrat
John Rogers,Chicago Sky,WNBA,ARIZONA NEVADA VICTORY FUND,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,CASTEN FOR CONGRESS,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,CHRIS COONS FOR DELAWARE,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,COLIN ALLRED FOR CONGRESS,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,FRIENDS OF CHERI BUSTOS,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,FRIENDS OF RD,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,GILLIBRAND FOR SENATE,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,KLOBUCHAR FOR MINNESOTA,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,MAURA SULLIVAN FOR CONGRESS,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,RICHARD E NEAL FOR CONGRESS COMMITTEE,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,RO FOR CONGRESS INC,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,SCHAKOWSKY FOR CONGRESS,"$1,000 ",2018,Democrat
John Rogers,Chicago Sky,WNBA,FRIENDS OF RD,"$1,000 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,HALEY STEVENS FOR CONGRESS,"$1,000 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,MIKE JOHNSTON FOR US SENATE,"$1,000 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,SCHIFF FOR CONGRESS,"$1,000 ",2020,Democrat
John Rogers,Chicago Sky,WNBA,BLUMENTHAL FOR CONNECTICUT,$500 ,2016,Democrat
John Rogers,Chicago Sky,WNBA,COMMITTEE TO ELECT CHRIS MURPHY,$500 ,2018,Democrat
John Rogers,Chicago Sky,WNBA,ERIK JONES FOR CONGRESS,$500 ,2018,Democrat
John Rogers,Chicago Sky,WNBA,FRIENDS OF SHERROD BROWN,$500 ,2018,Democrat
John Rogers,Chicago Sky,WNBA,JOSH GOTTHEIMER FOR CONGRESS,$500 ,2018,Democrat
John Rogers,Chicago Sky,WNBA,MOULTON LEADERSHIP FUND,$500 ,2018,Democrat
John Rogers,Chicago Sky,WNBA,Sam Jammal for Congress,$500 ,2018,Democrat
John Sherman,Kansas City Royals,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,"$5,000 ",2020,Bipartisan
John Stanton,Seattle Mariners,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2018,Bipartisan
John Stanton,Seattle Mariners,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2020,Bipartisan
John Stanton,Seattle Mariners,MLB,Hatch Election Committee Inc.,"$2,700 ",2018,Republican
John Stanton,Seattle Mariners,MLB,Adam Smith for Congress Committee,"$2,700 ",2018,Democrat
John Stanton,Seattle Mariners,MLB,Texans for Senator John Cornyn Inc.,"$2,000 ",2018,Republican
John Stanton,Seattle Mariners,MLB,Texans for Senator John Cornyn Inc.,"$1,000 ",2020,Republican
John Stanton,Seattle Mariners,MLB,Friends of Mark Warner,"$1,000 ",2020,Democrat
John W. Henry,"Boston Red Sox, Roush Fenway Racing","MLB, NASCAR",Dodson for Senate - Wyoming First,"$2,700 ",2018,Republican
John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,"$5,600 ",2020,Democrat
John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,"$5,000 ",2016,Democrat
John York,San Francisco 49ers,NFL,TIM RYAN FOR AMERICA,"$2,700 ",2020,Democrat
John York,San Francisco 49ers,NFL,HILLARY FOR AMERICA,$950 ,2016,Democrat
Jon Ledecky,New York Islanders,NHL,NUTMEG PAC,"$5,000 ",2016,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CONGRESSIONAL LEADERSHIP FUND,"$150,000 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BAYH VICTORY FUND,"$12,700 ",2016,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MAJORITY RISING,"$11,200 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CORNYN MAJORITY COMMITTEE,"$10,400 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",WINRED,"$8,400 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ALASKANS FOR DAN SULLIVAN,"$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CORY GARDNER FOR SENATE,"$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN BARRASSO,"$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF PAT TOOMEY,"$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JIM RISCH FOR U.S. SENATE COMMITTEE,"$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL","TEAM GRAHAM, INC.","$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",TEAM HAGERTY,"$5,600 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$5,500 ",2020,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",GRASSLEY COMMITTEE INC,"$5,400 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",KIRK FOR SENATE,"$5,400 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",SHELBY FOR U S SENATE,"$5,400 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HELLER FOR SENATE,"$5,400 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JEFF FLAKE FOR US SENATE INC,"$5,400 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ROYCE CAMPAIGN COMMITTEE,"$5,400 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$5,400 ",2018,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF PAT TOOMEY,"$5,000 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HATCH VICTORY COMMITTEE,"$5,000 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ERNST VICTORY,"$3,500 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",COTTON VICTORY,"$2,800 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JIM INHOFE,"$2,800 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF SESSIONS SENATE COMMITTEE INC,"$2,800 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",THOM TILLIS NC VICTORY COMMITTEE 2020,"$2,800 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",PRO-ISRAEL AMERICA PAC,"$2,800 ",2020,"Bipartisan, but mostly Democratic"
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CHRIS COONS FOR DELAWARE,"$2,750 ",2020,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN BARRASSO,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN MCCAIN INC,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN THUNE,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HOEVEN FOR SENATE,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MIKE CRAPO FOR US SENATE,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",PORTMAN FOR SENATE COMMITTEE,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",TIM SCOTT FOR SENATE,"$2,700 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BENNET FOR COLORADO,"$2,700 ",2016,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$2,700 ",2016,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BRADY FOR CONGRESS,"$2,700 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL","FRIENDS OF DENVER RIGGLEMAN, INC.","$2,700 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,"$2,700 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ROSKAM FOR CONGRESS COMMITTEE,"$2,700 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",STRANGE FOR SENATE,"$2,700 ",2018,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF MIKE LEE INC,"$2,500 ",2016,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",KAY GRANGER CAMPAIGN FUND,"$2,500 ",2020,Republican
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JOSH GOTTHEIMER FOR CONGRESS,"$2,500 ",2020,Democrat
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DEVIN NUNES CAMPAIGN COMMITTEE,"$1,000 ",2018,Republican
Kelly Loeffler,Atlanta Dream,WNBA,TRUMP VICTORY,"$290,300 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,TEAM RYAN,"$247,700 ",2018,Republican
Kelly Loeffler,Atlanta Dream,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$175,000 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$25,000 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,REPUBLICAN NATIONAL COMMITTEE,"$25,000 ",2018,Republican
Kelly Loeffler,Atlanta Dream,WNBA,ONE GEORGIA PAC,"$10,000 ",2018,Republican
Kelly Loeffler,Atlanta Dream,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$10,000 ",2018,"Bipartisan, but mostly Republican"
Kelly Loeffler,Atlanta Dream,WNBA,GEORGIANS FOR ISAKSON,"$5,600 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,PERDUE FOR SENATE,"$5,600 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,WINRED,"$5,600 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,MORAN FOR KANSAS,"$5,400 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,PERDUE FOR SENATE,"$5,400 ",2018,Republican
Kelly Loeffler,Atlanta Dream,WNBA,21ST CENTURY MAJORITY FUND,"$5,000 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,AUSTIN SCOTT FOR CONGRESS INC,"$5,000 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,PERDUE VICTORY INC,"$5,000 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$5,000 ",2016,"Bipartisan, but mostly Republican"
Kelly Loeffler,Atlanta Dream,WNBA,GOP WINNING WOMEN,"$5,000 ",2018,Republican
Kelly Loeffler,Atlanta Dream,WNBA,ONE GEORGIA PAC,"$5,000 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,"$5,000 ",2020,"Bipartisan, but mostly Republican"
Kelly Loeffler,Atlanta Dream,WNBA,ALASKANS FOR DAN SULLIVAN,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,"BEN SASSE FOR U.S. SENATE, INC.","$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,BILL CASSIDY FOR US SENATE,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,CAPITO FOR WEST VIRGINIA,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,COLLINS FOR SENATOR,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,CORY GARDNER FOR SENATE,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,HOMRICH FOR CONGRESS,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,"JOHN JAMES FOR SENATE, INC.","$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,JONI FOR IOWA,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,MCSALLY FOR SENATE INC,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,ROUNDS FOR SENATE,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,STEVE DAINES FOR MONTANA,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,"TEAM GRAHAM, INC.","$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,TEAM HAGERTY,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,TEXANS FOR SENATOR JOHN CORNYN INC.,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,THOM TILLIS COMMITTEE,"$2,800 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,FRIENDS OF PAT TOOMEY,"$2,000 ",2016,Republican
Kelly Loeffler,Atlanta Dream,WNBA,"STANTON-KING FOR CONGRESS, INC.","$2,000 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,GEORGIA REPUBLICAN PARTY INC.,"$1,000 ",2020,Republican
Kelly Loeffler,Atlanta Dream,WNBA,TEAM RYAN,$750 ,2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CONSERVATIVE SOLUTIONS PAC,"$700,000 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TAKE BACK THE HOUSE 2020,"$65,300 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,NRCC,"$50,500 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DEFEND THE SENATE,"$39,200 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,GARDNER VICTORY COMMITTEE,"$35,500 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,NRSC,"$33,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,BETTER FUTURE MI FUND,"$25,000 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,AMERICANS UNITED FOR FREEDOM,"$21,600 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,GRAHAM VICTORY 2020,"$15,000 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF WINNING WOMEN 2016,"$10,800 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,RUBIO VICTORY COMMITTEE,"$10,200 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TED CRUZ VICTORY COMMITTEE,"$10,100 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,GOP WINNING WOMEN,"$8,400 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ARIZONA REPUBLICAN PARTY,"$7,000 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ANTHONY GONZALEZ FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ASHLEY HINSON FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,BILL CASSIDY FOR US SENATE,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CLAUDIA TENNEY FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CORY GARDNER FOR SENATE,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"COTTON FOR SENATE, INC.","$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DEBBIE LESKO FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FISCHBACH FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,GREG PENCE VICTORY,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"HANDEL FOR CONGRESS, INC.","$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,HUNT FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,LIZ CHENEY FOR WYOMING,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MARTHA ROBY FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MCCONNELL VICTORY COMMITTEE,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MCHENRY FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,SALAZAR FOR CONGRESS,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,WINRED,"$5,600 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CRUZ FOR PRESIDENT,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF JOE HECK,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF JOHN BARRASSO,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF KELLY AYOTTE INC,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF MIA LOVE,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF MIKE LEE INC,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF ROY BLUNT,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"FRIENDS OF TODD YOUNG, INC.","$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MARCO RUBIO FOR SENATE 2016,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,RON JOHNSON FOR SENATE INC,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TED CRUZ FOR SENATE,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TIM SCOTT FOR SENATE,"$5,400 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CARLOS CURBELO CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CAROL FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CITIZENS FOR JOSH MANDEL INC,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,COFFMAN FOR CONGRESS 2018,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,COMSTOCK FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,CRAMER FOR SENATE,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DEB FISCHER FOR US SENATE,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DEBBIE LESKO FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ELISE FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,JOSH HAWLEY FOR SENATE,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MARSHA FOR SENATE,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MATT ROSENDALE FOR MONTANA,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MCSALLY FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MORRISEY FOR SENATE INC,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,RICK SCOTT FOR FLORIDA,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,STEVE FERRARA FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,STEVE SMITH FOR CONGRESS,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,WENDYROGERS.ORG,"$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"YODER FOR CONGRESS, INC","$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"YODER FOR CONGRESS, INC","$5,400 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"WINNING FOR WOMEN, INC. PAC","$5,000 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DELIVER. EXCEL. BELIEVE. PAC,"$5,000 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,000 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,"WINNING FOR WOMEN, INC. PAC","$5,000 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,"$2,800 ",2020,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,GRASSLEY COMMITTEE INC,"$2,700 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,RON DESANTIS FOR FLORIDA,"$2,700 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,SENATE CONSERVATIVES FUND,"$2,700 ",2016,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ANTHONY GONZALEZ FOR CONGRESS,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ANTONY GHEE FOR CONGRESS INC,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DAN CRENSHAW FOR CONGRESS,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,DUFFY FOR WISCONSIN,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF S. ASHLEY NICKLOES,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,GREG PENCE FOR CONGRESS,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,LEA MARQUEZ PETERSON FOR CONGRESS,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MICHAEL WALTZ FOR CONGRESS,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,MIMI WALTERS VICTORY FUND,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,ROSKAM FOR CONGRESS COMMITTEE,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,YOUNG KIM FOR CONGRESS,"$2,700 ",2018,Republican
Ken Kendrick,Arizona Diamondbacks,MLB,THOM TILLIS NC VICTORY COMMITTEE 2020,"$2,500 ",2020,Republican
Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",Toomey Victory Committee,"$29,600 ",2016,Republican
Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",Toomey Pennsylvania Victory Fund,"$15,400 ",2016,Republican
Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",Housley for Senate Committee,"$5,400 ",2018,Republican
Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",Citizens for Prosperity in America Today PAC,"$5,000 ",2016,Republican
