RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4336832129,Yes,Chicken,,Roasted,,Bread-based,,Homemade,,No,,Carrots,,,Cornbread,,,,,Rolls/biscuits,,,,,,Apple,,,Chocolate,,,,,,,,,,Apple cobbler,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,14,Yes,Yes,Yes,No,,Urban,30 - 44,Female,"$0 to $9,999",
4336830596,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pie,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,18,No,Yes,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",Pacific
4336829875,Yes,Turkey,,Baked,,Other (please specify),Meat based,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),Peas and a jello salad,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,Yes,Yes,Urban,45 - 59,Female,"$200,000 and up",South Atlantic
4336829721,Yes,Other (please specify),"This year we are having baked lasagna, diff every year",Baked,,None,,None,,No,Brussel sprouts,Carrots,Cauliflower,Corn,,Fruit salad,,,,,,,,,,,,,,,,,Pecan,,Sweet Potato,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,Yes,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",East South Central
4336829185,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other (please specify),broccoli,Apple,,,,,,,Pecan,Pumpkin,,,Other (please specify),pie with ice cream and whipped cream,,,,,,,,,,,Other (please specify),see above,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,,Urban,60+,Female,"$100,000 to $124,999",Pacific
4336828331,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,Yes,No,No,,Urban,60+,Male,Prefer not to answer,South Atlantic
4336827783,Yes,Other (please specify),Steak,Other (please specify),Broiled,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,60+,Female,"$50,000 to $74,999",Middle Atlantic
4336827663,Yes,Turkey,,Roasted,,Other (please specify),GROUND MEAT ,Canned,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,Coconut cream,,,Pecan,,,,,,,,Brownies,,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,45 - 59,Female,"$50,000 to $74,999",Middle Atlantic
4336826560,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,30 - 44,Female,"$10,000 to $24,999",South Atlantic
4336825506,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,Yes,No,,Urban,30 - 44,Female,"$50,000 to $74,999",East North Central
4336825281,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,Brownies,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,Yes,No,No,,Suburban,60+,Male,Prefer not to answer,Mountain
4336825000,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,Cauliflower,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,,Pumpkin,,,,,,,,Carrot cake,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,Prefer not to answer,Mountain
4336823441,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,,,,Other (please specify),lemon merang,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,11,Yes,Yes,No,No,,Rural,45 - 59,Female,"$25,000 to $49,999",West North Central
4336823172,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,Yes,No,No,No,,Urban,45 - 59,Male,"$150,000 to $174,999",West South Central
4336822252,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Rural,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336821807,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Rural,45 - 59,Female,"$25,000 to $49,999",West North Central
4336821332,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,,,,,,,,,Pecan,Pumpkin,,,Other (please specify),lemon meringue,,,,,,,,Ice cream,,,,,,,,,,,,,,,,,,
4336819191,Yes,Turkey,,Fried,,Rice-based,,Homemade,,Yes,,,Cauliflower,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,,Sweet Potato,,,,,,Brownies,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,Prefer not to answer,South Atlantic
4336819043,Yes,Other (please specify),seafood,Other (please specify),grilled ,Bread-based,,None,,No,,Carrots,,,,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,,,,,,,,,,,Pecan,,,,,,,,,,,,,,,,Other (please specify),chocolate cake or coconut cake,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,No,No,Yes,No,,Suburban,45 - 59,Female,"$150,000 to $174,999",East South Central
4336816440,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),broccoli and cheese,Apple,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Urban,45 - 59,Female,"$75,000 to $99,999",Middle Atlantic
4336815648,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,Carrot cake,Cheesecake,Cookies,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,60+,Male,Prefer not to answer,East North Central
4336815463,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Rural,60+,Female,"$75,000 to $99,999",South Atlantic
4336815399,Yes,Turkey,,Fried,,Bread-based,,Canned,,Yes,,,,,,,,Macaroni and cheese,,,,,Yams/sweet potato casserole,,,,,,,,,,,,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,Yes,No,,Rural,60+,Male,"$50,000 to $74,999",South Atlantic
4336814310,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),pecan,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,12,No,No,No,No,,Rural,30 - 44,Male,"$200,000 and up",New England
4336813874,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,,,,Corn,,,,,Mashed potatoes,,,,,Other (please specify),Spinach,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pumpkin Pie,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,45 - 59,Female,"$150,000 to $174,999",Middle Atlantic
4336812402,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,Brownies,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,Yes,No,No,,Urban,30 - 44,Male,"$125,000 to $149,999",East North Central
4336811982,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,Yes,No,,Rural,45 - 59,Female,"$150,000 to $174,999",East North Central
4336811877,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,Brownies,,Cheesecake,Cookies,Fudge,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Male,"$100,000 to $124,999",West South Central
4336811565,Yes,Turkey,,Roasted,,Bread-based,,None,,No,,Carrots,,,,,Green beans/green bean casserole,,,,Squash,,,,,,,,,,,,,,,None,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,60+,Male,"$100,000 to $124,999",South Atlantic
4336811492,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Suburban,45 - 59,Male,"$200,000 and up",West South Central
4336810566,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Rural,60+,Female,"$25,000 to $49,999",New England
4336809276,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other (please specify),Creamed Onions,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",New England
4336809111,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,Sweet Potato,,,,,,,Carrot cake,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Rural,60+,Male,"$50,000 to $74,999",South Atlantic
4336808397,Yes,Turkey,,Roasted,,Rice-based,,Homemade,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),peas ,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",Middle Atlantic
4336808238,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336808019,Yes,Turkey,,Baked,,Other (please specify),corn meal stuffing,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Female,"$50,000 to $74,999",South Atlantic
4336807635,Yes,Turkey,,Roasted,,Other (please specify),gluten free,Other (please specify),Publix Supermarket brand(fresh),Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,Pecan,,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,No,No,No,,Suburban,60+,Male,"$75,000 to $99,999",South Atlantic
4336806751,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,Carrots,Cauliflower,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,Brownies,,,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,Yes,No,,Suburban,30 - 44,Female,Prefer not to answer,Middle Atlantic
4336806397,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Female,"$75,000 to $99,999",New England
4336804174,Yes,Ham/Pork,,Baked,,Bread-based,,Canned,,No,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336804003,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Female,"$25,000 to $49,999",East North Central
4336802942,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,Yes,No,,Suburban,60+,Female,Prefer not to answer,East North Central
4336802837,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$75,000 to $99,999",South Atlantic
4336802030,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),Cherry,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",East North Central
4336801887,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,Other (please specify),whipped cream for pie,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,Yes,No,No,,Urban,60+,Female,Prefer not to answer,East North Central
4336800334,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,12,No,No,No,No,,Rural,45 - 59,Female,"$175,000 to $199,999",Middle Atlantic
4336800274,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,Squash,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Rural,60+,Male,"$25,000 to $49,999",New England
4336799773,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",New England
4336799337,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,Squash,,,Other (please specify),Root vegetables,,,,,,,,,Pumpkin,,,Other (please specify),Mince meat,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,60+,Female,"$75,000 to $99,999",East North Central
4336799126,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,Yes,No,No,,Suburban,60+,Male,"$50,000 to $74,999",East North Central
4336799058,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,Brownies,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$150,000 to $174,999",East North Central
4336797746,Yes,Turkey,,Other (please specify),Having a Smoked Turkey this year,Bread-based,,Homemade,,Yes,,Carrots,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,,Pumpkin,,,,,,,,Carrot cake,,Cookies,Fudge,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60+,Male,"$175,000 to $199,999",East North Central
4336795509,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Rural,18 - 29,Female,Prefer not to answer,Middle Atlantic
4336794143,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Rural,45 - 59,Female,"$10,000 to $24,999",East North Central
4336794044,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,Brownies,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,13,Yes,No,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",New England
4336793943,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,Yes,Yes,Suburban,18 - 29,Female,"$75,000 to $99,999",South Atlantic
