Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women
Joe O'Dea,Male,White,,,No,No,Colorado,6/28/22,Senator,N/A,"345,040",54%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennifer Qualteri,Female,Unknown,,,No,No,Colorado,6/28/22,Representative,1,1,100%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Dawson,Male,Unknown,,,No,No,Colorado,6/28/22,Representative,2,1,100%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lauren Boebert,Female,White,,,Yes,No,Colorado,6/28/22,Representative,3,"86,322",66%,Won,N/A,N/A,N/A,Fully denied,Yes,12/15/21,N/A,N/A,No,N/A,N/A,N/A,N/A
Don Coram,Male,White,,,No,Yes,Colorado,6/28/22,Representative,3,"44,486",34%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Lewis,Male,White,,,No,Yes,Colorado,6/28/22,Representative,4,"31,585",26%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ken Buck,Male,White,,,Yes,No,Colorado,6/28/22,Representative,4,"90,070",74%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dave Williams,Male,Latino,,,No,Yes,Colorado,6/28/22,Representative,5,"32,669",33%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rebecca Keltie,Female,White,,,No,Yes,Colorado,6/28/22,Representative,5,"12,631",13%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Doug Lamborn,Male,White,,,Yes,No,Colorado,6/28/22,Representative,5,"46,178",47%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrew Heaton,Male,White,,,No,Yes,Colorado,6/28/22,Representative,5,"6,121",6%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steven Monahan,Male,White,,,No,No,Colorado,6/28/22,Representative,6,1,100%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erik Aadland,Male,White,,,No,No,Colorado,6/28/22,Representative,7,"43,469",48%,Won,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laurel Imer,Female,White,,,No,No,Colorado,6/28/22,Representative,7,"14,665",16%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tim Reichert,Male,White,,,No,No,Colorado,6/28/22,Representative,7,"32,583",36%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lori A. Saine,Female,White,,,No,No,Colorado,6/28/22,Representative,8,"12,357",21%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A
Jan Kulmann,Female,White,,,No,No,Colorado,6/28/22,Representative,8,"13,398",23%,Lost,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A
Barbara Kirkmeyer,Female,White,,,No,No,Colorado,6/28/22,Representative,8,"22,724",39%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A
Tyler Allcorn,Male,White,,,No,No,Colorado,6/28/22,Representative,8,"9,743",17%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A
Greg Lopez,Male,Latino,,,No,No,Colorado,6/28/22,Governor,N/A,"292,171",46%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heidi Ganahl,Female,White,,,No,No,Colorado,6/28/22,Governor,N/A,"341,145",54%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peggy Hubbard,Female,Black,,,No,No,Illinois,6/28/22,Senator,N/A,"177,180",25%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Casey Chlebek,Male,White,,,No,No,Illinois,6/28/22,Senator,N/A,"76,213",11%,Lost,N/A,N/A,N/A,Avoided answering,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Robert ""Bobby"" Piton",Male,White,,,No,No,Illinois,6/28/22,Senator,N/A,"65,461",9%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jimmy Lee Tillman II,Male,Black,,,No,No,Illinois,6/28/22,Senator,N/A,"36,342",5%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony W. Williams,Male,Black,,,No,No,Illinois,6/28/22,Senator,N/A,"52,890",7%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kathy Salvi,Female,White,,,No,No,Illinois,6/28/22,Senator,N/A,"216,007",30%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Matthew ""Matt"" Dubiel",Male,White,,,No,No,Illinois,6/28/22,Senator,N/A,"90,538",13%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Carlson,Male,White,,,No,No,Illinois,6/28/22,Representative,1,"10,755",40%,Won,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philanise White,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,"1,598",6%,Lost,N/A,N/A,N/A,Avoided answering,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeffery T. Regnier,Male,White,,,No,No,Illinois,6/28/22,Representative,1,"10,375",39%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Geno Young,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,"3,853",14%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashley Ramos,Female,Latino,,,No,No,Illinois,6/28/22,Representative,2,"7,524",27%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shane Cultra,Male,White,,,No,No,Illinois,6/28/22,Representative,2,"9,869",36%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas Lynch,Male,White,,,No,No,Illinois,6/28/22,Representative,2,"10,289",37%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Justin Burau,Male,White,,,No,No,Illinois,6/28/22,Representative,3,1,100%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Falakos,Male,White,,,No,No,Illinois,6/28/22,Representative,4,1,100%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tommy Hanson,Male,White,,,No,No,Illinois,6/28/22,Representative,5,"14,806",55%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Malgorzata McGonigal,Female,White,,,No,No,Illinois,6/28/22,Representative,5,"11,916",45%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keith Pekau,Male,White,,,No,No,Illinois,6/28/22,Representative,6,"20,178",39%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Niki Conforti,Female,White,,,No,No,Illinois,6/28/22,Representative,6,"5,947",11%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scott R. Kaspar,Male,White,,,No,No,Illinois,6/28/22,Representative,6,"3,573",7%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gary Grasso,Male,White,,,No,No,Illinois,6/28/22,Representative,6,"14,150",27%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Catherine A. O'Shea,Female,White,,,No,No,Illinois,6/28/22,Representative,6,"5,243",10%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Robert ""Rob"" Cruz",Male,White,,,No,No,Illinois,6/28/22,Representative,6,"3,003",6%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Kopsaftis,Male,White,,,No,No,Illinois,6/28/22,Representative,8,"6,101",18%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad Koppie,Male,White,,,No,No,Illinois,6/28/22,Representative,8,"4,886",14%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phillip Owen Wood,Male,White,,,No,No,Illinois,6/28/22,Representative,8,"6,529",19%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Karen Kolodziej,Female,White,,,No,No,Illinois,6/28/22,Representative,8,"6,017",17%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Dargis,Male,White,,,No,No,Illinois,6/28/22,Representative,8,"11,055",32%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Maxwell ""Max"" Rice",Male,White,,,No,No,Illinois,6/28/22,Representative,9,1,100%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joseph Severino,Male,White,,,No,No,Illinois,6/28/22,Representative,10,1,100%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerry Evans,Male,White,,,No,No,Illinois,6/28/22,Representative,11,"11,158",23%,Lost,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A
Andrea Heeg,Female,White,,,No,No,Illinois,6/28/22,Representative,11,"3,334",7%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A
Catalina Lauf,Female,Latino (Guatemalan),,,No,No,Illinois,6/28/22,Representative,11,"15,360",31%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A
Susan L. Hathaway-Altman,Female,White,,,No,No,Illinois,6/28/22,Representative,11,"6,017",12%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A
Mark Joseph Carroll,Male,White,,,No,No,Illinois,6/28/22,Representative,11,"9,955",20%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A
Cassandra Tanner Miller,Female,White,,,No,No,Illinois,6/28/22,Representative,11,"3,730",8%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A
Mike Bost,Male,White,,,Yes,No,Illinois,6/28/22,Representative,12,1,100%,Won,N/A,N/A,N/A,Fully denied,Yes,6/27/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jesse Reising,Male,White,,,No,No,Illinois,6/28/22,Representative,13,"14,184",33%,Lost,N/A,N/A,N/A,Avoided answering,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A
Matt Hausman,Male,White,,,No,No,Illinois,6/28/22,Representative,13,"10,289",24%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A
Regan Deering,Female,White,,,No,No,Illinois,6/28/22,Representative,13,"14,885",35%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A
Terry Martin,Male,White,,,No,No,Illinois,6/28/22,Representative,13,"3,694",9%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A
"James T. ""Jim"" Marter",Male,White,,,No,No,Illinois,6/28/22,Representative,14,"10,950",24%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scott R. Gryder,Male,White,,,No,No,Illinois,6/28/22,Representative,14,"13,998",31%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Koolidge,Male,White,,,No,No,Illinois,6/28/22,Representative,14,"9,378",21%,Lost,N/A,N/A,N/A,Avoided answering,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jaime Milton,Female,White,,,No,No,Illinois,6/28/22,Representative,14,"4,612",10%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack Lombardi II,Male,White,,,No,No,Illinois,6/28/22,Representative,14,"6,372",14%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rodney Davis,Male,White,,,Yes,Yes,Illinois,6/28/22,Representative,15,"47,852",43%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A
Mary Miller,Female,White,,,Yes,Yes,Illinois,6/28/22,Representative,15,"64,549",57%,Won,N/A,N/A,N/A,Fully denied,Yes,1/1/22,Yes,N/A,N/A,N/A,N/A,Yes,N/A
Darin LaHood,Male,White,,,Yes,No,Illinois,6/28/22,Representative,16,"56,582",66%,Won,N/A,N/A,N/A,Accepted with reservations,Yes,6/27/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walt Peters,Male,White,,,No,Yes,Illinois,6/28/22,Representative,16,"11,278",13%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JoAnne Guillemette,Female,Black,,,No,Yes,Illinois,6/28/22,Representative,16,"10,476",12%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Rebresh,Male,White,,,No,Yes,Illinois,6/28/22,Representative,16,"6,911",8%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Charles ""Charlie"" William Helmick Jr.",Male,White,,,No,No,Illinois,6/28/22,Representative,17,"14,274",31%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,No,N/A,No,No,No,No
Esther Joy King,Female,White,,,No,No,Illinois,6/28/22,Representative,17,"31,065",69%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes
Richard C. Irvin,Male,Black,,,No,No,Illinois,6/28/22,Governor,N/A,"119,592",15%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gary Rabine,Male,White,,,No,No,Illinois,6/28/22,Governor,N/A,"52,194",7%,Lost,N/A,N/A,N/A,Raised questions,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darren Bailey,Male,White,,,No,No,Illinois,6/28/22,Governor,N/A,"458,102",57%,Won,N/A,N/A,N/A,Raised questions,Yes,6/25/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Schimpf,Male,White,,,No,No,Illinois,6/28/22,Governor,N/A,"34,676",4%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jesse Sullivan,Male,White,,,No,No,Illinois,6/28/22,Governor,N/A,"125,094",16%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Max Solomon,Male,Black,,,No,No,Illinois,6/28/22,Governor,N/A,"7,371",1%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Pinion,Male,Black,,,No,No,New York,6/28/22,Senator,N/A,1,100%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrew Giuliani,Male,White,,,No,No,New York,6/28/22,Governor,N/A,"103,267",23%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Harry Wilson,Male,White,,,No,No,New York,6/28/22,Governor,N/A,"66,736",15%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rob Astorino,Male,White,,,No,No,New York,6/28/22,Governor,N/A,"84,464",19%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lee Zeldin,Male,White,,,No,No,New York,6/28/22,Governor,N/A,"196,874",43%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Lankford,Male,White,,,Yes,No,Oklahoma,6/28/22,Senator,N/A,"243,132",68%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Jackson Lahmeyer,Male,White,,,No,Yes,Oklahoma,6/28/22,Senator,N/A,"94,572",26%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Joan Farr,Female,White,,,No,Yes,Oklahoma,6/28/22,Senator,N/A,"20,761",6%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Markwayne Mullin,Male,White,Native American (Cherokee),,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"156,087",44%,Made runoff,183118,65%,Won,Fully denied,Yes (runoff only),7/9/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T.W. Shannon,Male,Black,Native American (Chickasaw),,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"62,746",18%,Made runoff,98246,35%,Lost,Fully denied,No (runoff only),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alex Gray,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"3,063",1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nathan Dahm,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"42,673",12%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Luke Holland,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"40,353",11%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Holley,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"1,873",1%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jessica Jean Garrison,Female,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"6,114",2%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laura Moreno,Female,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"6,597",2%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Coibion,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"1,261",0%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scott Pruitt,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"18,052",5%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Royse,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,900,0%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John F. Tompkins,Male,Unknown,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"2,332",1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Randy J. Grellner,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,"15,794",4%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Hern,Male,White,,,Yes,No,Oklahoma,6/28/22,Representative,1,1,100%,Won,N/A,N/A,N/A,Fully denied,Yes,6/27/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Bennett,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"8,713",11%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dustin Roberts,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"3,746",5%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guy Barker,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"8,444",11%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clint Johnson,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"1,128",1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Schiller,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"4,108",5%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marty Quinn,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"5,612",7%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Johnny Teehee,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"9,963",13%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avery Frix,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"11,336",15%,Made runoff,30686,48%,Lost,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhonda Hopkins,Female,White,Asian,,No,No,Oklahoma,6/28/22,Representative,2,"1,281",2%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Derby,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"4,204",5%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pamela Gordon,Female,White,,,No,No,Oklahoma,6/28/22,Representative,2,"2,344",3%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wes Nofire,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"4,859",6%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erick P. Wyatt,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,615,1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Brecheen,Male,White,,,No,No,Oklahoma,6/28/22,Representative,2,"10,579",14%,Made runoff,33517,52%,Won,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frank D. Lucas,Male,White,,,Yes,No,Oklahoma,6/28/22,Representative,3,"44,442",61%,Won,N/A,N/A,N/A,Fully denied,Yes,4/11/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wade Burleson,Male,White,,,No,Yes,Oklahoma,6/28/22,Representative,3,"22,258",31%,Lost,N/A,N/A,N/A,Raised questions,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephen Butler,Male,Unknown,,,No,Yes,Oklahoma,6/28/22,Representative,3,"5,997",8%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom Cole,Male,White,Native American (Chickasaw),,Yes,No,Oklahoma,6/28/22,Representative,4,"43,894",70%,Won,N/A,N/A,N/A,Fully denied,Yes,6/27/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Taylor,Male,Black,,,No,Yes,Oklahoma,6/28/22,Representative,4,"16,980",27%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frank W. Blacke,Male,Unknown,,,No,Yes,Oklahoma,6/28/22,Representative,4,"2,038",3%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephanie Bice,Female,White,Middle Eastern (Iranian),,Yes,No,Oklahoma,6/28/22,Representative,5,"51,612",68%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes
Subrina Banks,Female,White,,,No,Yes,Oklahoma,6/28/22,Representative,5,"23,891",32%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No
Kevin Stitt,Male,White,,,Yes,No,Oklahoma,6/28/22,Governor,N/A,"248,525",69%,Won,N/A,N/A,N/A,Fully accepted,Yes,3/14/22,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Mark Sherwood,Male,White,,,No,Yes,Oklahoma,6/28/22,Governor,N/A,"47,713",13%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Joel Kintsel,Male,White,,,No,Yes,Oklahoma,6/28/22,Governor,N/A,"51,587",14%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Moira McCabe,Female,White,,,No,Yes,Oklahoma,6/28/22,Governor,N/A,"12,046",3%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Becky Edwards,Female,White,,,No,Yes,Utah,6/28/22,Senator,N/A,"123,617",30%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,No,No,N/A,N/A,N/A,N/A,N/A
Ally Isom,Female,White,,,No,Yes,Utah,6/28/22,Senator,N/A,"34,997",8%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,No,No,N/A,N/A,N/A,N/A,N/A
