Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee
Jahana Hayes,Female,Black,,,Yes,No,Connecticut,8/9/22,Representative,5,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edward Lamont,Male,White,,,Yes,No,Connecticut,8/9/22,Governor,N/A,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Jeff Ettinger,Male,White,,,No,No,Minnesota,8/9/22,Representative,1,"51,391",92%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George H. Kalberer,Male,White,,,No,No,Minnesota,8/9/22,Representative,1,"1,266",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Rainwater,Male,White,,,No,No,Minnesota,8/9/22,Representative,1,"3,115",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angie Craig,Female,White,,,Yes,No,Minnesota,8/9/22,Representative,2,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dean Phillips,Male,White,,,Yes,No,Minnesota,8/9/22,Representative,3,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amane Badhasso,Female,Black (Ethiopian),,,No,Yes,Minnesota,8/9/22,Representative,4,"10,557",15%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Betty McCollum,Female,White,,,Yes,No,Minnesota,8/9/22,Representative,4,"58,043",83%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fasil Moghul,Male,Asian (Indian),,,No,Yes,Minnesota,8/9/22,Representative,4,997,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AJ Kern,Female,White,,,No,Yes,Minnesota,8/9/22,Representative,5,519,0%,Lost,N/A,N/A,N/A,N/A,No,No,No,No,No,No,No,N/A
Ilhan Omar,Female,Black (Somali),,,Yes,No,Minnesota,8/9/22,Representative,5,"57,683",50%,Won,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A
Albert Ross,Male,Black,,,No,Yes,Minnesota,8/9/22,Representative,5,477,0%,Lost,N/A,N/A,N/A,N/A,No,No,No,No,No,No,No,N/A
Don Samuels,Male,Black (Jamaican),,,No,Yes,Minnesota,8/9/22,Representative,5,"55,217",48%,Lost,N/A,N/A,N/A,N/A,No,No,No,No,No,No,No,N/A
Nate Schluter,Male,White,,,No,Yes,Minnesota,8/9/22,Representative,5,671,1%,Lost,N/A,N/A,N/A,N/A,No,No,No,No,No,No,No,N/A
Jeanne Hendricks,Female,White,,,No,No,Minnesota,8/9/22,Representative,6,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jill Abahsain,Female,White,,,No,No,Minnesota,8/9/22,Representative,7,"14,352",59%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alycia R. Gruenhagen,Female,White,,,No,No,Minnesota,8/9/22,Representative,7,"9,972",41%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Munter,Male,White,,,No,No,Minnesota,8/9/22,Representative,8,"6,199",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jen Schultz,Female,White,,,No,No,Minnesota,8/9/22,Representative,8,"38,545",86%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ole Savior,Male,White,,,No,Yes,Minnesota,8/9/22,Governor,N/A,"14,950",3%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Tim Walz,Male,White,,,Yes,No,Minnesota,8/9/22,Governor,N/A,"416,973",97%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Isaac Evans-Frantz,Male,White,,,No,No,Vermont,8/9/22,Senator,N/A,"7,230",7%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Niki Thran,Female,White,,,No,No,Vermont,8/9/22,Senator,N/A,"5,104",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Peter Welch,Male,White,,,No,No,Vermont,8/9/22,Senator,N/A,"86,603",85%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
Becca Balint,Female,White,,,No,No,Vermont,8/9/22,Representative,At-Large,"61,025",60%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A
Sianay Chase Clifford,Female,Black (Liberian),,,No,No,Vermont,8/9/22,Representative,At-Large,885,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Molly Gray,Female,White,,,No,No,Vermont,8/9/22,Representative,At-Large,"37,266",36%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Louis Meyers,Male,White,,,No,No,Vermont,8/9/22,Representative,At-Large,"1,593",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Brenda Siegel,Female,White,,,No,No,Vermont,8/9/22,Governor,N/A,"56,287",55%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mandela Barnes,Male,Black,,,No,No,Wisconsin,8/9/22,Senator,N/A,"390,279",78%,Won,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,Yes,Yes,N/A
Alex Lasry,Male,White,,,No,No,Wisconsin,8/9/22,Senator,N/A,"44,609",9%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Kou C. Lee,Male,Asian (Laotian),,,No,No,Wisconsin,8/9/22,Senator,N/A,"3,434",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Sarah Godlewski,Female,White,,,No,No,Wisconsin,8/9/22,Senator,N/A,"40,555",8%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Peter Peckarsky,Male,White,,,No,No,Wisconsin,8/9/22,Senator,N/A,"2,446",0%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Steven Olikara,Male,Asian (Indian),,,No,No,Wisconsin,8/9/22,Senator,N/A,"5,619",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Darrell Williams,Male,Black,,,No,No,Wisconsin,8/9/22,Senator,N/A,"3,646",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Tom Nelson,Male,White,,,No,No,Wisconsin,8/9/22,Senator,N/A,"10,995",2%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,No,N/A
Ann Roe,Female,White,,,No,No,Wisconsin,8/9/22,Representative,1,"48,148",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Pocan,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,2,"106,595",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
Rebecca Cooke,Female,White,,,No,No,Wisconsin,8/9/22,Representative,3,"19,221",31%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Neumann,Male,White,,,No,No,Wisconsin,8/9/22,Representative,3,"6,672",11%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deb Baldus McGrath,Female,White,,,No,No,Wisconsin,8/9/22,Representative,3,"11,770",19%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brad Pfaff,Male,White,,,No,No,Wisconsin,8/9/22,Representative,3,"24,041",39%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gwen Moore,Female,Black,,,Yes,No,Wisconsin,8/9/22,Representative,4,"72,845",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Van Someren,Male,White,,,No,No,Wisconsin,8/9/22,Representative,5,"44,305",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Richard ""Dick"" Ausman",Male,White ,,,No,No,Wisconsin,8/9/22,Representative,7,"43,265",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tony Evers,Male,White,,,Yes,No,Wisconsin,8/9/22,Governor,N/A,"491,656",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Brian Schatz,Male,White,,,Yes,No,Hawaii,8/13/22,Senator,N/A,"228,595",94%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steve Tataii,Male,White,,,No,Yes,Hawaii,8/13/22,Senator,N/A,"15,725",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sergio ""Serg"" Alcubilla",Male,Asian (Filipino),,,No,Yes,Hawaii,8/13/22,Representative,1,"20,364",17%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ed Case,Male,White,,,Yes,No,Hawaii,8/13/22,Representative,1,"100,667",83%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick Pihana Branco,Male,Latino (Puerto Rican),Pacific Islander (Native Hawaiian),Asian (Filipino),No,No,Hawaii,8/13/22,Representative,2,"27,057",25%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nicole Gi,Female,Asian,,,No,No,Hawaii,8/13/22,Representative,2,"3,937",4%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brendan Schultz,Male,White,,,No,No,Hawaii,8/13/22,Representative,2,"6,115",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steven B. Sparks,Male,White,,,No,No,Hawaii,8/13/22,Representative,2,"2,137",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jill N. Tokuda,Female,Asian,,,No,No,Hawaii,8/13/22,Representative,2,"62,275",58%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kyle T. Yoshida,Male,Asian,,,No,No,Hawaii,8/13/22,Representative,2,"6,624",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"David L. ""Duke"" Bourgoin ",Male,White,,,No,No,Hawaii,8/13/22,Governor,N/A,590,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vicky Cayetano,Female,Asian (Filipino),,,No,No,Hawaii,8/13/22,Governor,N/A,"52,447",21%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Green,Male,White,,,No,No,Hawaii,8/13/22,Governor,N/A,"158,161",63%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kai Kahele,Male,Pacific Islander (Native Hawaiian),,,No,No,Hawaii,8/13/22,Governor,N/A,"37,738",15%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard Kim,Male,Asian (Korean),,,No,No,Hawaii,8/13/22,Governor,N/A,991,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Clyde McClain ""Mac"" Lewman",Male,White,,,No,No,Hawaii,8/13/22,Governor,N/A,249,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Van K. Tanabe,Male,Asian,,,No,No,Hawaii,8/13/22,Governor,N/A,"1,236",0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edgar Blatchford,Male,White,Native American (Yupik),,No,No,Alaska,8/16/22,Senator,N/A,"1,981",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patricia R. Chesbro,Female,White,,,No,No,Alaska,8/16/22,Senator,N/A,"12,989",77%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ivan R. Taylor,Male,White,,,No,No,Alaska,8/16/22,Senator,N/A,"1,897",11%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary S. Peltola,Female,Native American (Yupik),,,No,No,Alaska,8/16/22,Representative,At-Large,"70,295",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Les Gara,Male,Middle Eastern (Iraqi),,,No,No,Alaska,8/16/22,Governor,N/A,"43,660",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lynnette GreyBull,Female,Native American (Arapaho),,,No,No,Wyoming,8/16/22,Representative,At-Large,"4,507",59%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meghan R. Jensen,Female,White,,,No,No,Wyoming,8/16/22,Representative,At-Large,"1,833",24%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steve Helling,Male,White,,,No,No,Wyoming,8/16/22,Representative,At-Large,897,12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rex Wilde,Male,White,,,No,No,Wyoming,8/16/22,Governor,N/A,"2,016",28%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Theresa A. Livingston,Female,White,,,No,No,Wyoming,8/16/22,Governor,N/A,"4,993",69%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ricardo De La Fuente,Male,Latino,,,No,No,Florida,8/23/22,Senator,N/A,"56,749",4%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Val Demings,Female,Black,,,No,No,Florida,8/23/22,Senator,N/A,"1,263,706",84%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Rush,Male,White,,,No,No,Florida,8/23/22,Senator,N/A,"94,185",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William Sanchez,Male,Latino,,,No,No,Florida,8/23/22,Senator,N/A,"84,576",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rebekah Jones,Female,White,,,No,No,Florida,8/23/22,Representative,1,"21,875",63%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peggy Schiller,Female,White,,,No,No,Florida,8/23/22,Representative,1,"13,091",37%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Al Lawson,Male,Black,,,Yes,No,Florida,8/23/22,Representative,2,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danielle Hawk,Female,White,,,No,No,Florida,8/23/22,Representative,3,"37,181",68%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom Wells,Male,White,,,No,No,Florida,8/23/22,Representative,3,"17,799",32%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Anthony ""Tony"" Hill",Male,Black,,,No,No,Florida,8/23/22,Representative,4,"29,145",50%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LaShonda ""L.J."" Holloway",Female,Black,,,No,No,Florida,8/23/22,Representative,4,"29,352",50%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Hilsia ""Tatiana"" Fernandez",Female,Latino (Puerto Rican),,,No,No,Florida,8/23/22,Representative,7,"10,261",20%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Karen Green,Female,Black,,,No,No,Florida,8/23/22,Representative,7,"23,051",45%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Al Krulick,Male,White,,,No,No,Florida,8/23/22,Representative,7,"10,787",21%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allek Pastrana,Male,Latino (Puerto Rican),,,No,No,Florida,8/23/22,Representative,7,"7,289",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danelle Dodge,Female,White,,,No,No,Florida,8/23/22,Representative,8,"24,592",45%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joanne Terry,Female,White,,,No,No,Florida,8/23/22,Representative,8,"29,542",55%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darren Soto,Male,Latino (Puerto Rican),,,Yes,No,Florida,8/23/22,Representative,9,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack Achenbach,Male,White,,,No,No,Florida,8/23/22,Representative,10,714,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Jeffrey Boone,Male,Black,,,No,No,Florida,8/23/22,Representative,10,"1,181",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Randolph Bracy,Male,Black,,,No,No,Florida,8/23/22,Representative,10,"13,677",25%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Corrine Brown,Female,Black,,,No,No,Florida,8/23/22,Representative,10,"5,274",10%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Maxwell Alejandro Frost,Male,Black,Latino (Cuban),,No,No,Florida,8/23/22,Representative,10,"19,288",35%,Won,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
Terence R. Gray,Male,Black,,,No,No,Florida,8/23/22,Representative,10,"1,032",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Alan Grayson,Male,White,,,No,No,Florida,8/23/22,Representative,10,"8,526",15%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Natalie Jackson,Female,Black,,,No,No,Florida,8/23/22,Representative,10,"3,872",7%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Khalid Muneer,Male,Asian (Pakistani),,,No,No,Florida,8/23/22,Representative,10,604,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Teresa Tachon,Female,White,,,No,No,Florida,8/23/22,Representative,10,"1,301",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A
Shante Munns,Female,Black,,,No,No,Florida,8/23/22,Representative,11,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kimberly Walker,Female,Black,,,No,No,Florida,8/23/22,Representative,12,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Lynn,Male,White,,,No,No,Florida,8/23/22,Representative,13,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christopher Bradley,Male,White,,,No,Yes,Florida,8/23/22,Representative,14,"6,684",10%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kathy Castor,Female,White,,,Yes,No,Florida,8/23/22,Representative,14,"62,562",90%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gavin Brown,Male,White,,,No,No,Florida,8/23/22,Representative,15,"10,034",22%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alan M. Cohn,Male,White,,,No,No,Florida,8/23/22,Representative,15,"14,928",33%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eddie Geller,Male,White,,,No,No,Florida,8/23/22,Representative,15,"9,859",22%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cesar Ramirez,Male,Black,Latino,,No,No,Florida,8/23/22,Representative,15,"7,817",17%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William VanHorn,Male,White,,,No,No,Florida,8/23/22,Representative,15,"2,435",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jan Schneider,Female,White,,,No,No,Florida,8/23/22,Representative,16,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrea Doria Kale,Female,White,,,No,No,Florida,8/23/22,Representative,17,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cindy Banyai,Female,White,,,No,No,Florida,8/23/22,Representative,19,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sheila Cherfilus-McCormick,Female,Black (Haitian),,,Yes,No,Florida,8/23/22,Representative,20,"47,601",66%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dale V.C. Holness,Male,Black,,,No,Yes,Florida,8/23/22,Representative,20,"20,783",29%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anika Omphroy,Female,Black,,,No,Yes,Florida,8/23/22,Representative,20,"4,197",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Corinna Balderramos Robinson,Female,White,Latino,,No,No,Florida,8/23/22,Representative,21,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lois Frankel,Female,White,,,Yes,No,Florida,8/23/22,Representative,22,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allen Ellison,Male,Black,,,No,No,Florida,8/23/22,Representative,23,"3,960",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michaelangelo Collins Hamilton,Male,Black,Unknown,,No,No,Florida,8/23/22,Representative,23,"1,064",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hava Holzhauer,Female,White,,,No,No,Florida,8/23/22,Representative,23,"5,276",8%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jared Moskowitz,Male,White,,,No,No,Florida,8/23/22,Representative,23,"38,822",61%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben Sorensen,Male,White,,,No,No,Florida,8/23/22,Representative,23,"13,012",20%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"W. Michael ""Mike"" Trout",Male,White,,,No,No,Florida,8/23/22,Representative,23,"1,390",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin C. Harris,Male,Black,,,No,Yes,Florida,8/23/22,Representative,24,"6,816",11%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frederica Wilson,Female,Black,,,Yes,No,Florida,8/23/22,Representative,24,"56,776",89%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Millwee,Male,White,,,No,Yes,Florida,8/23/22,Representative,25,"6,241",11%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Debbie Wasserman Schultz,Female,White,,,Yes,No,Florida,8/23/22,Representative,25,"50,554",89%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christine Alexandria Olivo,Female,Black (Haitian),,,No,No,Florida,8/23/22,Representative,26,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angel Montalvo,Male,Latino,,,No,No,Florida,8/23/22,Representative,27,"2,493",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Ken Russell,Male,White,Asian (Japanese),,No,No,Florida,8/23/22,Representative,27,"10,337",26%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Annette Taddeo,Female,Latino (Colombian),,,No,No,Florida,8/23/22,Representative,27,"27,015",68%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Robert Asencio,Male,Latino (Puerto Rican),,,No,No,Florida,8/23/22,Representative,28,"18,504",69%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Juan Paredes,Male,Latino,,,No,No,Florida,8/23/22,Representative,28,"8,217",31%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlie Crist,Male,White,,,No,No,Florida,8/23/22,Governor,N/A,"904,524",60%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cadance Daniel,Female,White,,,No,No,Florida,8/23/22,Governor,N/A,"38,198",3%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Nicole ""Nikki"" Fried",Female,White,,,No,No,Florida,8/23/22,Governor,N/A,"535,480",35%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
