Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity
457471,PEPEAXEGANG,2,PEPECASH,1400
457475,MRPOTATOPEPE,2,PEPECASH,2000
457480,SOLODADPEPE,1,PEPECASH,1000
457488,FRYPEPE,1,PEPECASH,1100
457489,MRPOTATOPEPE,1,PEPECASH,1000
457489,PEPEFLECTION,1,PEPECASH,1000
457489,PEPEAXEGANG,1,PEPECASH,700
457489,KNITTEDPEPE,1,PEPECASH,2000
457490,KNITTEDPEPE,2,PEPECASH,4000
457490,YOUCANPEPE,3,PEPECASH,1050
457490,PEPEFLESH,3,PEPECASH,8700
457490,PEPESCHEME,1,PEPECASH,1000
457491,GREEDYPEPES,1,PEPECASH,800
457491,SOGGYPEPE,11,PEPECASH,1430
457506,PEPESCHEME,2,PEPECASH,2000
457506,PEPEAXEGANG,2,PEPECASH,1000
457506,FLUFFYPEPES,1,PEPECASH,2000
457506,KOIPEPE,1,PEPECASH,890
457506,CANTDRAWPEPE,2,PEPECASH,3000
457506,PEPESWITCH,4,PEPECASH,500
457507,CLCKWRKGREEN,1,PEPECASH,450
457508,KNITTEDPEPE,2,PEPECASH,4000
457509,YOUCANPEPE,2,PEPECASH,700
457509,PEPEKEKCOIN,1,PEPECASH,50
457510,PEPEFLECTION,2,PEPECASH,2000
457516,PEPECASH,9000,MRPOTATOPEPE,9
457527,PEPEAXEGANG,2,PEPECASH,1400
457527,KNITTEDPEPE,1,PEPECASH,2000
457527,PEPESCHEME,1,PEPECASH,1000
457528,PEPEKARLMARX,1,PEPECASH,8000
457528,PEPESCHEME,4,PEPECASH,4000
457540,MRPOTATOPEPE,1,PEPECASH,2000
457540,PEPEAXEGANG,1,PEPECASH,700
457540,PEPESCHEME,1,PEPECASH,1000
457558,PEPEFREEDOM,1,PEPECASH,20
457558,PEPETRAIN,5,PEPECASH,650
457560,PEPECASH,600,JINQIANSHU,1
457560,PEPECASH,2220,JINQIANSHU,4
457560,XCP,1,JINQIANSHU,1
457561,PERAPPA,2,PEPECASH,1300
457561,PEPESCHEME,1,PEPECASH,1000
457561,KNITTEDPEPE,2,PEPECASH,5000
457561,PEPESCHEME,6,PEPECASH,6600
457562,MRPOTATOPEPE,2,PEPECASH,4000
457562,PEPEAXEGANG,2,PEPECASH,1400
457562,PERAPPA,2,PEPECASH,1300
457564,PRINCESSPEPE,2,XCP,11.5
457565,PEPENACCI,1,PEPECASH,2000
457567,THEPEPEWHALE,2,PEPECASH,4180
457567,ZOETROPEPE,2,PEPECASH,9000
457567,STAMPOFKEK,10,PEPECASH,6000
457567,PEPEPUNCHOUT,10,PEPECASH,5000
457567,PEPEMOVIE,7,PEPECASH,24500
457567,PEPEVIRAL,2,PEPECASH,6000
457567,RETROPEPE,2,PEPECASH,5600
457567,STATUEOFPEPE,2,PEPECASH,3800
457567,RETROPEPE,1,PEPECASH,2500
457567,NICOLAPEPE,7,PEPECASH,4900
457567,PEPELANDER,2,PEPECASH,5000
457567,KATYPEPE,33,PEPECASH,4950
457567,GEISHAPEPE,1,PEPECASH,25000
457567,PEPEANGRY,5,PEPECASH,2500
457567,PEPECLUB,10,PEPECASH,29900
457567,PEPELOOP,2,PEPECASH,1300
457567,KATYPEPE,21,PEPECASH,6993
457567,FLAPPYPEPE,2,PEPECASH,2700
457567,FUTURESPEPE,1,PEPECASH,5000
457567,FORBIDENPEPE,2,PEPECASH,9000
457567,KEKPEPE,1,PEPECASH,7000
457568,GRANDPEPE,3,PEPECASH,5250
457569,PEPEART,1,PEPECASH,1111
457569,PEPEDIEPIE,3,PEPECASH,7200
457569,PEPEART,4,PEPECASH,8888
457569,PEPEWANTSYOU,3,PEPECASH,9000
457569,KOIPEPE,10,PEPECASH,8900
457569,PEPEWATTS,2,PEPECASH,6000
457569,PEPEDIEPIE,3,PEPECASH,6300
457569,DOUBLEPEPE,2,PEPECASH,6000
457571,MYPEPELITTLE,2,PEPECASH,3500
457571,THREEDPEPE,3,PEPECASH,8400
457571,SMUGPEPE,3,PEPECASH,10800
457571,LEGENDOFPEPE,2,PEPECASH,4444
457573,PERAPPA,1,PEPECASH,650
457575,GREEDYPEPES,2,PEPECASH,1600
457575,PEPEKIDSART,2,PEPECASH,2860
457578,SOLODADPEPE,3,PEPECASH,3000
457578,YOUCANPEPE,3,PEPECASH,1050
457582,RICHPEPE,8,PEPECASH,560
457587,PERAPPA,1,PEPECASH,650
457588,VEGGIEPEPE,1,PEPECASH,1500
457589,SOLODADPEPE,2,PEPECASH,2000
457589,PERAPPA,3,PEPECASH,1950
457590,PEPEPUNCHOUT,2,PEPECASH,1000
457590,PEPELOOP,1,PEPECASH,650
457590,PEPECASH,2000,PEPETODAMOON,1
457590,CLCKWRKGREEN,2,PEPECASH,900
457590,PLINKOPEPE,2,PEPECASH,1000
457594,PEPECASH,7000,PEPESCHEME,7
457596,PEPECASH,2360,PEPEBASQUIAT,4
457598,DANKVADER,3,PEPECASH,3000
457603,MADMAXPEPE,1,PEPECASH,550
457607,MADMAXPEPE,4,PEPECASH,2200
457608,PEPECASH,1050,PEPEPARADISE,3
457608,PEPECASH,2000,PEPEPARADISE,10
457608,PEPECASH,5500,PEPEPARADISE,50
457609,PEPECASH,2500,POWERTOPEPE,5
457615,CRYSTALPEPE,1,PEPECASH,3500
457615,PEPEBASQUIAT,1,PEPECASH,590
457618,PEPECASH,900,TOPCUCK,9
457618,XCP,1,PEPEOROCHI,1
457627,MADMAXPEPE,5,PEPECASH,2750
457627,PEPEBASQUIAT,5,PEPECASH,2950
457627,NICOLAPEPE,2,PEPECASH,1400
457627,DOGEVSPEPE,5,PEPECASH,3450
457627,PEPEBASQUIAT,2,PEPECASH,1180
457627,PERAPPA,2,PEPECASH,1300
457629,PEPECASH,2460,PEPEGOTSWAG,4
457629,PEPECASH,2400,PEPEGOTSWAG,4
457632,LEGENDOFPEPE,1,PEPECASH,2222
457632,PEPEANDFEELS,1,PEPECASH,2500
457634,PEPEBASQUIAT,18,PEPECASH,10620
457634,PEPEBASQUIAT,30,PEPECASH,19500
457635,DRATHPEPE,2,PEPECASH,20000
457635,ZEROWINGPEPE,1,PEPECASH,18000
457635,PEPECASH,1000,SOLODADPEPE,1
457636,KILLARYPEPE,5,PEPECASH,27500
457636,JSSICAPEPE,25,PEPECASH,15000
457640,LEVELUPPEPE,10,PEPECASH,10000
457645,WEAREALLPEPE,2,PEPECASH,14954
457647,HERNIAPEPE,1,PEPECASH,12500
457647,GOXPEPE,1,PEPECASH,10000
457647,MADMAXPEPE,3,PEPECASH,2025
457647,CANNEDPEPE,5,PEPECASH,9750
457647,ROLLINGPEPE,2,PEPECASH,4000
457649,VEGGIEPEPE,1,PEPECASH,1500
457649,PEPECASH,3000,PEPESKELETON,2
457649,PEPEGOTSWAG,1,PEPECASH,600
457649,DOGEVSPEPE,1,PEPECASH,690
457650,MADMAXPEPE,6,PEPECASH,4050
457650,DOGEVSPEPE,14,PEPECASH,9660
457650,MADMAXPEPE,2,PEPECASH,1350
457650,PEPEGOTSWAG,21,PEPECASH,12600
457650,PEPEBASQUIAT,1,PEPECASH,690
457653,PEPECASH,1000,PEPEHOUSE,1
457654,PEPECASH,2750,STILLPEPE,5
457654,PEPERGRIFFIN,1,PEPECASH,1500
457654,PEPEBUCKS,1,PEPECASH,500
457654,PEPECASH,2500,STILLPEPE,5
457654,PEPENORMIES,1,PEPECASH,1500
457661,RAREPEPE,1,XCP,95
457661,PEPEKEKCOIN,10,PEPECASH,500
457669,PEPEJOBS,1,PEPECASH,7000
457674,DOGEVSPEPE,3,PEPECASH,2670
457674,PEPEGOTSWAG,3,PEPECASH,2130
457674,VEGGIEPEPE,1,PEPECASH,1500
457674,PEPEBASQUIAT,4,PEPECASH,2760
457680,RERERPERP,20,PEPECASH,80000
457682,PEPECASH,9375,CLCKWRKGREEN,25
457682,PEPECASH,5250,CLCKWRKGREEN,15
457682,PEPECASH,425,CLCKWRKGREEN,1
457685,PEPEBASQUIAT,1,PEPECASH,690
457689,PEPEBASQUIAT,14,PEPECASH,9660
457689,EMPERORPEPE,5,PEPECASH,35000
457689,PEPEBASQUIAT,30,PEPECASH,23700
457689,DANKVADER,1,PEPECASH,1000
457689,PEPEBASQUIAT,20,PEPECASH,15000
457691,MADMAXPEPE,5,PEPECASH,3625
457692,RERERPERP,1,XCP,5
457693,PEPECASH,2750,BADHAIRDAY,5
457693,PEPECASH,1500,BADHAIRDAY,3
457700,PEPECASH,2400,PEPECAPCHA,2
457700,PEPEGOTSWAG,4,PEPECASH,2840
457700,PEPECASH,2800,TWOPLYPEPE,4
457700,PEPECASH,20000,RERERPERP,5
457700,PEPECASH,2880,ROCKINGPEPE,4
457702,KEKSBASILISK,1,PEPECASH,8008
457702,KEKSBASILISK,1,PEPECASH,8624
457703,UNLUCKYPEPE,0.001,XCP,10
457703,UNLUCKYPEPE,0.001,PEPECASH,1500
457704,DOGEVSPEPE,1,PEPECASH,890
457704,PEPEGOTSWAG,1,PEPECASH,710
457704,TWOPLYPEPE,1,PEPECASH,500
457704,ROCKINGPEPE,2,PEPECASH,1800
457704,THINKINGPEPE,1,PEPECASH,2000
457704,XCP,6.25,BOFPEPE,5
457711,PEPECASH,14000,PEPEBASQUIAT,20
457711,PEPECASH,1250,RESERVPEPES,5
457711,PEPECASH,2000,THEPEPEWHALE,1
457716,PEPECASH,2800,ROCKINGPEPE,4
457716,PEPECASH,5000,ROCKINGPEPE,10
457718,TWOPLYPEPE,4,PEPECASH,2000
457720,RARECHAVEZ,1,PEPECASH,3995
457720,PEPESMURF,1,PEPECASH,5500
457720,WANTEDPEPE,1,PEPECASH,2500
457721,DOGEVSPEPE,4,PEPECASH,3560
457721,PEPEGAMBIT,1,PEPECASH,8333.33333333
457721,GUARDSPEPE,20,PEPECASH,1
457721,PERAPPA,4,PEPECASH,2600
457721,PEPENAPOLEON,1,PEPECASH,8333.33333333
457721,PEPERETRO,2,PEPECASH,5600
457721,PEPETRAIN,1,PEPECASH,130
457721,PEPELEFTLEG,2,PEPECASH,24
457724,PEPECASH,21000,EINSTEINPEPE,1
457725,RERERPERP,2,PEPECASH,8000
457734,XCP,0.54,BANEPEPE,2
457736,NOFAPPEPE,11,PEPECASH,10890
457736,NOFAPPEPE,5,PEPECASH,7775
457737,MADMAXPEPE,3,PEPECASH,2175
457743,PEPESCHEME,4,PEPECASH,4400
457743,DOGEVSPEPE,12,PEPECASH,10680
457743,YOUCANPEPE,10,PEPECASH,3500
457743,PEPEBASQUIAT,6,PEPECASH,5340
457745,PEPEANDFEELS,1,PEPECASH,2500
457745,ROCKINGPEPE,1,PEPECASH,900
457745,PEPEOLDCHAP,6,PEPECASH,18000
457745,PEPECREAM,1,PEPECASH,2150
457745,PEPEBERLUSCA,1,PEPECASH,1200
457745,GAIUSPEPEUS,2,PEPECASH,3500
457745,BOFPEPE,1,PEPECASH,3250
457745,PEPESHELDON,1,PEPECASH,850
457745,PEPECASH,2000,PEPEKIDSART,2
457745,THINKINGPEPE,1,PEPECASH,2000
457745,PEPECASH,1000,PEPESCHEME,1
457745,PEPECASH,2200,THINKINGPEPE,4
457745,PEPECASH,2800,RAREWOLFPEPE,4
457747,PEPECASH,1500,CANTDRAWPEPE,1
457748,PEPELLUM,1,PEPECASH,27777
457749,THOTHPEPE,1,XCP,2
457753,SEAPEPE,30,PEPECASH,27000
457753,PEPESKELETON,3,PEPECASH,4500
457753,PEPEKIDSART,7,PEPECASH,10150
457753,MRPOTATOPEPE,5,PEPECASH,10000
457753,YOUCANPEPE,99,PEPECASH,34650
457756,JINQIANSHU,25,PEPECASH,2500
457759,COLDPEPE,1,PEPECASH,15000
457759,PEPECASH,10000,PEPESCHEME,10
457759,FIREASSPEPE,1,PEPECASH,8000
457759,FIREASSPEPE,1,PEPECASH,6000
457760,PEPECASH,12000,CANTDRAWPEPE,10
457760,PEPECASH,3600,MRPOTATOPEPE,3
457761,PEPECASH,2500,TWOPLYPEPE,5
457761,PEPECASH,1000,MRPOTATOPEPE,1
457761,PEPECASH,500,TWOPLYPEPE,1
457761,PEPECASH,800,TWOPLYPEPE,1
457761,PEPECASH,3000,TWOPLYPEPE,6
457761,PEPECASH,1000,TWOPLYPEPE,2
457761,PEPECASH,1000,MRPOTATOPEPE,1
457761,PEPECASH,2000.4,TWOPLYPEPE,4
457764,PEPELEMMING,6,PEPECASH,300
457764,MINIONPEPE,3,PEPECASH,255
457764,NICOLAPEPE,1,PEPECASH,700
457764,PEPELEO,2,PEPECASH,1200
457764,PEPEDAVID,1,PEPECASH,1500
457764,PEPEBASQUIAT,1,PEPECASH,890
457764,PEPEGOTCHI,1,PEPECASH,200
457764,KOIPEPE,2,PEPECASH,1780
457764,XCP,8.991,LORDKEK,0.009
457764,XCP,0.95,PEPEGIGA,1
457764,PEPEMACARONI,10,PEPECASH,15000
457764,PEPEPRINGLES,20,PEPECASH,150
457764,PEPEKEKCOIN,4,PEPECASH,200
457764,PEPECLUB,1,PEPECASH,2990
457764,LETSTALKKEK,1,PEPECASH,650
457764,PLINKOPEPE,1,PEPECASH,500
457764,ROLLINGPEPE,2,PEPECASH,4000
457764,PEPEPASSPORT,5,PEPECASH,1500
457764,PEPEGREEN,1,PEPECASH,2500
457770,PEPECASH,425,CLCKWRKGREEN,1
457770,BUPEPE,1,PEPECASH,12500
457770,GOXPEPE,1,PEPECASH,9999
457771,PEPESHELDON,2,PEPECASH,1700
457775,PEPETOWN,1,PEPECASH,350
457775,PEPEADDAMS,1,PEPECASH,50
457788,PEPENIKOLAI,1,PEPECASH,400
457788,PEPEREQUEST,2,PEPECASH,732
457788,THEPEPEWHALE,1,PEPECASH,2090
457788,KOIPEPE,1,PEPECASH,890
457799,RAREWOLFPEPE,2,PEPECASH,1400
457799,VEGGIEPEPE,2,PEPECASH,3000
457799,PEPESHELDON,2,PEPECASH,1700
457799,MADMAXPEPE,2,PEPECASH,1630
457799,TWOPLYPEPE,1,PEPECASH,500
457802,PEPECASH,3000,PEPERICH,1
457802,PEPECASH,500,VERIFIEDPEPE,2
457803,ZOETROPEPE,1,PEPECASH,4000
457813,PEPECASH,890,DOGEVSPEPE,1
457813,PEPECASH,4450,DOGEVSPEPE,5
457815,RARESLIMPEPE,10,PEPECASH,6090
457827,THEPEPEWHALE,3,PEPECASH,6270
457830,PEPEPRINGLES,12,PEPECASH,90
457843,PEPECASH,2175,MADMAXPEPE,3
457843,PEPESHELDON,4,PEPECASH,3400
457843,MEDICINEPEPE,100,PEPECASH,5000
457843,BEHAPPYPEPE,4,PEPECASH,3596
457851,SEXAYEPEPE,1,PEPECASH,1000
457851,PEPERMIND,1,XCP,3.5
457851,BEHAPPYPEPE,1,PEPECASH,899
457851,MEDICINEPEPE,15,PEPECASH,750
457851,RARESLIMPEPE,1,PEPECASH,1000
457858,WESTERNPEPE,1,PEPECASH,1100
457859,MEDICINEPEPE,15,PEPECASH,750
457879,PEPECASH,3195,EGGPLANTPEPE,9
457879,PEPECASH,1750,GURUPEPE,25
457879,PEPECASH,1750,GURUPEPE,35
457879,PEPECASH,2775,BIGGIEPEPE,5
457880,DOGEVSPEPE,2,PEPECASH,1780
457880,PEPERREVENGE,2,PEPECASH,1598
457880,WESTERNPEPE,2,PEPECASH,2200
457880,BEHAPPYPEPE,2,PEPECASH,1798
457880,PEPEBASQUIAT,2,PEPECASH,1780
457880,PEPEGOTCHI,5,PEPECASH,1000
457880,PEPEGOTSWAG,2,PEPECASH,1420
457880,SEAPEPE,2,PEPECASH,1800
457880,ROCKINGPEPE,2,PEPECASH,1800
457883,IMWITHPEPE,4,PEPECASH,2400
457884,MEMPOOLPEPE,3,PEPECASH,750
457884,PERAPPA,1,PEPECASH,650
457894,PEPECASH,12000,PEPEPARADISE,100
457894,PEPECASH,400,PEPEPARADISE,2
457900,PONZIPEPE,10,PEPECASH,1818.18181818
457901,SEXAYEPEPE,1,PEPECASH,1000
457901,RAREWOLFPEPE,1,PEPECASH,700
457901,BEHAPPYPEPE,3,PEPECASH,2697
457901,MEDICINEPEPE,20,PEPECASH,1000
457901,PEPEBASQUIAT,16,PEPECASH,14240
457901,WESTERNPEPE,1,PEPECASH,1100
457903,MOAIPEPE,1,PEPECASH,1000
457904,WESTERNPEPE,2,PEPECASH,2200
457904,STAMPOFKEK,1,PEPECASH,600
457904,TWOPLYPEPE,5,PEPECASH,3750
457904,MEDICINEPEPE,20,PEPECASH,1000
457904,MRPOTATOPEPE,2,PEPECASH,2000
457904,PEPEAXEGANG,3,PEPECASH,2100
457904,ROCKINGPEPE,1,PEPECASH,900
457905,PEPEBASQUIAT,25,PEPECASH,24750
457907,PEPERFUME,1,PEPECASH,1500
457908,PEPEPAWNSHOP,1,PEPECASH,4000
457908,PEPEREQUEST,3,PEPECASH,1098
457908,NEONFROGS,1,PEPECASH,3500
457908,PEPEVIRAL,1,PEPECASH,3000
457912,WISEPEPE,1,PEPECASH,1500
457913,PEPEOUTSIDE,10,PEPECASH,5000
457914,MEDICINEPEPE,10,PEPECASH,500
457915,TRUMPWALL,1,PEPECASH,1000
457916,PEPECASH,1250,PEPEKARLMARX,1
457918,PEPECASH,899,BEHAPPYPEPE,1
457918,PEPECASH,899,BEHAPPYPEPE,1
457918,PEPECASH,899,BEHAPPYPEPE,1
457921,MEDICINEPEPE,1,PEPECASH,50
457921,SEXAYEPEPE,3,PEPECASH,3000
457924,THEPEPELIST,2,PEPECASH,400
457924,PEPEOUTSIDE,2,PEPECASH,1000
457924,CLCKWRKGREEN,1,PEPECASH,425
457924,MEMPOOLPEPE,2,PEPECASH,500
457924,HEISENPEPE,1,PEPECASH,500
457925,KEKSBASILISK,1,PEPECASH,9240
457925,PEPEGANDHI,5,PEPECASH,7000
457925,DOGEVSPEPE,12,PEPECASH,10680
457925,MADMAXPEPE,1,PEPECASH,815
457925,ZETAPEPE,2,PEPECASH,3800
457925,TAJPEPE,8,PEPECASH,29600
457928,PEPECASH,4800,RAREKEKUIT,4
457928,PEPEVICH,1,PEPECASH,1890
457932,PEPECASH,3000,RAIRPEPE,1
457935,PEPECASH,2697,BEHAPPYPEPE,3
457978,USMCPEPE,1,PEPECASH,5000
457978,LORDOFMEMES,1,PEPECASH,5000
457978,GENIEPEPE,1,PEPECASH,999
457990,PEPEBASQUIAT,15,PEPECASH,29850
457990,THINKINGPEPE,1,PEPECASH,2000
457991,CLCKWRKGREEN,2,PEPECASH,850
457991,PEPECASH,1400,CLCKWRKGREEN,4
457991,GREEDYPEPES,1,PEPECASH,800
457991,PEPECASH,10000,PEPEJOBS,1
457991,PEPECASH,351.26057378,CLCKWRKGREEN,1
457993,PEPECASH,10000,PEPEBASQUIAT,10
458004,WESTERNPEPE,3,PEPECASH,3300
458006,PEPECASH,8700,PEPEFLESH,3
458006,PEPECASH,500,PEPEPASSPORT,5
458011,GENIEPEPE,1,PEPECASH,999
458011,PEPEBASQUIAT,15,PEPECASH,44850
458011,PEPEBASQUIAT,10,PEPECASH,24900
458017,TRUMPWALL,4,PEPECASH,4000
458018,PEPECASH,5000,PEPENOSAURUS,5
458020,RAREKEKUIT,1,PEPECASH,1200
458021,RARESLIMPEPE,4,PEPECASH,3552
458021,GENIEPEPE,4,PEPECASH,3996
458021,PUZZLEPEPE,4,PEPECASH,4000
458022,PEPESKELETON,1,PEPECASH,1750
458022,SHITCOINCARD,1,PEPECASH,1500
458027,MEDICINEPEPE,1,PEPECASH,50
458031,GENIEPEPE,1,PEPECASH,999
458032,PEPEREPUBLIC,400000,PEPECASH,1400
458032,BOYSCLUBPEPE,1,PEPECASH,2500
458033,LORDKEK,0.0001,PEPECASH,7777.7777
458033,PEPEBUCKS,10,PEPECASH,5000
458033,BLKSWANPEPE,2,PEPECASH,600
458062,GENIEPEPE,3,PEPECASH,2997
458062,WESTERNPEPE,1,PEPECASH,1100
458073,MEDICINEPEPE,10,PEPECASH,500
458077,PEPECASH,2400,RARESLIMPEPE,4
458086,PEPEMAORI,4,PEPECASH,3880
458091,PEPEMAORI,5,PEPECASH,4850
458091,PEPECASH,40950,RERERPERP,13
458091,PEPESHELDON,2,PEPECASH,1700
458091,MEDICINEPEPE,10,PEPECASH,500
458091,PEPEGOTSWAG,3,PEPECASH,2130
458097,PEPECASH,25000,PEPEDUCREUX,100
458109,XOBLORTPEPE,2,XCP,5
458111,KATYPEPE,1,PEPECASH,333
458111,THREEPEPES,1,PEPECASH,30
458111,PEPEADDAMS,1,PEPECASH,50
458113,PEPEMAORI,1,PEPECASH,970
458113,DRSTRNGEPEPE,20,PEPECASH,18000
458113,PEPERECHAUN,1,PEPECASH,777
458115,TWOPLYPEPE,5,PEPECASH,3750
458116,XOBLORTPEPE,7,XCP,17.5
458116,TRUMPRARE,1,PEPECASH,20000
458117,PEPEREQUEST,1,PEPECASH,366
458118,PEPECASH,5600,THREEDPEPE,2
458121,BUDDHAPEPES,1,PEPECASH,25
458121,RICHPEPE,1,PEPECASH,67
458121,MINIONPEPE,1,PEPECASH,85
458121,MEDICINEPEPE,1,PEPECASH,50
458121,LEGENDOFPEPE,1,PEPECASH,2222
458121,GAUDISPEPE,1,PEPECASH,3500
458121,PEPELEMMING,2,PEPECASH,100
458121,PEPELEMMING,1,PEPECASH,50
458121,PEPEFREEDOM,1,PEPECASH,20
458132,PEPECASH,2760,PEPESHELDON,4
458133,SALTYTADPEPE,3,PEPECASH,10029
458133,PEPEBONGSPHP,20,PEPECASH,1500
458136,RAREPEPENEWS,718,PEPECASH,3949
458142,RARESLIMPEPE,1,XCP,0.69
458142,PEPEMAORI,1,PEPECASH,1090
458145,LEOPEPESCAM,1,PEPECASH,1222
458145,PEPEMAORI,3,PEPECASH,3270
458161,PEPECASH,600,PEPELOOP,1
458161,PEPECASH,650,PEPELOOP,1
458169,PEPECASH,4000,PEPESCAVHUNT,8
458169,SEXAYEPEPE,5,PEPECASH,5000
458169,VEGGIEPEPE,4,PEPECASH,6000
458169,PEPECASH,12000,PEPEROSS,2
458169,PEPECASH,60000,PEPECOUNTER,10
458169,PEPECASH,27000,SMUGGLASSES,3
458170,PEPERECHAUN,5,PEPECASH,3885
458170,PEPEPOWERONE,1,XCP,10
458171,PEPECASH,7000,PEPESHELDON,10
458171,PEPEMAORI,2,PEPECASH,2180
458171,RAREKEKUIT,2,PEPECASH,2400
458176,PEPEPOWERTWO,1,XCP,20
458179,PEPESUPREME,1,PEPECASH,5000
458187,CNTRFLDPEPE,2,PEPECASH,5000
458187,CALLHOTPEPE,10,PEPECASH,24000
458187,CNTRFLDPEPE,1,PEPECASH,2250
458187,PEPEPOOR,1,PEPECASH,9000
458187,RUBBERPEPE,4,PEPECASH,11992
458187,BREATHEDPEPE,5,PEPECASH,14000
458187,STRIPERPEPE,10,PEPECASH,30000
458188,PUZZLEPEPE,1,PEPECASH,1000
458188,TRUMPWALL,1,PEPECASH,1000
458188,SAVEPEPE,1,PEPECASH,900
458189,GAUDISPEPE,1,PEPECASH,3500
458189,PEPECLUB,1,PEPECASH,2990
458190,PEPECASH,13750,PEPESUPREME,5
458193,PEPEFREEDOM,10,PEPECASH,200
458193,RAREWOLFPEPE,1,PEPECASH,900
458193,RAREKEKUIT,3,PEPECASH,3600
458203,PEPECREAM,3,PEPECASH,4500
458203,BOFPEPE,1,PEPECASH,3250
458203,PEPEFLESH,3,PEPECASH,8700
458203,RARECOINMEME,1,XCP,15
458203,RERERPERP,1,XCP,5
458203,SAVEPEPE,4,PEPECASH,3600
458203,PEPESUPREME,2,PEPECASH,10000
458203,PEPEPOWERTWO,1,XCP,10
458203,PEPEPOWERONE,1,XCP,15
458203,SERVALPEPE,4,PEPECASH,12000
458203,PEPEPILLOW,4,PEPECASH,9200
458203,PEPEWATTS,1,PEPECASH,3000
458207,PEPEMAORI,4,PEPECASH,4360
458212,PEPECASH,3600,OWLPEPE,4
458213,BREATHEDPEPE,3,PEPECASH,8250
458221,PEPEPOWERTWO,1,XCP,15
458225,PEPEVINCI,2,PEPECASH,1000
458229,PEPECASH,3600,PEPEPOOL,4
458229,OWLPEPE,5,PEPECASH,4500
458229,PEPECASH,500,PEPENOSAURUS,1
458229,PLINKOPEPE,1,PEPECASH,500
458240,RAREPEPEPRTY,2,XCP,1.998
458241,PEPECASH,3200,GRANDPEPES,4
458245,PEPECASH,6000,PEPEAXEGANG,10
458252,OWLPEPE,1,PEPECASH,900
458252,GRANDPEPES,1,PEPECASH,1000
458255,GIVEKUDOS,2,PEPECASH,0.66666
458255,RESERVPEPES,3,PEPECASH,1065
458255,XCP,5.6,DOUBLEPEPE,4
458255,KATYPEPE,2,PEPECASH,600
458255,GUARDSPEPE,10,PEPECASH,0.49
458255,SARUTOBIPEPE,2,PEPECASH,6666
458255,PEPERECHAUN,1,PEPECASH,777
458255,PEPENOSAURUS,1,PEPECASH,1200
458255,PEPEANGRY,5,PEPECASH,2500
458255,JWPEPE,1,PEPECASH,77
458255,FLAPPYPEPE,2,PEPECASH,2500
458255,PEPEBUCKS,2,PEPECASH,1000
458257,PEPENOSAURUS,2,PEPECASH,2400
458257,PEPESHELDON,1,PEPECASH,850
458259,TRIPPYPEPE,3,XCP,12
458261,GRANDPEPES,5,PEPECASH,5000
458264,OWLPEPE,1,PEPECASH,900
458270,GENIEPEPE,1,PEPECASH,999
458270,OWLPEPE,1,PEPECASH,900
458270,PEPESHELDON,1,PEPECASH,850
458270,FATPEPE,1,PEPECASH,750
458270,PEPEPOOL,1,PEPECASH,900
458270,PEPECASH,700,GENIEPEPE,1
458272,UFOPEPE,1,PEPECASH,1666.66666667
458283,PONZIPEPE,3,XCP,1.37814
458283,RAREPEPENEWS,6,XCP,0.01194
458283,THREEPEPES,1,XCP,0.05
458287,LUCKYPEPE,5,PEPECASH,1750
458287,PEPEBROS,1,PEPECASH,7900
458287,TLCPEPE,3,PEPECASH,3750
458293,PEPETRAIN,100,PEPECASH,13000
458298,PEPEHEXCHANT,666,PEPECASH,665.9334
458298,PEPETRAIN,4,PEPECASH,520
458303,CLCKWRKGREEN,1,PEPECASH,400
458308,PEPEPOOL,2,PEPECASH,1800
458308,TWOPLYPEPE,1,PEPECASH,750
458310,CULTOFPEPE,304,PEPECASH,4728.8888872
458310,PEPENORRIS,1,PEPECASH,3700
458311,PEPERECHAUN,1,PEPECASH,777
458311,PEPEMANE,1,PEPECASH,4500
458315,ZENAFPEPE,1,PEPECASH,888
458316,OWLPEPE,8,PEPECASH,7200
458316,ZENAFPEPE,10,PEPECASH,8880
458319,PEPECASH,725,MADMAXPEPE,1
458319,ZENAFPEPE,6,PEPECASH,5328
458323,ZENAFPEPE,2,PEPECASH,1776
458324,SOCRATESPEPE,1,PEPECASH,10000
458324,DAOPEPEHACK,1,PEPECASH,75000
458324,PEPEKARLMARX,1,PEPECASH,8000
458325,ZENAFPEPE,1,PEPECASH,888
458325,PEPEPOOL,2,PEPECASH,1800
458325,PEPEREQUEST,2,PEPECASH,732
458325,PLINKOPEPE,2,PEPECASH,1000
458329,BUDDHAPEPES,11,PEPECASH,275
458330,MEMPOOLPEPE,40,PEPECASH,10000
458337,RAREPEPEPRTY,148,XCP,147.852
458338,PEPEKONGBIGM,1,PEPECASH,5665
458339,XCP,0.03144633,PEPEONMUSK,235
458339,RAREPEPEPRTY,606,XCP,606
458345,MOONPEPE,2,PEPECASH,11990
458345,PHEONIXPEPE,5,PEPECASH,22500
458345,ZEROWINGPEPE,1,PEPECASH,27750
458345,PEPEROSS,2,PEPECASH,30000
458345,LOVEPEPETATO,1,PEPECASH,14750
458345,PEPEMINING,1,PEPECASH,29500
458347,ZENAFPEPE,1,PEPECASH,1200
458347,PEPECASH,2800,BADHAIRDAY,4
458347,XCP,15,PEPEPOWERONE,1
458347,ILLIDANPEPE,1,PEPECASH,950
