Song Clean,ARTIST CLEAN,Release Year,COMBINED,First?,Year?,PlayCount,F*G
Ride My See Saw,The Moody Blues,1968,Ride My See Saw by The Moody Blues,1,1,1,1
The Story In Your Eyes,The Moody Blues,1971,The Story In Your Eyes by The Moody Blues,1,1,1,1
Your Wildest Dreams,The Moody Blues,1986,Your Wildest Dreams by The Moody Blues,1,1,1,1
Life in the Fast Lane,The New Eagles,1976,Life in the Fast Lane by The New Eagles,1,1,3,3
Come Out and Play,The Offspring,1994,Come Out and Play by The Offspring,1,1,4,4
Self Esteem,The Offspring,1994,Self Esteem by The Offspring,1,1,4,4
The Kids Aren't Alright,The Offspring,1998,The Kids Aren't Alright by The Offspring,1,1,1,1
Your Love,The Outfield,1985,Your Love by The Outfield,1,1,21,21
Green Grass & High Tides,The Outlaws,1975,Green Grass & High Tides by The Outlaws,1,1,1,1
Can't Stand Losing You,The Police,1978,Can't Stand Losing You by The Police,1,1,6,6
"De Do Do Do, De Da Da Da",The Police,1980,"De Do Do Do, De Da Da Da by The Police",1,1,19,19
Don't Stand So Close To Me,The Police,1980,Don't Stand So Close To Me by The Police,1,1,64,64
Driven to Tears,The Police,1980,Driven to Tears by The Police,1,1,4,4
Every Breath You Take,The Police,1983,Every Breath You Take by The Police,1,1,32,32
Every Little Thing She Does Is Magic,The Police,1981,Every Little Thing She Does Is Magic by The Police,1,1,60,60
Invisible Sun,The Police,1981,Invisible Sun by The Police,1,1,2,2
King Of Pain,The Police,1983,King Of Pain by The Police,1,1,10,10
Message In A Bottle,The Police,1979,Message In A Bottle by The Police,1,1,86,86
Roxanne,The Police,1978,Roxanne by The Police,1,1,75,75
So Lonely,The Police,1978,So Lonely by The Police,1,1,3,3
Spirits In The Material World,The Police,1981,Spirits In The Material World by The Police,1,1,19,19
Synchronicity II,The Police,1983,Synchronicity II by The Police,1,1,35,35
Walking On The Moon,The Police,1979,Walking On The Moon by The Police,1,1,13,13
Wrapped Around Your Finger,The Police,1983,Wrapped Around Your Finger by The Police,1,1,17,17
Some Like It Hot,The Power Station,1985,Some Like It Hot by The Power Station,1,1,1,1
Back On The Chain Gang,The Pretenders,1982,Back On The Chain Gang by The Pretenders,1,1,40,40
Brass In Pocket,The Pretenders,1980,Brass In Pocket by The Pretenders,1,1,51,51
Don't Get Me Wrong,The Pretenders,1986,Don't Get Me Wrong by The Pretenders,1,1,10,10
Message of Love,The Pretenders,,Message of Love by The Pretenders,1,0,1,0
Middle Of The Road,The Pretenders,1984,Middle Of The Road by The Pretenders,1,1,33,33
My City Was Gone,The Pretenders,1984,My City Was Gone by The Pretenders,1,1,18,18
Mystery Achievement,The Pretenders,,Mystery Achievement by The Pretenders,1,0,18,0
TALK OF THE TOWN,The Pretenders,1980,TALK OF THE TOWN by The Pretenders,1,1,1,1
Blitzkrieg Bop,The Ramones,1976,Blitzkrieg Bop by The Ramones,1,1,17,17
Do You Remember Rock 'n' Roll Radio,The Ramones,1980,Do You Remember Rock 'n' Roll Radio by The Ramones,1,1,16,16
I Wanna Be Sedated,The Ramones,1978,I Wanna Be Sedated by The Ramones,1,1,23,23
Rock 'n' Roll High School,The Ramones,,Rock 'n' Roll High School by The Ramones,1,0,3,0
Rockaway Beach,The Ramones,,Rockaway Beach by The Ramones,1,0,1,0
Teenage Lobotomy,The Ramones,,Teenage Lobotomy by The Ramones,1,0,1,0
TALKING IN YOUR SLEEP,The Romantics,1983,TALKING IN YOUR SLEEP by The Romantics,1,1,5,5
What I Like About You,The Romantics,1980,What I Like About You by The Romantics,1,1,29,29
Itchycoo Park,The Small Faces,1967,Itchycoo Park by The Small Faces,1,1,1,1
A Girl Like You,The Smithereens,1989,A Girl Like You by The Smithereens,1,1,1,1
I'm A Man,The Spencer Davis Group,1967,I'm A Man by The Spencer Davis Group,1,1,1,1
Dirty Water,The Standells,1966,Dirty Water by The Standells,1,1,3,3
End of the Line,The Traveling Wilburys,1988,End of the Line by The Traveling Wilburys,1,1,2,2
Handle with Care,The Traveling Wilburys,1988,Handle with Care by The Traveling Wilburys,1,1,5,5
Tweeter and the Monkey Man,The Traveling Wilburys,,Tweeter and the Monkey Man by The Traveling Wilburys,1,0,1,0
She's a Beauty,The Tubes,1983,She's a Beauty by The Tubes,1,1,25,25
Talk To Ya Later,The Tubes,1981,Talk To Ya Later by The Tubes,1,1,2,2
One Headlight,The Wallflowers,1996,One Headlight by The Wallflowers,1,1,2,2
Seven Nation Army,The White Stripes,2003,Seven Nation Army by The White Stripes,1,1,1,1
5:15,The Who,1973,0.21875 by The Who,1,1,3,3
ANOTHER TRICKY DAY,The Who,,ANOTHER TRICKY DAY by The Who,1,0,1,0
Athena,The Who,1982,Athena by The Who,1,1,5,5
Baba O'Reilly,The Who,1971,Baba O'Reilly by The Who,1,1,85,85
Bargain,The Who,1971,Bargain by The Who,1,1,35,35
Behind Blue Eyes,The Who,1971,Behind Blue Eyes by The Who,1,1,75,75
Eminence Front,The Who,1982,Eminence Front by The Who,1,1,19,19
Getting In Tune,The Who,,Getting In Tune by The Who,1,0,2,0
Going Mobile,The Who,1971,Going Mobile by The Who,1,1,12,12
Happy Jack,The Who,1966,Happy Jack by The Who,1,1,2,2
I Can See For Miles,The Who,1968,I Can See For Miles by The Who,1,1,10,10
I CAN'T EXPLAIN,The Who,1965,I CAN'T EXPLAIN by The Who,1,1,1,1
I'm Free,The Who,1969,I'm Free by The Who,1,1,1,1
Join Together,The Who,1972,Join Together by The Who,1,1,4,4
Long Live Rock,The Who,1972,Long Live Rock by The Who,1,1,13,13
Love Reign O'er Me,The Who,1973,Love Reign O'er Me by The Who,1,1,18,18
Magic Bus,The Who,1968,Magic Bus by The Who,1,1,12,12
My Generation,The Who,1965,My Generation by The Who,1,1,50,50
Pinball Wizard,The Who,1969,Pinball Wizard by The Who,1,1,54,54
Shakin' All Over,The Who,,Shakin' All Over by The Who,1,0,1,0
Squeeze Box,The Who,1975,Squeeze Box by The Who,1,1,15,15
Substitute,The Who,1966,Substitute by The Who,1,1,8,8
Summertime Blues,The Who,,Summertime Blues by The Who,1,0,9,0
The Kids Are Alright,The Who,1965,The Kids Are Alright by The Who,1,1,2,2
The Real Me,The Who,1973,The Real Me by The Who,1,1,12,12
THE SEEKER,The Who,1970,THE SEEKER by The Who,1,1,1,1
THE SONG IS OVER,The Who,1971,THE SONG IS OVER by The Who,1,1,1,1
We're Not Gonna Take It,The Who,1969,We're Not Gonna Take It by The Who,1,1,3,3
Who Are You,The Who,1978,Who Are You by The Who,1,1,94,94
Won't Get Fooled Again,The Who,1971,Won't Get Fooled Again by The Who,1,1,56,56
You Better You Bet,The Who,1981,You Better You Bet by The Who,1,1,26,26
Get Together,The Youngbloods,2005,Get Together by The Youngbloods,1,1,2,2
Jailbreak,Thin Lizzy,1976,Jailbreak by Thin Lizzy,1,1,16,16
The Boys Are Back In Town,Thin Lizzy,1976,The Boys Are Back In Town by Thin Lizzy,1,1,106,106
The Cowboy Song,Thin Lizzy,,The Cowboy Song by Thin Lizzy,1,0,1,0
Semi-Charmed Life,Third Eye Blind,1997,Semi-Charmed Life by Third Eye Blind,1,1,1,1
Something In the Air,Thunderclap Newman,1969,Something In the Air by Thunderclap Newman,1,1,1,1
Bang the Drum All Day,Todd Rundgren,1983,Bang the Drum All Day by Todd Rundgren,1,1,9,9
Hello It's Me,Todd Rundgren,1972,Hello It's Me by Todd Rundgren,1,1,1,1
I Saw the Light,Todd Rundgren,1972,I Saw the Light by Todd Rundgren,1,1,2,2
We Gotta Get You a Woman,Todd Rundgren,1970,We Gotta Get You a Woman by Todd Rundgren,1,1,1,1
Life Is a Highway,Tom Cochrane,1992,Life Is a Highway by Tom Cochrane,1,1,10,10
A Face In The Crowd,Tom Petty & The Heartbreakers,,A Face In The Crowd by Tom Petty & The Heartbreakers,1,0,1,0
A Woman In Love,Tom Petty & The Heartbreakers,1981,A Woman In Love by Tom Petty & The Heartbreakers,1,1,2,2
American Dream Plan B,Tom Petty & The Heartbreakers,,American Dream Plan B by Tom Petty & The Heartbreakers,1,0,2,0
American Girl,Tom Petty & The Heartbreakers,1977,American Girl by Tom Petty & The Heartbreakers,1,1,74,74
Breakdown,Tom Petty & The Heartbreakers,1977,Breakdown by Tom Petty & The Heartbreakers,1,1,88,88
Change of Heart,Tom Petty & The Heartbreakers,,Change of Heart by Tom Petty & The Heartbreakers,1,0,1,0
Don't Come Around Here No More,Tom Petty & The Heartbreakers,1985,Don't Come Around Here No More by Tom Petty & The Heartbreakers,1,1,49,49
Don't Do Me Like That,Tom Petty & The Heartbreakers,1979,Don't Do Me Like That by Tom Petty & The Heartbreakers,1,1,69,69
Even the Losers,Tom Petty & The Heartbreakers,,Even the Losers by Tom Petty & The Heartbreakers,1,0,10,0
Fooled Again (I Don't Like It),Tom Petty & The Heartbreakers,,Fooled Again (I Don't Like It) by Tom Petty & The Heartbreakers,1,0,1,0
Free Fallin',Tom Petty & The Heartbreakers,1989,Free Fallin' by Tom Petty & The Heartbreakers,1,1,90,90
Here Comes My Girl,Tom Petty & The Heartbreakers,1979,Here Comes My Girl by Tom Petty & The Heartbreakers,1,1,17,17
I Need to Know,Tom Petty & The Heartbreakers,,I Need to Know by Tom Petty & The Heartbreakers,1,0,14,0
I Won't Back Down,Tom Petty & The Heartbreakers,1989,I Won't Back Down by Tom Petty & The Heartbreakers,1,1,76,76
Into the Great Wide Open,Tom Petty & The Heartbreakers,,Into the Great Wide Open by Tom Petty & The Heartbreakers,1,0,8,0
Jammin' Me,Tom Petty & The Heartbreakers,1987,Jammin' Me by Tom Petty & The Heartbreakers,1,1,2,2
Learning To Fly,Tom Petty & The Heartbreakers,1991,Learning To Fly by Tom Petty & The Heartbreakers,1,1,23,23
Listen To Your Heart,Tom Petty & The Heartbreakers,,Listen To Your Heart by Tom Petty & The Heartbreakers,1,0,1,0
Mary Jane's Last Dance,Tom Petty & The Heartbreakers,1993,Mary Jane's Last Dance by Tom Petty & The Heartbreakers,1,1,51,51
Refugee,Tom Petty & The Heartbreakers,1979,Refugee by Tom Petty & The Heartbreakers,1,1,97,97
Runnin' Down a Dream,Tom Petty & The Heartbreakers,1989,Runnin' Down a Dream by Tom Petty & The Heartbreakers,1,1,96,96
Stop Draggin' My Heart Around,Tom Petty & The Heartbreakers,1981,Stop Draggin' My Heart Around by Tom Petty & The Heartbreakers,1,1,2,2
The Waiting,Tom Petty & The Heartbreakers,1981,The Waiting by Tom Petty & The Heartbreakers,1,1,37,37
U Get Me High,Tom Petty & The Heartbreakers,,U Get Me High by Tom Petty & The Heartbreakers,1,0,2,0
Yer So Bad,Tom Petty & The Heartbreakers,,Yer So Bad by Tom Petty & The Heartbreakers,1,0,1,0
You Don't Know How It Feels,Tom Petty & The Heartbreakers,1994,You Don't Know How It Feels by Tom Petty & The Heartbreakers,1,1,31,31
You Get Me High,Tom Petty & The Heartbreakers,,You Get Me High by Tom Petty & The Heartbreakers,1,0,8,0
You Got Lucky,Tom Petty & The Heartbreakers,1982,You Got Lucky by Tom Petty & The Heartbreakers,1,1,71,71
You Wreck Me,Tom Petty & The Heartbreakers,1994,You Wreck Me by Tom Petty & The Heartbreakers,1,1,41,41
867-5309 / Jenny,Tommy Tutone,1982,867-5309 / Jenny by Tommy Tutone,1,1,11,11
If You Could Only See,Tonic,,If You Could Only See by Tonic,1,0,1,0
AFRICA,Toto,1982,AFRICA by Toto,1,1,2,2
Hold The Line,Toto,1978,Hold The Line by Toto,1,1,72,72
Dear Mr. Fantasy,Traffic,,Dear Mr. Fantasy by Traffic,1,0,4,0
Empty Pages,Traffic,,Empty Pages by Traffic,1,0,2,0
Medicated Goo,Traffic,,Medicated Goo by Traffic,1,0,1,0
Medusa,Trapeze,,Medusa by Trapeze,1,0,1,0
Fight The Good Fight,Triumph,,Fight The Good Fight by Triumph,1,0,7,0
Hold On,Triumph,1979,Hold On by Triumph,1,1,1,1
I Can Survive,Triumph,,I Can Survive by Triumph,1,0,1,0
Lay It On the Line,Triumph,,Lay It On the Line by Triumph,1,0,52,0
Magic Power,Triumph,,Magic Power by Triumph,1,0,27,0
Happy Together,Turtles,1967,Happy Together by Turtles,1,1,1,1
I Wanna Rock,Twisted Sister,1984,I Wanna Rock by Twisted Sister,1,1,7,7
We're Not Gonna Take It,Twisted Sister,1984,We're Not Gonna Take It by Twisted Sister,1,1,39,39
Angel Of Harlem,U2,1988,Angel Of Harlem by U2,1,1,1,1
Bad,U2,1984,Bad by U2,1,1,5,5
Beautiful Day,U2,2000,Beautiful Day by U2,1,1,7,7
Bullet the Blue Sky,U2,1987,Bullet the Blue Sky by U2,1,1,5,5
Desire,U2,1988,Desire by U2,1,1,13,13
Even Better Than the Real Thing,U2,1991,Even Better Than the Real Thing by U2,1,1,3,3
I Still Haven't Found What I'm Looking For,U2,1987,I Still Haven't Found What I'm Looking For by U2,1,1,53,53
I Will Follow,U2,1980,I Will Follow by U2,1,1,4,4
MLK/Pride,U2,1984,MLK/Pride by U2,1,1,5,5
Mysterious Ways,U2,1991,Mysterious Ways by U2,1,1,38,38
New Year's Day,U2,1983,New Year's Day by U2,1,1,88,88
One,U2,1991,One by U2,1,1,18,18
Pride (In the Name of Love),U2,1984,Pride (In the Name of Love) by U2,1,1,60,60
Sunday Bloody Sunday,U2,1983,Sunday Bloody Sunday by U2,1,1,54,54
Sweetest Thing,U2,1987,Sweetest Thing by U2,1,1,1,1
Vertigo,U2,2004,Vertigo by U2,1,1,3,3
When Love Comes to Town,U2,1988,When Love Comes to Town by U2,1,1,1,1
Where the Streets Have No Name,U2,1987,Where the Streets Have No Name by U2,1,1,36,36
With Or Without You,U2,1987,With Or Without You by U2,1,1,49,49
Red Red Wine,UB40,1983,Red Red Wine by UB40,1,1,2,2
Lights Out (Live),UFO,1976,Lights Out (Live) by UFO,1,1,1,1
Too Hot To Handle,UFO,,Too Hot To Handle by UFO,1,0,19,0
Easy Livin',Uriah Heep,,Easy Livin' by Uriah Heep,1,0,4,0
Stealin',Uriah Heep,1973,Stealin' by Uriah Heep,1,1,2,2
The Wizard,Uriah Heep,1972,The Wizard by Uriah Heep,1,1,1,1
(Oh) Pretty Woman,Van Halen,1982,(Oh) Pretty Woman by Van Halen,1,1,34,34
1984/jump,Van Halen,1984,1984/jump by Van Halen,1,1,3,3
Ain't Talkin' 'bout Love,Van Halen,1978,Ain't Talkin' 'bout Love by Van Halen,1,1,69,69
And the Cradle Will Rock...,Van Halen,1980,And the Cradle Will Rock... by Van Halen,1,1,43,43
Atomic Punk,Van Halen,,Atomic Punk by Van Halen,1,0,1,0
Beautiful Girls,Van Halen,1979,Beautiful Girls by Van Halen,1,1,44,44
Best Of Both Worlds,Van Halen,,Best Of Both Worlds by Van Halen,1,0,6,0
Black And Blue,Van Halen,,Black And Blue by Van Halen,1,0,9,0
Dance the Night Away,Van Halen,1979,Dance the Night Away by Van Halen,1,1,106,106
Dancing In the Street,Van Halen,1982,Dancing In the Street by Van Halen,1,1,57,57
Dreams,Van Halen,1986,Dreams by Van Halen,1,1,25,25
Drop Dead Legs,Van Halen,,Drop Dead Legs by Van Halen,1,0,4,0
Eruption - You Really Got Me,Van Halen,1978,Eruption - You Really Got Me by Van Halen,1,1,25,25
Everybody Wants Some!!,Van Halen,1980,Everybody Wants Some!! by Van Halen,1,1,16,16
Feel Your Love Tonight,Van Halen,,Feel Your Love Tonight by Van Halen,1,0,20,0
Feels So Good,Van Halen,,Feels So Good by Van Halen,1,0,1,0
Finish What Ya Started,Van Halen,,Finish What Ya Started by Van Halen,1,0,27,0
Hot for Teacher,Van Halen,1984,Hot for Teacher by Van Halen,1,1,52,52
I'll Wait,Van Halen,,I'll Wait by Van Halen,1,0,53,0
I'm the One,Van Halen,1978,I'm the One by Van Halen,1,1,4,4
Ice Cream Man,Van Halen,1978,Ice Cream Man by Van Halen,1,1,13,13
Intruder/ Pretty Woman,Van Halen,,Intruder/ Pretty Woman by Van Halen,1,0,10,0
Jamie's Cryin',Van Halen,1978,Jamie's Cryin' by Van Halen,1,1,96,96
Jump,Van Halen,1984,Jump by Van Halen,1,1,72,72
Little Dreamer,Van Halen,,Little Dreamer by Van Halen,1,0,11,0
Little Guitars,Van Halen,1982,Little Guitars by Van Halen,1,1,6,6
Love Walks In,Van Halen,1986,Love Walks In by Van Halen,1,1,4,4
Mean Street,Van Halen,,Mean Street by Van Halen,1,0,1,0
Panama,Van Halen,1984,Panama by Van Halen,1,1,89,89
Poundcake,Van Halen,1991,Poundcake by Van Halen,1,1,1,1
PRETTY WOMAN,Van Halen,,PRETTY WOMAN by Van Halen,1,0,5,0
Right Now,Van Halen,1991,Right Now by Van Halen,1,1,25,25
Runaround,Van Halen,,Runaround by Van Halen,1,0,1,0
Runnin' with the Devil,Van Halen,1978,Runnin' with the Devil by Van Halen,1,1,81,81
Somebody Get Me A Doctor,Van Halen,,Somebody Get Me A Doctor by Van Halen,1,0,3,0
Summer Nights,Van Halen,1986,Summer Nights by Van Halen,1,1,4,4
Take Your Whiskey Home,Van Halen,,Take Your Whiskey Home by Van Halen,1,0,8,0
Top Jimmy,Van Halen,,Top Jimmy by Van Halen,1,0,23,0
Top of the World,Van Halen,,Top of the World by Van Halen,1,0,5,0
Unchained,Van Halen,1981,Unchained by Van Halen,1,1,49,49
When It's Love,Van Halen,1988,When It's Love by Van Halen,1,1,22,22
Where Have All the Good Times Gone!,Van Halen,1982,Where Have All the Good Times Gone! by Van Halen,1,1,1,1
Why Can't This Be Love,Van Halen,1986,Why Can't This Be Love by Van Halen,1,1,44,44
You Really Got Me,Van Halen,1978,You Really Got Me by Van Halen,1,1,70,70
And It Stoned Me,Van Morrison,,And It Stoned Me by Van Morrison,1,0,1,0
BLUE MONEY,Van Morrison,,BLUE MONEY by Van Morrison,1,0,1,0
Brown Eyed Girl,Van Morrison,1967,Brown Eyed Girl by Van Morrison,1,1,55,55
CRAZY LOVE,Van Morrison,1970,CRAZY LOVE by Van Morrison,1,1,1,1
Domino,Van Morrison,1970,Domino by Van Morrison,1,1,1,1
Gloria,Van Morrison,,Gloria by Van Morrison,1,0,1,0
Into The Mystic,Van Morrison,1970,Into The Mystic by Van Morrison,1,1,1,1
Jackie Wilson Said,Van Morrison,,Jackie Wilson Said by Van Morrison,1,0,1,0
Moondance,Van Morrison,1970,Moondance by Van Morrison,1,1,14,14
Wild Night,Van Morrison,1971,Wild Night by Van Morrison,1,1,5,5
Blister In the Sun,Violent Femmes,1982,Blister In the Sun by Violent Femmes,1,1,1,1
Edge of a Broken Heart,Vixen,,Edge of a Broken Heart by Vixen,1,0,2,0
Low Rider,War,1975,Low Rider by War,1,1,81,81
Spill the Wine,War,1970,Spill the Wine by War,1,1,2,2
The Cisco Kid,War,1972,The Cisco Kid by War,1,1,3,3
Why Can't We Be Friends,War,1975,Why Can't We Be Friends by War,1,1,1,1
Cherry Pie,Warrant,1990,Cherry Pie by Warrant,1,1,6,6
Uncle Tom's Cabin,Warrant,,Uncle Tom's Cabin by Warrant,1,0,1,0
"Lawyers, Guns and Money",Warren Zevon,1978,"Lawyers, Guns and Money by Warren Zevon",1,1,3,3
Werewolves of London,Warren Zevon,1978,Werewolves of London by Warren Zevon,1,1,52,52
Buddy Holly,Weezer,1994,Buddy Holly by Weezer,1,1,2,2
Street Corner Serenade,Wet Willie,,Street Corner Serenade by Wet Willie,1,0,2,0
Wait,White Lion,,Wait by White Lion,1,0,1,0
Fool for Your Loving,Whitesnake,1980,Fool for Your Loving by Whitesnake,1,1,3,3
Here I Go Again,Whitesnake,1987,Here I Go Again by Whitesnake,1,1,84,84
Is This Love,Whitesnake,1987,Is This Love by Whitesnake,1,1,7,7
Slide It In,Whitesnake,1984,Slide It In by Whitesnake,1,1,1,1
Slow An' Easy,Whitesnake,,Slow An' Easy by Whitesnake,1,0,6,0
Still of the Night,Whitesnake,,Still of the Night by Whitesnake,1,0,14,0
Who Are You?,Why Not,,Who Are You? by Why Not,1,0,5,0
PLAY THAT FUNKY MUSIC,Wild Cherry,1976,PLAY THAT FUNKY MUSIC by Wild Cherry,1,1,4,4
Night Moves,Wildlife,,Night Moves by Wildlife,1,0,23,0
We've Got Tonight,Wildlife,,We've Got Tonight by Wildlife,1,0,4,0
Can't Get Enough,Winger,,Can't Get Enough by Winger,1,0,1,0
Headed For A Heartbreak,Winger,,Headed For A Heartbreak by Winger,1,0,1,0
Seventeen,Winger,,Seventeen by Winger,1,0,2,0
Persephone,Wishbone Ash,1980,Persephone by Wishbone Ash,1,1,1,1
Summertime Girls,Y&T,,Summertime Girls by Y&T,1,0,4,0
Changes,Yes,1983,Changes by Yes,1,1,13,13
I've Seen All Good People,Yes,1971,I've Seen All Good People by Yes,1,1,34,34
It Can Happen,Yes,1983,It Can Happen by Yes,1,1,3,3
Leave It,Yes,1983,Leave It by Yes,1,1,20,20
Long Distance Runaround,Yes,1972,Long Distance Runaround by Yes,1,1,35,35
Owner of a Lonely Heart,Yes,1983,Owner of a Lonely Heart by Yes,1,1,81,81
Roundabout,Yes,1971,Roundabout by Yes,1,1,44,44
Starship Trooper,Yes,1971,Starship Trooper by Yes,1,1,1,1
Wonderous Stories,Yes,,Wonderous Stories by Yes,1,0,5,0
Yours Is No Disgrace,Yes,1971,Yours Is No Disgrace by Yes,1,1,1,1
Tell Me What You Want,Zebra,,Tell Me What You Want by Zebra,1,0,2,0
Who's Behind The Door,Zebra,,Who's Behind The Door by Zebra,1,0,1,0
Time of the Season,Zombies,1968,Time of the Season by Zombies,1,1,14,14
A Fool for Your Stockings,ZZ Top,,A Fool for Your Stockings by ZZ Top,1,0,1,0
Arrested For Driving While Blind,ZZ Top,1976,Arrested For Driving While Blind by ZZ Top,1,1,1,1
Beer Drinkers & Hell Raisers,ZZ Top,1973,Beer Drinkers & Hell Raisers by ZZ Top,1,1,8,8
Cheap Sunglasses,ZZ Top,1980,Cheap Sunglasses by ZZ Top,1,1,34,34
Gimme All Your Lovin,ZZ Top,1983,Gimme All Your Lovin by ZZ Top,1,1,86,86
Got Me Under Pressure,ZZ Top,1983,Got Me Under Pressure by ZZ Top,1,1,29,29
Heard It On the X,ZZ Top,1975,Heard It On the X by ZZ Top,1,1,2,2
I Thank You,ZZ Top,,I Thank You by ZZ Top,1,0,16,0
"I'm Bad, I'm Nationwide",ZZ Top,,"I'm Bad, I'm Nationwide by ZZ Top",1,0,10,0
Jesus Just Left Chicago,ZZ Top,1973,Jesus Just Left Chicago by ZZ Top,1,1,6,6
Just Got Paid,ZZ Top,,Just Got Paid by ZZ Top,1,0,2,0
La Grange,ZZ Top,1973,La Grange by ZZ Top,1,1,111,111
Legs,ZZ Top,1983,Legs by ZZ Top,1,1,121,121
My Head's In Mississippi,ZZ Top,,My Head's In Mississippi by ZZ Top,1,0,1,0
Party On The Patio,ZZ Top,,Party On The Patio by ZZ Top,1,0,14,0
Pearl Necklace,ZZ Top,1981,Pearl Necklace by ZZ Top,1,1,5,5
Sharp Dressed Man,ZZ Top,1983,Sharp Dressed Man by ZZ Top,1,1,120,120
She Loves My Automobile,ZZ Top,,She Loves My Automobile by ZZ Top,1,0,1,0
Tube Snake Boogie,ZZ Top,1981,Tube Snake Boogie by ZZ Top,1,1,32,32
Tush,ZZ Top,1975,Tush by ZZ Top,1,1,109,109
TV Dinners,ZZ Top,1983,TV Dinners by ZZ Top,1,1,1,1
WAITIN' FOR THE BUS/JESUS JUST LEFT CHICAGO,ZZ Top,1973,WAITIN' FOR THE BUS/JESUS JUST LEFT CHICAGO by ZZ Top,1,1,2,2
