RespondentID,"Generally speaking, how would you rate your level of knowledgeÊof cuisines from different parts of the world?","How much, if at all, are you interested in cuisines from different parts of the world?",Please rate how much you like the traditional cuisine of Algeria:,Please rate how much you like the traditional cuisine of Argentina.,Please rate how much you like the traditional cuisine ofÊAustralia.,Please rate how much you like the traditional cuisine of Belgium.,Please rate how much you like the traditional cuisine of Bosnia and Herzegovina.,Please rate how much you like the traditional cuisine of Brazil.,Please rate how much you like the traditional cuisine of Cameroon.,Please rate how much you like the traditional cuisine of Chile.,Please rate how much you like the traditional cuisine of Colombia.,Please rate how much you like the traditional cuisine of Costa Rica.,Please rate how much you like the traditional cuisine of Croatia.,Please rate how much you like the traditional cuisine of Ecuador.,Please rate how much you like the traditional cuisine of England.,Please rate how much you like the traditional cuisine of France.,Please rate how much you like the traditional cuisine of Germany.,Please rate how much you like the traditional cuisine of Ghana.,Please rate how much you like the traditional cuisine of Greece.,Please rate how much you like the traditional cuisine of Honduras.,Please rate how much you like the traditional cuisine of Iran.,Please rate how much you like the traditional cuisine of Italy.,Please rate how much you like the traditional cuisine of Ivory Coast.,Please rate how much you like the traditional cuisine of Japan.,Please rate how much you like the traditional cuisine of Mexico.,Please rate how much you like the traditional cuisine of the Netherlands.,Please rate how much you like the traditional cuisine of Nigeria.,Please rate how much you like the traditional cuisine of Portugal.,Please rate how much you like the traditional cuisine of Russia.,Please rate how much you like the traditional cuisine of South Korea.,Please rate how much you like the traditional cuisine of Spain.,Please rate how much you like the traditional cuisine of Switzerland.,Please rate how much you like the traditional cuisine of United States.,Please rate how much you like the traditional cuisine of Uruguay.,Please rate how much you like the traditional cuisine of China.,Please rate how much you like the traditional cuisine of India.,Please rate how much you like the traditional cuisine of Thailand.,Please rate how much you like the traditional cuisine of Turkey.,Please rate how much you like the traditional cuisine of Cuba.,Please rate how much you like the traditional cuisine of Ethiopia.,Please rate how much you like the traditional cuisine of Vietnam.,Please rate how much you like the traditional cuisine of Ireland.,Gender,Age,Household Income,Education,Location (Census Region)
3307110002,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,N/A,N/A,N/A,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
3307105970,Intermediate,Some,N/A,3,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,2,3,2,N/A,4,N/A,N/A,5,N/A,2,4,N/A,N/A,N/A,2,4,4,N/A,4,N/A,3,2,4,3,4,N/A,3,2,Male,30-44,"$150,000+",Graduate degree,Middle Atlantic
3307079617,Intermediate,A lot,N/A,5,4,4,N/A,5,4,5,5,5,N/A,5,3,5,5,4,5,5,4,5,3,5,3,3,4,5,4,5,4,4,5,5,4,5,5,5,5,4,5,3,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,New England
3307070883,Intermediate,Some,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,3,N/A,N/A,4,N/A,5,3,3,N/A,3,N/A,3,4,4,4,N/A,3,3,3,N/A,3,N/A,N/A,3,Female,> 60,,Some college or Associate degree,Pacific
3307028966,Novice,Not muchÊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307013912,Intermediate,Some,N/A,N/A,3,N/A,N/A,3,N/A,N/A,3,3,N/A,N/A,3,2,4,N/A,3,N/A,N/A,3,N/A,3,4,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,3,4,N/A,N/A,N/A,3,3,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3307007164,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$25,000 - $49,999",Bachelor degree,East South Central
3307003195,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3306994022,Advanced,A lot,N/A,N/A,3,4,3,4,N/A,N/A,N/A,3,N/A,N/A,2,4,5,N/A,4,N/A,N/A,5,N/A,3,3,3,N/A,3,2,3,4,3,3,N/A,2,4,3,3,3,3,4,2,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3306992383,Expert,A lot,N/A,4,3,4,N/A,4,N/A,3,2,N/A,1,3,3,5,4,N/A,3,N/A,1,5,N/A,5,5,4,N/A,3,2,4,4,4,5,3,5,3,4,2,3,N/A,4,3,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3306990114,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,4,N/A,N/A,3,N/A,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,4,4,N/A,N/A,3,N/A,3,Male,18-29,"$150,000+",Some college or Associate degree,East North Central
3306986753,Intermediate,A lot,2,4,3,3,2,4,2,4,3,3,2,3,3,4,5,1,3,2,1,4,3,4,5,3,N/A,3,3,3,5,N/A,5,2,4,4,4,2,4,2,3,3,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3306985628,Novice,Some,4,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,1,4,2,N/A,3,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,1,N/A,N/A,N/A,3,N/A,N/A,4,4,N/A,3,5,3,1,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3306985318,Intermediate,Not muchÊ,N/A,2,N/A,N/A,N/A,2,N/A,2,3,2,2,2,3,2,3,2,2,2,2,3,N/A,4,3,3,N/A,N/A,2,2,3,3,4,2,4,3,2,2,1,2,2,4,Male,45-60,"$100,000 - $149,999",Graduate degree,West North Central
3306981865,Intermediate,Some,2,3,4,3,2,4,2,3,4,4,2,3,3,4,3,4,4,4,2,4,2,5,5,3,2,4,2,3,4,4,4,4,4,3,4,3,4,2,3,3,Male,45-60,"$150,000+",Some college or Associate degree,West South Central
3306980283,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,2,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
3306976454,Advanced,A lot,N/A,4,4,4,N/A,4,N/A,5,4,4,N/A,4,2,5,4,N/A,4,4,N/A,5,3,5,5,2,N/A,5,3,3,5,3,4,N/A,4,4,5,N/A,5,4,5,3,Male,30-44,"$150,000+",Bachelor degree,Pacific
3306975357,Advanced,A lot,3,5,4,4,3,5,4,4,5,5,3,4,3,5,4,4,4,4,4,5,4,5,4,4,3,5,5,5,5,3,3,4,5,5,5,4,4,4,5,3,Male,45-60,,Graduate degree,Mountain
3306974944,Novice,Some,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,5,N/A,3,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,3,N/A,N/A,3,5,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,5,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3306966627,Intermediate,Some,N/A,N/A,N/A,2,N/A,3,N/A,4,4,3,N/A,3,3,4,2,4,3,3,N/A,3,N/A,3,4,N/A,N/A,N/A,N/A,2,3,N/A,4,N/A,3,2,1,N/A,4,4,N/A,3,Male,30-44,"$100,000 - $149,999",High school degree,South Atlantic
3306966086,Advanced,A lot,3,4,3,4,3,4,N/A,3,N/A,N/A,N/A,N/A,2,N/A,3,N/A,5,N/A,4,4,N/A,4,4,4,N/A,4,3,2,4,N/A,4,N/A,4,4,5,4,4,4,4,3,Male,45-60,"$100,000 - $149,999",Graduate degree,New England
3306965859,Intermediate,Some,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,N/A,N/A,3,N/A,1,4,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,5,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$50,000 - $99,999",High school degree,West South Central
3306940832,Intermediate,Some,N/A,3,3,3,N/A,5,N/A,4,5,4,N/A,N/A,4,3,3,N/A,5,N/A,1,5,3,5,5,N/A,N/A,3,2,3,3,2,5,N/A,5,3,4,N/A,4,1,N/A,3,Male,30-44,"$150,000+",High school degree,West North Central
3306931072,Intermediate,Some,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,3,4,2,N/A,2,N/A,N/A,5,N/A,3,5,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,5,5,N/A,4,N/A,4,3,Male,45-60,,Graduate degree,East North Central
3306928892,Intermediate,A lot,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,4,3,N/A,5,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,3,3,4,N/A,3,N/A,4,4,3,5,N/A,3,3,N/A,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3306924504,Advanced,A lot,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,4,4,N/A,N/A,3,5,4,N/A,5,N/A,5,5,N/A,4,5,N/A,3,N/A,N/A,5,4,N/A,4,N/A,5,5,5,5,4,5,5,3,Male,45-60,"$150,000+",Graduate degree,Mountain
3306922607,Novice,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,3,3,3,N/A,N/A,4,4,3,N/A,N/A,N/A,N/A,5,N/A,4,5,N/A,N/A,4,3,4,5,N/A,5,N/A,5,3,N/A,N/A,5,N/A,3,5,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
3306920677,Novice,Some,N/A,4,4,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,2,3,3,N/A,3,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,2,4,N/A,4,N/A,5,2,4,N/A,N/A,N/A,2,3,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3306911860,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,3,N/A,3,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,4,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3306910588,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,3,4,N/A,N/A,N/A,4,N/A,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3306896489,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,4,3,N/A,N/A,5,4,3,Male,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3306893913,Advanced,A lot,N/A,4,3,5,2,4,N/A,4,3,3,4,3,2,4,3,2,5,2,3,5,3,5,5,4,3,5,4,4,5,3,5,3,4,5,5,4,4,4,5,2,Male,45-60,"$150,000+",Bachelor degree,Middle Atlantic
3306873611,Intermediate,A lot,N/A,3,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,2,3,N/A,5,N/A,3,4,N/A,4,5,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,4,5,5,N/A,3,N/A,4,N/A,Male,18-29,"$100,000 - $149,999",Bachelor degree,South Atlantic
3306861740,Advanced,Some,N/A,3,3,3,N/A,4,N/A,4,4,4,N/A,N/A,3,4,4,N/A,4,N/A,N/A,4,N/A,4,4,4,N/A,4,2,N/A,4,4,4,N/A,4,2,3,N/A,N/A,2,2,3,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
3306861241,Novice,Not at allÊ,N/A,N/A,4,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,2,4,N/A,3,4,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3306860174,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,3,N/A,3,N/A,2,5,N/A,1,3,N/A,N/A,3,N/A,1,4,3,4,N/A,3,1,2,N/A,3,N/A,N/A,3,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3306859057,Intermediate,Some,N/A,3,3,3,N/A,3,N/A,3,3,3,N/A,3,3,3,3,N/A,3,3,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,
3306856750,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,5,N/A,5,N/A,N/A,5,N/A,3,4,N/A,N/A,4,N/A,3,4,N/A,5,N/A,4,3,5,N/A,N/A,1,N/A,4,Male,45-60,"$0 - $24,999",Graduate degree,Middle Atlantic
3306855448,Intermediate,A lot,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,3,N/A,N/A,5,N/A,4,1,4,N/A,3,1,N/A,3,3,5,N/A,3,1,N/A,N/A,3,N/A,N/A,3,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3306853068,Advanced,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,4,3,N/A,3,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,N/A,3,3,N/A,4,3,4,4,5,N/A,N/A,N/A,N/A,N/A,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3306831203,Advanced,A lot,3,4,4,3,N/A,4,3,5,4,3,N/A,5,2,4,3,N/A,5,3,N/A,5,N/A,4,4,N/A,N/A,4,3,2,5,4,4,3,4,3,4,N/A,4,N/A,4,3,Male,45-60,,Some college or Associate degree,Mountain
3306830935,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,3,N/A,4,N/A,2,4,N/A,4,4,3,N/A,N/A,1,N/A,4,N/A,4,N/A,4,2,3,N/A,4,N/A,N/A,3,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3306830833,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,N/A,4,N/A,N/A,5,N/A,N/A,4,N/A,N/A,4,N/A,N/A,4,N/A,5,N/A,4,2,N/A,N/A,N/A,N/A,N/A,N/A,Male,45-60,"$150,000+",Graduate degree,New England
3306829845,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,5,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$0 - $24,999",Bachelor degree,New England
3306822719,Advanced,A lot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,2,3,3,3,3,3,5,3,3,3,4,3,3,1,3,3,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3306817151,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,N/A,N/A,N/A,4,N/A,4,N/A,4,4,N/A,N/A,N/A,4,N/A,4,N/A,4,N/A,4,4,3,N/A,4,4,3,N/A,Male,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
3306810609,Intermediate,Some,2,3,4,3,4,3,3,3,3,3,4,3,5,5,4,2,4,3,2,5,2,4,3,3,2,3,4,3,4,3,5,2,5,2,3,3,3,2,4,3,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3306785904,Advanced,Some,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,2,5,2,N/A,5,N/A,5,5,N/A,5,5,N/A,N/A,N/A,N/A,5,5,N/A,5,N/A,5,5,5,N/A,N/A,N/A,5,N/A,Male,45-60,"$0 - $24,999",Bachelor degree,Pacific
3306762931,Novice,Not at allÊ,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,4,4,3,N/A,N/A,N/A,N/A,4,N/A,2,3,N/A,N/A,N/A,N/A,N/A,4,N/A,2,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
3306757329,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,3,N/A,N/A,3,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,3,3,N/A,N/A,N/A,N/A,N/A,,,,,
3306757245,Intermediate,A lot,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,2,N/A,5,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,2,3,4,N/A,4,N/A,4,5,5,4,3,5,4,4,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
3306756801,Advanced,Not muchÊ,2,4,4,4,2,4,3,3,2,5,4,1,3,2,3,3,2,4,3,3,4,5,3,2,3,N/A,N/A,1,2,1,3,4,3,4,3,2,4,3,2,4,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3306752369,Novice,Some,,,,,,,,,,,,,,,,,,,,,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,3,4,N/A,N/A,N/A,3,3,,,,,
3306752043,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,3,N/A,N/A,3,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,3,3,N/A,N/A,N/A,N/A,N/A,Male,45-60,,Bachelor degree,Pacific
3306748802,Advanced,Some,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,3,3,5,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,Male,30-44,,Graduate degree,South Atlantic
3306741884,Advanced,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,N/A,N/A,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A,5,3,N/A,N/A,5,N/A,4,5,Male,30-44,,,South Atlantic
3306719947,Expert,A lot,4,4,2,4,3,4,4,4,4,4,3,4,3,5,3,4,5,4,4,4,4,5,4,3,4,4,2,5,5,3,3,3,5,5,5,4,4,4,5,2,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3306715049,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,5,2,N/A,4,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,2,4,4,N/A,3,N/A,5,5,4,N/A,4,3,4,3,Male,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3306705470,Advanced,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306700381,Advanced,A lot,N/A,3,3,3,3,4,N/A,3,3,4,3,3,2,4,3,N/A,3,3,3,4,N/A,5,4,3,N/A,4,3,3,4,3,3,3,4,5,5,3,3,4,5,2,Male,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3306692523,Advanced,A lot,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,4,N/A,N/A,4,2,5,3,N/A,4,4,N/A,5,N/A,4,4,2,N/A,N/A,N/A,4,4,4,3,N/A,4,5,5,4,4,4,4,3,Male,18-29,"$25,000 - $49,999",Bachelor degree,West North Central
3306684028,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,Male,45-60,"$150,000+",Graduate degree,Pacific
3306678877,Intermediate,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,4,N/A,4,N/A,N/A,4,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,4,4,N/A,N/A,N/A,N/A,3,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3306676227,Novice,Not muchÊ,1,3,4,3,1,3,N/A,3,3,3,1,3,3,2,3,3,3,3,1,3,N/A,3,3,4,2,3,3,2,3,4,5,3,3,1,3,2,3,2,2,4,Male,45-60,"$25,000 - $49,999",High school degree,West South Central
3306673289,Advanced,A lot,3,4,3,3,N/A,4,N/A,4,4,3,N/A,4,3,5,5,3,5,3,4,5,N/A,5,5,3,N/A,4,3,N/A,5,4,5,3,3,5,5,5,4,4,4,3,Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
3306672594,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,4,N/A,N/A,5,N/A,4,4,N/A,N/A,N/A,N/A,3,N/A,3,5,N/A,5,5,5,N/A,4,N/A,N/A,N/A,Male,45-60,,Bachelor degree,South Atlantic
3306663840,Advanced,Some,N/A,4,2,4,N/A,4,N/A,4,3,N/A,3,3,2,5,3,N/A,4,N/A,3,5,N/A,5,4,N/A,N/A,3,3,4,4,3,3,N/A,2,4,4,4,4,2,4,3,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3306662406,Expert,A lot,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,3,5,N/A,N/A,4,N/A,N/A,5,4,4,5,N/A,N/A,4,N/A,2,4,4,3,N/A,4,4,3,4,3,N/A,N/A,3,Male,30-44,"$25,000 - $49,999",Bachelor degree,Pacific
3306661982,Advanced,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306652375,Advanced,A lot,3,3,4,4,3,4,N/A,3,3,N/A,3,N/A,4,4,4,3,5,3,4,5,N/A,4,4,4,3,4,3,3,4,4,3,N/A,4,5,5,4,3,3,4,4,Male,45-60,"$0 - $24,999",Some college or Associate degree,Middle Atlantic
3306635298,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,N/A,N/A,N/A,5,N/A,3,4,N/A,N/A,3,5,4,4,N/A,5,N/A,4,4,4,N/A,4,N/A,N/A,3,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3306635009,Novice,Some,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,3,N/A,N/A,5,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3306629529,Novice,A lot,N/A,3,N/A,N/A,N/A,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,4,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,2,N/A,N/A,3,4,N/A,N/A,N/A,,,,,
3306625815,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,,Some college or Associate degree,South Atlantic
3306623513,Novice,Some,1,3,5,3,N/A,N/A,1,N/A,N/A,N/A,3,N/A,3,2,5,1,3,1,N/A,5,1,1,3,4,1,2,1,1,3,5,3,N/A,1,N/A,1,N/A,N/A,1,1,3,Male,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
3306623258,Novice,A lot,N/A,4,N/A,N/A,N/A,4,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,4,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,2,N/A,N/A,3,4,N/A,N/A,N/A,Male,18-29,,Some college or Associate degree,
3306623144,Intermediate,Some,N/A,4,3,4,N/A,4,N/A,4,N/A,N/A,N/A,N/A,3,5,4,N/A,5,N/A,4,4,N/A,5,5,N/A,N/A,4,3,5,4,5,5,N/A,4,4,4,N/A,5,N/A,5,3,Male,45-60,"$150,000+",Some college or Associate degree,Pacific
3306618739,Intermediate,A lot,4,5,3,4,3,5,3,5,5,5,4,5,3,5,3,4,5,5,2,5,2,5,5,2,3,4,3,5,5,3,2,5,5,5,5,3,5,3,5,3,Male,30-44,"$25,000 - $49,999",High school degree,West South Central
3306612454,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,4,N/A,4,N/A,N/A,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,3,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3306601230,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,N/A,4,N/A,2,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,2,N/A,N/A,N/A,N/A,N/A,3,Male,45-60,,Some college or Associate degree,Middle Atlantic
3306599228,Expert,A lot,N/A,4,N/A,N/A,N/A,5,N/A,4,4,N/A,N/A,4,2,5,5,N/A,4,3,3,4,N/A,5,4,N/A,N/A,5,3,3,5,N/A,5,3,4,5,5,4,4,N/A,3,3,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3306595836,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$25,000 - $49,999",Graduate degree,West North Central
