name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
Len Barker,1978,TEX,AL,13,6,3,0.7672796,100,0.7322796,-0.4749223,barkl001
Dick Pole,1978,SEA,AL,0,2,0,0.7658796,101,0.7308796,-0.7601148,poled101
Mark Lemongello,1978,HOU,AL,0,0,0,0.7784796,92,0.7434796,,lemom101
Tom Murphy,1978,TOR,AL,19,13,9,0.7616796,104,0.7266796,-2.211949,murpt101
Shane Rawley,1978,SEA,AL,17,8,3,0.7658796,101,0.7308796,-0.6614348,rawls001
Mike Marshall,1978,MIN,AL,52,14,7,0.7644796,102,0.7294796,2.004261,marsm101
Larry Gura,1978,KCA,AL,4,0,2,0.7644796,102,0.7294796,0.5626824,gural001
Roger Moret,1978,TEX,AL,0,0,0,0.7672796,100,0.7322796,,morer101
Greg Thayer,1978,MIN,AL,3,3,1,0.7644796,102,0.7294796,-0.7159764,thayg101
Bill Lee,1978,BOS,AL,0,2,0,0.7532796,110,0.7182796,-0.7470108,lee-b101
Eduardo Rodriguez,1978,MIL,AL,5,5,4,0.7672796,100,0.7322796,-1.207854,rodre102
Dyar Miller,1978,CAL,AL,9,3,6,0.7728796,96,0.7378796,0.0756315,milld101
Rick Kreuger,1978,CLE,AL,1,0,0,0.7672796,100,0.7322796,0.1392146,kreur101
Moose Haas,1978,MIL,AL,0,0,0,0.7672796,100,0.7322796,,haasm001
Reggie Cleveland,1978,BOS,AL,0,0,1,0.7532796,110,0.7182796,,clevr101
Steve Renko,1978,OAK,AL,0,0,0,0.7728796,96,0.7378796,,renks101
Steve Comer,1978,TEX,AL,6,3,3,0.7672796,100,0.7322796,-0.3070684,comes001
Joaquin Andujar,1978,HOU,AL,3,4,1,0.7784796,92,0.7434796,-1.146266,anduj001
Allen Ripley,1978,BOS,AL,1,0,0,0.7532796,110,0.7182796,0.1464946,ripla101
Luis Tiant,1978,BOS,AL,0,0,0,0.7532796,110,0.7182796,,tianl101
Marty Pattin,1978,KCA,AL,7,1,4,0.7644796,102,0.7294796,0.6053648,pattm101
Bill Paschall,1978,KCA,AL,2,1,0,0.7644796,102,0.7294796,-0.0979882,pascb101
John LaRose,1978,BOS,AL,0,0,0,0.7532796,110,0.7182796,,laroj101
Dave Lemanczyk,1978,TOR,AL,0,0,0,0.7616796,104,0.7266796,,lemad101
Ed Glynn,1978,DET,AL,2,0,1,0.7630796,103,0.7280796,0.2827972,glyne001
Bill Campbell,1978,BOS,AL,22,10,6,0.7532796,110,0.7182796,-0.5121725,campb001
Dan Spillner,1978,CLE,AL,13,5,2,0.7672796,100,0.7322796,-0.0941372,spild001
Nelson Briles,1978,BAL,AL,3,1,1,0.7770796,93,0.7420796,0.0164744,briln101
Ron Schueler,1978,CHA,AL,0,0,1,0.7644796,102,0.7294796,,schur101
John Henry Johnson,1978,OAK,AL,0,0,0,0.7728796,96,0.7378796,,johnj001
Catfish Hunter,1978,NYA,AL,0,0,0,0.7728796,96,0.7378796,,huntj101
Ellie Hendricks,1978,BAL,AL,0,0,0,0.7770796,93,0.7420796,,hende103
Andy Hassler,1978,BOS,AL,7,1,1,0.7532796,110,0.7182796,0.6519569,hassa001
Joe Coleman,1978,TOR,AL,4,3,1,0.7616796,104,0.7266796,-0.5651137,colej102
Randy Stein,1978,MIL,AL,5,3,3,0.7672796,100,0.7322796,-0.4462831,steir101
Larry McCall,1978,NYA,AL,0,0,0,0.7728796,96,0.7378796,,mccal101
Steve Foucault,1978,DET,AL,10,4,4,0.7630796,103,0.7280796,-0.1004195,foucs101
Mac Scarce,1978,MIN,AL,0,0,1,0.7644796,102,0.7294796,,scarm101
Stan Perzanowski,1978,MIN,AL,0,2,0,0.7644796,102,0.7294796,-0.7586588,perzs101
Al Fitzmorris,1978,CAL,AL,0,0,0,0.7728796,96,0.7378796,,fitza101
Fernando Arroyo,1978,DET,AL,0,0,0,0.7630796,103,0.7280796,,arrof001
Kip Young,1978,DET,AL,1,1,0,0.7630796,103,0.7280796,-0.2372028,younk101
Paul Splittorff,1978,KCA,AL,0,0,0,0.7644796,102,0.7294796,,splip001
Pablo Torrealba,1978,CHA,AL,1,1,7,0.7644796,102,0.7294796,-0.2386588,torrp101
Tom Dixon,1978,HOU,AL,8,0,0,0.7784796,92,0.7434796,1.067125,dixot101
Mark Wiley,1978,TOR,AL,0,0,0,0.7616796,104,0.7266796,,wilem101
Dennis Kinney,1978,CLE,AL,4,1,2,0.7672796,100,0.7322796,0.1760731,kinnd101
Darrell Jackson,1978,MIN,AL,0,0,0,0.7644796,102,0.7294796,,jackd101
Jim Todd,1978,SEA,AL,16,5,3,0.7658796,101,0.7308796,0.3387949,toddj102
John Hiller,1978,DET,AL,44,8,7,0.7630796,103,0.7280796,3.192727,hillj101
Bob Stanley,1978,BOS,AL,33,3,12,0.7532796,110,0.7182796,3.713806,stanb001
Tom Brown,1978,SEA,AL,0,0,0,0.7658796,101,0.7308796,,browt104
Tom Griffin,1978,CAL,AL,6,0,2,0.7728796,96,0.7378796,0.8178157,grift101
Ron Davis,1978,NYA,AL,0,0,0,0.7728796,96,0.7378796,,davir001
Milt Wilcox,1978,DET,AL,0,0,0,0.7630796,103,0.7280796,,wilcm001
Joe Sambito,1978,HOU,AL,20,8,8,0.7784796,92,0.7434796,-0.4250629,sambj001
Rich Hinton,1978,CHA,AL,3,3,6,0.7644796,102,0.7294796,-0.7159764,hintr101
Al Hrabosky,1978,KCA,AL,46,10,7,0.7644796,102,0.7294796,2.677554,hraba101
Steve Foucault,1978,KCA,AL,0,0,0,0.7644796,102,0.7294796,,foucs101
Jerry Garvin,1978,TOR,AL,0,1,1,0.7616796,104,0.7266796,-0.3778734,garvj101
Dave Freisleben,1978,CLE,AL,0,0,0,0.7672796,100,0.7322796,,freid101
Joe Coleman,1978,OAK,AL,2,0,0,0.7728796,96,0.7378796,0.2726052,colej102
Balor Moore,1978,TOR,AL,4,2,4,0.7616796,104,0.7266796,-0.1872404,moorb101
Paul Reuschel,1978,CLE,AL,0,1,0,0.7672796,100,0.7322796,-0.3807854,reusp101
Scott McGregor,1978,BAL,AL,2,0,1,0.7770796,93,0.7420796,0.2682372,mcgrs001
Earl Stephenson,1978,BAL,AL,0,0,0,0.7770796,93,0.7420796,,stepe101
Jeff Holly,1978,MIN,AL,1,0,1,0.7644796,102,0.7294796,0.1406706,hollj102
Tom Johnson,1978,MIN,AL,14,4,3,0.7644796,102,0.7294796,0.452071,johnt103
Jim Kern,1978,CLE,AL,45,15,7,0.7672796,100,0.7322796,0.5528765,kernj001
Craig Minetto,1978,OAK,AL,0,0,0,0.7728796,96,0.7378796,,minec101
Roric Harrison,1978,MIN,AL,0,1,0,0.7644796,102,0.7294796,-0.3793294,harrr102
Ross Baumgarten,1978,CHA,AL,0,0,0,0.7644796,102,0.7294796,,baumr101
Jerry Augustine,1978,MIL,AL,4,0,0,0.7672796,100,0.7322796,0.5568584,auguj001
Steve Trout,1978,CHA,AL,0,0,0,0.7644796,102,0.7294796,,trous001
Dennis Martinez,1978,BAL,AL,0,0,0,0.7770796,93,0.7420796,,martd001
Mike Willis,1978,TOR,AL,16,8,7,0.7616796,104,0.7266796,-0.7489614,willm101
Victor Cruz,1978,TOR,AL,22,6,3,0.7616796,104,0.7266796,0.8595445,cruzv101
Fergie Jenkins,1978,TEX,AL,3,1,0,0.7672796,100,0.7322796,0.0368584,jenkf101
Jim Willoughby,1978,CHA,AL,12,8,5,0.7644796,102,0.7294796,-1.346588,willj102
Oscar Zamora,1978,HOU,AL,0,0,0,0.7784796,92,0.7434796,,zamoo101
Dave Tobik,1978,DET,AL,0,0,0,0.7630796,103,0.7280796,,tobid001
Mike Parrott,1978,SEA,AL,3,0,3,0.7658796,101,0.7308796,0.4198278,parrm101
Donnie Moore,1978,CHN,NL,16,6,4,0.7399766,112,0.7049766,0.2550684,moord001
Doug Capilla,1978,CIN,NL,0,0,0,0.7567766,100,0.7217765,,capid101
Tommy John,1978,LAN,NL,4,0,0,0.7595766,98,0.7245765,0.5728808,johnt001
Kevin Kobel,1978,NYN,NL,0,3,2,0.7609766,97,0.7259765,-1.132523,kobek101
Aurelio Lopez,1978,SLN,NL,11,4,2,0.7581766,99,0.7231765,0.0792231,lopea001
Roy Thomas,1978,SLN,NL,8,0,0,0.7581766,99,0.7231765,1.151586,thomr001
Bob James,1978,MON,NL,0,0,0,0.7595766,98,0.7245765,,jameb001
Dwight Bernard,1978,NYN,NL,2,4,1,0.7609766,97,0.7259765,-1.225047,bernd101
Bobby Castillo,1978,LAN,NL,6,4,1,0.7595766,98,0.7245765,-0.6477978,castr001
John Urrea,1978,SLN,NL,2,1,0,0.7581766,99,0.7231765,-0.0881554,urrej101
Manny Sarmiento,1978,CIN,NL,26,5,3,0.7567766,100,0.7217765,1.884962,sarmm101
Mickey Mahler,1978,ATL,NL,3,0,4,0.7371766,114,0.7021766,0.4646046,mahlm001
Ed Halicki,1978,SFN,NL,1,0,0,0.7623765,96,0.7273765,0.1417642,halie101
Bob Knepper,1978,SFN,NL,0,0,0,0.7623765,96,0.7273765,,knepb001
Preston Hanna,1978,ATL,NL,0,0,0,0.7371766,114,0.7021766,,hannp101
Dave Freisleben,1978,SDN,NL,1,0,1,0.7679766,92,0.7329766,0.1388522,freid101
Eddie Solomon,1978,ATL,NL,8,2,3,0.7371766,114,0.7021766,0.5086819,soloe101
Gerry Hannahs,1978,LAN,NL,0,0,0,0.7595766,98,0.7245765,,hanng101
Ken Holtzman,1978,CHN,NL,1,1,2,0.7399766,112,0.7049766,-0.2131756,holtk101
Ed Plank,1978,SFN,NL,0,0,0,0.7623765,96,0.7273765,,plane103
Lynn McGlothen,1978,CHN,NL,9,5,9,0.7399766,112,0.7049766,-0.4522294,mcgll101
Randy Jones,1978,SDN,NL,0,1,0,0.7679766,92,0.7329766,-0.3811478,joner101
Rawly Eastwick,1978,PHI,NL,5,2,0,0.7567766,100,0.7217765,-0.0272666,eastr101
Jerry Reuss,1978,PIT,NL,0,0,0,0.7511766,104,0.7161766,,reusj001
Randy Moffitt,1978,SFN,NL,31,11,13,0.7623765,96,0.7273765,0.2340965,moffr101
David Palmer,1978,MON,NL,0,0,0,0.7595766,98,0.7245765,,palmd001
Kevin Saucier,1978,PHI,NL,0,0,0,0.7567766,100,0.7217765,,sauck101
Odell Jones,1978,PIT,NL,2,0,0,0.7511766,104,0.7161766,0.2951764,joneo001
John Curtis,1978,SFN,NL,6,3,2,0.7623765,96,0.7273765,-0.284122,curtj001
Lynn McGlothen,1978,SFN,NL,0,0,0,0.7623765,96,0.7273765,,mcgll101
Max Leon,1978,ATL,NL,0,0,0,0.7371766,114,0.7021766,,leonm101
Jamie Easterly,1978,ATL,NL,5,3,2,0.7371766,114,0.7021766,-0.3210545,eastj001
Bill Atkinson,1978,MON,NL,6,3,1,0.7595766,98,0.7245765,-0.2710181,atkib101
Mike Bruhert,1978,NYN,NL,0,0,0,0.7609766,97,0.7259765,,bruhm101
Charlie Williams,1978,SFN,NL,4,4,2,0.7623765,96,0.7273765,-0.9458863,willc101
Paul Moskau,1978,CIN,NL,1,0,0,0.7567766,100,0.7217765,0.1446762,moskp101
Jim Barr,1978,SFN,NL,6,0,0,0.7623765,96,0.7273765,0.8505853,barrj101
Dan Larson,1978,PHI,NL,0,0,0,0.7567766,100,0.7217765,,larsd101
Mike Krukow,1978,CHN,NL,0,0,0,0.7399766,112,0.7049766,,krukm001
Tom Bruno,1978,SLN,NL,6,3,2,0.7581766,99,0.7231765,-0.2644661,brunt101
Bob Myrick,1978,NYN,NL,3,5,1,0.7609766,97,0.7259765,-1.460062,myrib101
Dan Schatzeder,1978,MON,NL,1,0,0,0.7595766,98,0.7245765,0.1432202,schad001
Warren Brusstar,1978,PHI,NL,11,5,1,0.7567766,100,0.7217765,-0.2851809,brusw001
Doug Bair,1978,CIN,NL,51,6,10,0.7567766,100,0.7217765,5.126543,baird001
Rick Sutcliffe,1978,LAN,NL,1,0,0,0.7595766,98,0.7245765,0.1432202,sutcr001
Dennis Kinney,1978,SDN,NL,0,1,0,0.7679766,92,0.7329766,-0.3811478,kinnd101
Lance Rautzhan,1978,LAN,NL,13,2,8,0.7595766,98,0.7245765,1.108303,rautl101
Dennis Lamp,1978,CHN,NL,1,0,1,0.7399766,112,0.7049766,0.1534122,lampd001
Craig Skok,1978,ATL,NL,11,2,3,0.7371766,114,0.7021766,0.9732864,skokc101
Juan Eichelberger,1978,SDN,NL,0,0,0,0.7679766,92,0.7329766,,eichj001
Manny Seoane,1978,CHN,NL,0,1,0,0.7399766,112,0.7049766,-0.3665878,seoam101
Juan Berenguer,1978,NYN,NL,0,0,0,0.7609766,97,0.7259765,,berej001
Greg Minton,1978,SFN,NL,0,2,0,0.7623765,96,0.7273765,-0.7564716,mintg001
Jerry Koosman,1978,NYN,NL,2,1,1,0.7609766,97,0.7259765,-0.0925234,koosj001
Rollie Fingers,1978,SDN,NL,66,13,7,0.7679766,92,0.7329766,4.209322,fingr001
Duane Theiss,1978,ATL,NL,0,0,0,0.7371766,114,0.7021766,,theid101
Skip Lockwood,1978,NYN,NL,43,19,3,0.7609766,97,0.7259765,-1.045483,locks101
John D'Acquisto,1978,SDN,NL,11,2,2,0.7679766,92,0.7329766,0.7650785,dacqj101
Scott Sanderson,1978,MON,NL,0,0,0,0.7595766,98,0.7245765,,sands001
Tommy Boggs,1978,ATL,NL,0,0,0,0.7371766,114,0.7021766,,boggt001
Gary Lavelle,1978,SFN,NL,44,13,18,0.7623765,96,0.7273765,1.320559,laveg001
Horacio Pina,1978,PHI,NL,0,0,0,0.7567766,100,0.7217765,,pinah101
Phil Niekro,1978,ATL,NL,3,1,0,0.7371766,114,0.7021766,0.0994727,niekp001
Roy Lee Jackson,1978,NYN,NL,0,0,0,0.7609766,97,0.7259765,,jackr003
Terry Forster,1978,LAN,NL,40,6,8,0.7595766,98,0.7245765,3.468129,forst001
Dan O'Brien,1978,SLN,NL,0,1,0,0.7581766,99,0.7231765,-0.3760518,obrid102
Dave Hamilton,1978,SLN,NL,0,1,1,0.7581766,99,0.7231765,-0.3760518,hamid101
Dave Wehrmeister,1978,SDN,NL,0,1,1,0.7679766,92,0.7329766,-0.3811478,wehrd001
Butch Metzger,1978,NYN,NL,4,3,2,0.7609766,97,0.7259765,-0.5625545,metzb101
Rob Dressler,1978,SLN,NL,2,0,0,0.7581766,99,0.7231765,0.2878964,dresr101
Dave Roberts,1978,CHN,NL,4,2,2,0.7399766,112,0.7049766,-0.1195268,robed101
Mark Wiley,1978,SDN,NL,0,0,0,0.7679766,92,0.7329766,,wilem101
Adrian Devine,1978,ATL,NL,6,5,3,0.7371766,114,0.7021766,-0.8964499,devia101
Tom Hume,1978,CIN,NL,3,2,0,0.7567766,100,0.7217765,-0.3166189,humet001
Mike Garman,1978,MON,NL,21,7,5,0.7595766,98,0.7245765,0.3701657,garmm101
Steve Rogers,1978,MON,NL,2,0,0,0.7595766,98,0.7245765,0.2864404,roges001
Mike Garman,1978,LAN,NL,1,3,0,0.7595766,98,0.7245765,-0.9871192,garmm101
Gerry Pirtle,1978,MON,NL,3,1,1,0.7595766,98,0.7245765,0.0528808,pirtg101
Charlie Hough,1978,LAN,NL,12,6,5,0.7595766,98,0.7245765,-0.5420362,hougc001
Dave Hamilton,1978,PIT,NL,3,2,2,0.7511766,104,0.7161766,-0.302059,hamid101
Dale Murray,1978,NYN,NL,25,12,5,0.7609766,97,0.7259765,-0.9677881,murrd001
Mark Littell,1978,SLN,NL,19,8,3,0.7581766,99,0.7231765,-0.2733986,littm101
Terry Cornutt,1978,SFN,NL,0,0,0,0.7623765,96,0.7273765,,cornt101
Mickey Lolich,1978,SDN,NL,0,0,1,0.7679766,92,0.7329766,,lolim101
Fred Norman,1978,CIN,NL,0,0,1,0.7567766,100,0.7217765,,normf101
Tug McGraw,1978,PHI,NL,22,9,4,0.7567766,100,0.7217765,-0.1950382,mcgrt001
Fred Holdsworth,1978,MON,NL,0,0,0,0.7595766,98,0.7245765,,holdf101
Clay Carroll,1978,PIT,NL,0,1,0,0.7511766,104,0.7161766,-0.3724118,carrc103
Dave Tomlin,1978,CIN,NL,8,3,11,0.7567766,100,0.7217765,0.0314383,tomld001
Bruce Sutter,1978,CHN,NL,52,16,12,0.7399766,112,0.7049766,2.112029,suttb001
Dale Murray,1978,CIN,NL,4,1,0,0.7567766,100,0.7217765,0.203381,murrd001
Rick Camp,1978,ATL,NL,3,5,2,0.7371766,114,0.7021766,-1.361055,campr001
Mike LaCoss,1978,CIN,NL,0,0,0,0.7567766,100,0.7217765,,lacom001
Willie Hernandez,1978,CHN,NL,15,7,6,0.7399766,112,0.7049766,-0.2649318,hernw001
Mario Soto,1978,CIN,NL,5,0,0,0.7567766,100,0.7217765,0.723381,sotom001
Bruce Kison,1978,PIT,NL,5,2,1,0.7511766,104,0.7161766,-0.0068827,kisob001
Wayne Twitchell,1978,MON,NL,1,4,0,0.7595766,98,0.7245765,-1.363899,twitw101
Gene Garber,1978,PHI,NL,7,2,0,0.7567766,100,0.7217765,0.2620858,garbg001
Rick Rhoden,1978,LAN,NL,2,1,1,0.7595766,98,0.7245765,-0.0903394,rhodr001
Jim Bibby,1978,PIT,NL,5,3,1,0.7511766,104,0.7161766,-0.3792945,bibbj001
Steve Mura,1978,SDN,NL,0,0,0,0.7679766,92,0.7329766,,muras001
Ron Reed,1978,PHI,NL,27,5,3,0.7567766,100,0.7217765,2.029638,reedr001
Dave Campbell,1978,ATL,NL,8,5,4,0.7371766,114,0.7021766,-0.5867135,campd102
Bob Shirley,1978,SDN,NL,12,4,3,0.7679766,92,0.7329766,0.1416351,shirb001
Ed Whitson,1978,PIT,NL,15,8,2,0.7511766,104,0.7161766,-0.7654715,white001
Woodie Fryman,1978,CHN,NL,0,1,0,0.7399766,112,0.7049766,-0.3665878,frymw101
Pedro Borbon,1978,CIN,NL,13,2,5,0.7567766,100,0.7217765,1.130143,borbp101
Dan Boitano,1978,PHI,NL,0,0,0,0.7567766,100,0.7217765,,boitd101
Hal Dues,1978,MON,NL,3,1,1,0.7595766,98,0.7245765,0.0528808,duesh101
Will McEnaney,1978,PIT,NL,1,0,0,0.7511766,104,0.7161766,0.1475882,mcenw101
Paul Siebert,1978,NYN,NL,4,2,0,0.7609766,97,0.7259765,-0.1850467,siebp101
Mardie Cornejo,1978,NYN,NL,4,1,2,0.7609766,97,0.7259765,0.1924611,cornm101
Paul Reuschel,1978,CHN,NL,4,0,1,0.7399766,112,0.7049766,0.6136488,reusp101
Dave Geisel,1978,CHN,NL,2,1,0,0.7399766,112,0.7049766,-0.0597634,geisd001
Jim Kaat,1978,PHI,NL,0,0,0,0.7567766,100,0.7217765,,kaatj101
Woodie Fryman,1978,MON,NL,1,0,1,0.7595766,98,0.7245765,0.1432202,frymw101
Bob Owchinko,1978,SDN,NL,0,1,0,0.7679766,92,0.7329766,-0.3811478,owchb001
Randy Miller,1978,MON,NL,0,0,0,0.7595766,98,0.7245765,,millr109
Gene Garber,1978,ATL,NL,45,5,2,0.7371766,114,0.7021766,5.143409,garbg001
Craig Swan,1978,NYN,NL,0,0,0,0.7609766,97,0.7259765,,swanc001
Bob Welch,1978,LAN,NL,6,0,0,0.7595766,98,0.7245765,0.8593212,welcb001
Philip Nastu,1978,SFN,NL,0,0,0,0.7623765,96,0.7273765,,nastp101
Dennis Lewallyn,1978,LAN,NL,0,0,0,0.7595766,98,0.7245765,,lewad101
Kent Tekulve,1978,PIT,NL,51,9,18,0.7511766,104,0.7161766,4.175292,tekuk001
Pete Falcone,1978,SLN,NL,0,0,0,0.7581766,99,0.7231765,,falcp001
George Frazier,1978,SLN,NL,0,1,1,0.7581766,99,0.7231765,-0.3760518,frazg001
Buddy Schultz,1978,SLN,NL,29,5,9,0.7581766,99,0.7231765,2.294238,schub104
Don Robinson,1978,PIT,NL,3,0,0,0.7511766,104,0.7161766,0.4427646,robid001
Mike Davey,1978,ATL,NL,0,0,0,0.7371766,114,0.7021766,,davem101
Darold Knowles,1978,MON,NL,24,3,11,0.7595766,98,0.7245765,2.306946,knowd101
Ray Burris,1978,CHN,NL,8,1,1,0.7399766,112,0.7049766,0.8607097,burrr001
Dan Spillner,1978,SDN,NL,3,0,1,0.7679766,92,0.7329766,0.4165566,spild001
Dan Dumoulin,1978,CIN,NL,2,0,0,0.7567766,100,0.7217765,0.2893524,dumod101
Stan Bahnsen,1978,MON,NL,18,6,2,0.7595766,98,0.7245765,0.3172849,bahns101
Dave Stewart,1978,LAN,NL,0,0,0,0.7595766,98,0.7245765,,stewd001
Pete Vuckovich,1978,SLN,NL,5,3,2,0.7581766,99,0.7231765,-0.4084144,vuckp001
Sam Mejias,1978,MON,NL,0,0,0,0.7595766,98,0.7245765,,mejis101
John Candelaria,1978,PIT,NL,2,0,0,0.7511766,104,0.7161766,0.2951764,candj001
Eric Rasmussen,1978,SDN,NL,0,0,0,0.7679766,92,0.7329766,,rasme101
Grant Jackson,1978,PIT,NL,25,9,18,0.7511766,104,0.7161766,0.337998,jackg101
Randy Lerch,1978,PHI,NL,0,0,0,0.7567766,100,0.7217765,,lercr001
Rudy May,1978,MON,NL,2,2,0,0.7595766,98,0.7245765,-0.4671192,may-r101
Mark Lee,1978,SDN,NL,11,5,1,0.7679766,92,0.7329766,-0.378365,lee-m101
Lerrin LaGrow,1979,CHA,AL,2,2,0,0.7435223,101,0.7085223,-0.4337264,lagrl101
Bobby Sprowl,1979,HOU,AL,1,0,0,0.7533224,94,0.7183223,0.1464724,sprob101
Bert Roberge,1979,HOU,AL,10,0,1,0.7533224,94,0.7183223,1.464724,robeb001
Alan Wirth,1979,OAK,AL,0,0,1,0.7505223,96,0.7155223,,wirta101
Bob Kammeyer,1979,NYA,AL,0,0,0,0.7505223,96,0.7155223,,kammb101
Dave Freisleben,1979,TOR,AL,11,5,2,0.7421224,102,0.7071223,-0.1632577,freid101
Pablo Torrealba,1979,CHA,AL,0,1,0,0.7435223,101,0.7085223,-0.3684316,torrp101
Dave Heaverlo,1979,OAK,AL,30,14,5,0.7505223,96,0.7155223,-0.7711499,heavd101
Dock Ellis,1979,TEX,AL,0,0,0,0.7477223,98,0.7127223,,ellid101
Odell Jones,1979,SEA,AL,0,3,0,0.7393224,104,0.7043223,-1.098743,joneo001
Dave Tobik,1979,DET,AL,17,5,8,0.7407224,103,0.7057223,0.7665363,tobid001
Frank LaCorte,1979,HOU,AL,0,1,0,0.7533224,94,0.7183223,-0.3735276,lacof001
Andy Replogle,1979,MIL,AL,0,0,0,0.7463223,99,0.7113223,,repla101
Rich Gossage,1979,NYA,AL,25,5,5,0.7505223,96,0.7155223,1.837852,gossr001
Ralph Botting,1979,CAL,AL,0,0,0,0.7505223,96,0.7155223,,bottr101
Bob Babcock,1979,TEX,AL,0,1,0,0.7477223,98,0.7127223,-0.3706156,babcb101
Jesse Jefferson,1979,TOR,AL,1,3,1,0.7421224,102,0.7071223,-0.9508144,jeffj101
Larry Gura,1979,KCA,AL,6,1,1,0.7435223,101,0.7085223,0.5409788,gural001
Steve Luebber,1979,TOR,AL,0,0,0,0.7421224,102,0.7071223,,luebs101
Scott McGregor,1979,BAL,AL,0,0,0,0.7519224,95,0.7169223,,mcgrs001
Steve Baker,1979,DET,AL,3,3,1,0.7407224,103,0.7057223,-0.6418537,bakes101
Rick Williams,1979,HOU,AL,2,1,1,0.7533224,94,0.7183223,-0.0805828,willr101
Steve Busby,1979,KCA,AL,1,0,0,0.7435223,101,0.7085223,0.1515684,busbs101
Paul Mirabella,1979,NYA,AL,2,2,1,0.7505223,96,0.7155223,-0.4482864,mirap001
Sparky Lyle,1979,TEX,AL,23,12,5,0.7477223,98,0.7127223,-1.011546,lyles101
Mike Mendoza,1979,HOU,AL,0,0,0,0.7533224,94,0.7183223,,mendm102
Ron Davis,1979,NYA,AL,35,6,9,0.7505223,96,0.7155223,2.945065,davir001
Reggie Cleveland,1979,MIL,AL,4,4,2,0.7463223,99,0.7113223,-0.8791008,clevr101
Ken Kravec,1979,CHA,AL,0,0,0,0.7435223,101,0.7085223,,kravk101
Steve Mingori,1979,KCA,AL,2,5,2,0.7435223,101,0.7085223,-1.539021,mings101
Allen Ripley,1979,BOS,AL,2,2,0,0.7365223,106,0.7015223,-0.4191664,ripla101
Dave Goltz,1979,MIN,AL,0,0,0,0.7393224,104,0.7043223,,goltd101
Tim Stoddard,1979,BAL,AL,16,5,2,0.7519224,95,0.7169223,0.4912082,stodt001
Tom Underwood,1979,TOR,AL,1,0,0,0.7421224,102,0.7071223,0.1522964,undet001
Randy Scarbery,1979,CHA,AL,11,3,2,0.7435223,101,0.7085223,0.5619574,scarr101
Ed Farmer,1979,CHA,AL,29,5,3,0.7435223,101,0.7085223,2.553325,farme101
Joe Sambito,1979,HOU,AL,52,6,6,0.7533224,94,0.7183223,5.375399,sambj001
Jack Kucek,1979,CHA,AL,0,0,0,0.7435223,101,0.7085223,,kucej101
Paul Hartzell,1979,MIN,AL,1,0,0,0.7393224,104,0.7043223,0.1537524,hartp001
Larry Andersen,1979,CLE,AL,0,0,0,0.7435223,101,0.7085223,,andel001
Frank Tanana,1979,CAL,AL,0,0,0,0.7505223,96,0.7155223,,tanaf001
John Montague,1979,SEA,AL,14,8,6,0.7393224,104,0.7043223,-0.7774477,montj101
Chuck Rainey,1979,BOS,AL,4,1,1,0.7365223,106,0.7015223,0.2560421,rainc001
Dick Tidrow,1979,NYA,AL,4,1,4,0.7505223,96,0.7155223,0.2196421,tidrd001
Jerry Koosman,1979,MIN,AL,0,0,0,0.7393224,104,0.7043223,,koosj001
Don Stanhouse,1979,BAL,AL,38,6,9,0.7519224,95,0.7169223,3.356817,stand101
Bill Castro,1979,MIL,AL,21,5,11,0.7463223,99,0.7113223,1.302922,castb101
Mike Bacsik,1979,MIN,AL,6,2,1,0.7393224,104,0.7043223,0.1900191,bacsm101
Byron McLaughlin,1979,SEA,AL,46,9,6,0.7393224,104,0.7043223,3.776381,mclab102
Dewey Robinson,1979,CHA,AL,1,1,0,0.7435223,101,0.7085223,-0.2168632,robid101
Doyle Alexander,1979,TEX,AL,0,0,0,0.7477223,98,0.7127223,,alexd001
Danny Darwin,1979,TEX,AL,3,3,1,0.7477223,98,0.7127223,-0.6636936,darwd001
Matt Keough,1979,OAK,AL,0,0,0,0.7505223,96,0.7155223,,keoum001
Tommy John,1979,NYA,AL,2,0,0,0.7505223,96,0.7155223,0.2958568,johnt001
Jim Todd,1979,OAK,AL,8,6,7,0.7505223,96,0.7155223,-1.049002,toddj102
Sid Monge,1979,CLE,AL,65,13,13,0.7435223,101,0.7085223,5.062334,mongs001
Rafael Vasquez,1979,SEA,AL,0,0,0,0.7393224,104,0.7043223,,vasqr101
Jack Billingham,1979,DET,AL,5,2,0,0.7407224,103,0.7057223,0.0311708,billj101
Sammy Stewart,1979,BAL,AL,15,6,3,0.7519224,95,0.7169223,-0.0287918,stews001
Doc Medich,1979,TEX,AL,7,2,0,0.7477223,98,0.7127223,0.3044597,medid101
Vern Ruhle,1979,HOU,AL,1,1,0,0.7533224,94,0.7183223,-0.2270552,ruhlv001
Guy Hoffman,1979,CHA,AL,3,5,3,0.7435223,101,0.7085223,-1.387453,hoffg002
Jim Clancy,1979,TOR,AL,1,0,0,0.7421224,102,0.7071223,0.1522964,clanj001
Marty Pattin,1979,KCA,AL,5,4,1,0.7435223,101,0.7085223,-0.7158843,pattm101
Craig Kusick,1979,TOR,AL,0,0,0,0.7421224,102,0.7071223,,kusic101
Paul Mitchell,1979,MIL,AL,1,1,0,0.7463223,99,0.7113223,-0.2197752,mitcp101
Bruce Robbins,1979,DET,AL,0,0,1,0.7407224,103,0.7057223,,robbb101
