pollno	race	year	location	type_simple	type_detail	pollster	partisan	polldate	samplesize	cand1_name	cand1_pct	cand2_name	cand2_pct	cand3_pct	margin_poll	electiondate	cand1_actual	cand2_actual	margin_actual	error	bias	rightcall	comment
5384319	2008_Pres-G_AK	2008	AK	Pres-G	Pres-G	Dittman Research		10/27/2008	489	Democrat	37	Republican	56		-19	11/4/2008	37.8893736	59.42451954	-21.53514594	2.535145939	2.535145939	1	
5384320	2008_Pres-G_AR	2008	AR	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/27/2008	500	Democrat	44	Republican	54		-10	11/4/2008	38.86465977	58.7159045	-19.85124473	9.851244735	9.851244735	1	
5384321	2008_Pres-G_GA	2008	GA	Pres-G	Pres-G	InsiderAdvantage		10/27/2008	637	Democrat	47	Republican	48		-1	11/4/2008	46.9901791	52.20451799	-5.214338897	4.214338897	4.214338897	1	
5384322	2008_Pres-G_IN	2008	IN	Pres-G	Pres-G	Selzer & Company		10/27/2008	606	Democrat	45.9	Republican	45.3		0.6	11/4/2008	49.76501727	48.73675053	1.028266742	0.428266742	-0.428266742	1	
5384323	2008_Pres-G_MI	2008	MI	Pres-G	Pres-G	EPIC-MRA		10/27/2008	600	Democrat	50	Republican	38		12	11/4/2008	57.43324731	40.95970566	16.47354165	4.473541646	-4.473541646	1	
5384324	2008_Pres-G_MS	2008	MS	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/27/2008	500	Democrat	45	Republican	53		-8	11/4/2008	43.00155443	56.17618898	-13.17463455	5.174634555	5.174634555	1	
5384325	2008_Pres-G_NJ	2008	NJ	Pres-G	Pres-G	Research 2000		10/27/2008	600	Democrat	54	Republican	38		16	11/4/2008	57.27213715	41.70393386	15.56820329	0.431796707	0.431796707	1	
5384326	2008_Pres-G_NV	2008	NV	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/27/2008	700	Democrat	50	Republican	46		4	11/4/2008	55.14667592	42.65411511	12.49256082	8.492560815	-8.492560815	1	
5384327	2008_Pres-G_NV	2008	NV	Pres-G	Pres-G	Research 2000		10/27/2008	600	Democrat	50	Republican	45		5	11/4/2008	55.14667592	42.65411511	12.49256082	7.492560815	-7.492560815	1	
5384328	2008_Pres-G_OH	2008	OH	Pres-G	Pres-G	Columbus Dispatch		10/27/2008	2167	Democrat	52	Republican	46		6	11/4/2008	50.61754199	46.10293801	4.514603975	1.485396025	1.485396025	1	
5384329	2008_Pres-G_OH	2008	OH	Pres-G	Pres-G	SurveyUSA		10/27/2008	648	Democrat	49	Republican	45		4	11/4/2008	50.61754199	46.10293801	4.514603975	0.514603975	-0.514603975	1	
5384330	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	Marist College		10/27/2008	713	Democrat	55	Republican	41		14	11/4/2008	54.55974696	44.22721584	10.33253113	3.667468875	3.667468875	1	
5384331	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/27/2008	500	Democrat	53	Republican	46		7	11/4/2008	54.55974696	44.22721584	10.33253113	3.332531125	-3.332531125	1	
5384332	2008_Pres-G_SC	2008	SC	Pres-G	Pres-G	Princeton Survey Research Associates International		10/27/2008	400	Democrat	42	Republican	53		-11	11/4/2008	44.89656002	53.87364398	-8.977083961	2.022916039	-2.022916039	1	
5384333	2008_Pres-G_US	2008	US	Pres-G	Pres-G	CBS News/New York Times		10/27/2008	1005	Democrat	52	Republican	39		13	11/4/2008	52.92	45.66	7.26	5.74	5.74	1	
5384334	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/27/2008	3000	Democrat	50	Republican	47		3	11/4/2008	52.92	45.66	7.26	4.26	-4.26	1	
5384335	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Research 2000		10/27/2008	1100	Democrat	50	Republican	44		6	11/4/2008	52.92	45.66	7.26	1.26	-1.26	1	
5384336	2008_Pres-G_US	2008	US	Pres-G	Pres-G	Zogby Analytics, telephone		10/27/2008	1203	Democrat	49.1	Republican	44.4		4.7	11/4/2008	52.92	45.66	7.26	2.56	-2.56	1	
5384337	2008_Pres-G_UT	2008	UT	Pres-G	Pres-G	Dan Jones & Associates		10/27/2008	1205	Democrat	32	Republican	57		-25	11/4/2008	34.40574567	62.58386971	-28.17812405	3.178124048	3.178124048	1	
5384338	2008_Pres-G_VA	2008	VA	Pres-G	Pres-G	Marist College		10/27/2008	671	Democrat	51	Republican	47		4	11/4/2008	52.62946987	46.33050069	6.298969183	2.298969183	-2.298969183	1	
5384339	2008_Pres-G_WA	2008	WA	Pres-G	Pres-G	SurveyUSA		10/27/2008	630	Democrat	56	Republican	39		17	11/4/2008	57.65289221	40.47630494	17.17658727	0.176587272	-0.176587272	1	
5384340	2008_Sen-G_GA	2008	GA	Sen-G	Sen-G	InsiderAdvantage		10/27/2008	637	Democrat	44	Republican	46		-2	11/4/2008	46.8	49.8	-3	1	1	1	
5384341	2008_Sen-G_KY	2008	KY	Sen-G	Sen-G	Garin-Hart-Yang Research Group	D	10/27/2008	502	Democrat	45	Republican	47		-2	11/4/2008	47.03438043	52.96561957	-5.93123914	3.93123914	3.93123914	1	
5384342	2008_Sen-G_MI	2008	MI	Sen-G	Sen-G	EPIC-MRA		10/27/2008	600	Democrat	54	Republican	36		18	11/4/2008	62.66496446	33.84612529	28.81883917	10.81883917	-10.81883917	1	
5384343	2008_Sen-G_NJ	2008	NJ	Sen-G	Sen-G	Research 2000		10/27/2008	600	Democrat	56	Republican	39		17	11/4/2008	56.03011677	41.95400071	14.07611606	2.923883938	2.923883938	1	
5384344	2008_Sen-GS_MS	2008	MS	Sen-G	Sen-GS	Rasmussen Reports/Pulse Opinion Research		10/27/2008	500	Democrat	43	Republican	54		-11	11/4/2008	45.04	54.96	-9.92	1.08	-1.08	1	
5384345	2008_Gov-G_DE	2008	DE	Gov-G	Gov-G	SurveyUSA		10/28/2008	657	Democrat	62	Republican	27	5	35	11/4/2008	67.5	32	35.5	0.5	-0.5	1	
5384346	2008_Gov-G_NC	2008	NC	Gov-G	Gov-G	Tel Opinion Research		10/28/2008	600	Democrat	45	Republican	43	3	2	11/4/2008	50.3	46.9	3.4	1.4	-1.4	1	
5384347	2008_Gov-G_NH	2008	NH	Gov-G	Gov-G	Strategic Vision, LLC		10/28/2008	800	Democrat	67	Republican	24		43	11/4/2008	70.2	27.6	42.6	0.4	0.4	1	
5384348	2008_Gov-G_NH	2008	NH	Gov-G	Gov-G	Suffolk University		10/28/2008	600	Democrat	67	Republican	15	2	52	11/4/2008	70.2	27.6	42.6	9.4	9.4	1	
5384349	2008_Gov-G_NH	2008	NH	Gov-G	Gov-G	University of New Hampshire		10/28/2008	688	Democrat	68	Republican	18		50	11/4/2008	70.2	27.6	42.6	7.4	7.4	1	
5384350	2008_House-G_KY-2	2008	KY-2	House-G	House-G	SurveyUSA		10/28/2008	587	Democrat	43	Republican	53		-10	11/4/2008	47.42702148	52.57297852	-5.145957032	4.854042968	-4.854042968	1	
5384351	2008_House-G_MO-6	2008	MO-6	House-G	House-G	SurveyUSA		10/28/2008	618	Democrat	36	Republican	54	5	-18	11/4/2008	36.85950063	59.42745518	-22.56795454	4.567954545	4.567954545	1	
5384352	2008_House-G_NH-1	2008	NH-1	House-G	House-G	University of New Hampshire		10/28/2008	341	Democrat	48	Republican	40		8	11/4/2008	51.7597463	45.86400214	5.895744163	2.104255837	2.104255837	1	
5384353	2008_House-G_NH-2	2008	NH-2	House-G	House-G	University of New Hampshire		10/28/2008	344	Democrat	48	Republican	26		22	11/4/2008	56.44174721	41.42414026	15.01760695	6.982393047	6.982393047	1	
5384354	2008_House-G_OR-5	2008	OR-5	House-G	House-G	SurveyUSA		10/28/2008	668	Democrat	55	Republican	31		24	11/4/2008	54.25488685	38.33491696	15.91996988	8.080030119	8.080030119	1	
5384355	2008_House-G_PA-12	2008	PA-12	House-G	House-G	Dane & Associates		10/28/2008	3657	Democrat	46	Republican	44		2	11/4/2008	57.85206492	42.14793508	15.70412984	13.70412984	-13.70412984	1	
5384356	2008_House-G_WY-1	2008	WY-1	House-G	House-G	Research 2000		10/28/2008	600	Democrat	45	Republican	49		-4	11/4/2008	42.80679244	52.62495238	-9.818159947	5.818159947	5.818159947	1	
5384357	2008_Pres-G_AK	2008	AK	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	41	Republican	57		-16	11/4/2008	37.8893736	59.42451954	-21.53514594	5.535145939	5.535145939	1	
5384358	2008_Pres-G_AL	2008	AL	Pres-G	Pres-G	SurveyUSA		10/28/2008	650	Democrat	36	Republican	61		-25	11/4/2008	38.74043429	60.31691303	-21.57647873	3.423521265	-3.423521265	1	
5384359	2008_Pres-G_AZ	2008	AZ	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/28/2008	625	Democrat	44	Republican	48		-4	11/4/2008	45.11525087	53.63524782	-8.519996948	4.519996948	4.519996948	1	
5384360	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	Marist College		10/28/2008	682	Democrat	51	Republican	45		6	11/4/2008	53.66023684	44.70752211	8.952714731	2.952714731	-2.952714731	1	
5384361	2008_Pres-G_DE	2008	DE	Pres-G	Pres-G	SurveyUSA		10/28/2008	657	Democrat	63	Republican	33		30	11/4/2008	61.94266898	36.94703355	24.99563543	5.004364567	5.004364567	1	
5384362	2008_Pres-G_IA	2008	IA	Pres-G	Pres-G	Research 2000		10/28/2008	600	Democrat	53	Republican	39		14	11/4/2008	53.92802007	44.39325936	9.534760719	4.465239281	4.465239281	1	
5384363	2008_Pres-G_KS	2008	KS	Pres-G	Pres-G	SurveyUSA		10/28/2008	626	Democrat	37	Republican	58		-21	11/4/2008	41.65196719	56.61225434	-14.96028715	6.039712851	-6.039712851	1	
5384364	2008_Pres-G_KY	2008	KY	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/28/2008	817	Democrat	42	Republican	51		-9	11/4/2008	41.16811378	57.39902114	-16.23090736	7.230907359	7.230907359	1	
5384365	2008_Pres-G_KY	2008	KY	Pres-G	Pres-G	Research 2000		10/28/2008	600	Democrat	39	Republican	56		-17	11/4/2008	41.16811378	57.39902114	-16.23090736	0.769092641	-0.769092641	1	
5384366	2008_Pres-G_MA	2008	MA	Pres-G	Pres-G	SurveyUSA		10/28/2008	658	Democrat	56	Republican	39		17	11/4/2008	61.80156671	35.99024338	25.81132333	8.811323327	-8.811323327	1	
5384367	2008_Pres-G_MI	2008	MI	Pres-G	Pres-G	Mitchell Research & Communications		10/28/2008	600	Democrat	54	Republican	40		14	11/4/2008	57.43324731	40.95970566	16.47354165	2.473541646	-2.473541646	1	
5384368	2008_Pres-G_MI	2008	MI	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	53	Republican	43		10	11/4/2008	57.43324731	40.95970566	16.47354165	6.473541646	-6.473541646	1	
5384369	2008_Pres-G_MI	2008	MI	Pres-G	Pres-G	Strategic Vision, LLC		10/28/2008	1200	Democrat	54	Republican	41		13	11/4/2008	57.43324731	40.95970566	16.47354165	3.473541646	-3.473541646	1	
5384370	2008_Pres-G_MN	2008	MN	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/28/2008	625	Democrat	48	Republican	40		8	11/4/2008	54.0602927	43.82293104	10.23736165	2.237361654	-2.237361654	1	
5384371	2008_Pres-G_MN	2008	MN	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	55	Republican	43		12	11/4/2008	54.0602927	43.82293104	10.23736165	1.762638346	1.762638346	1	
5384372	2008_Pres-G_MN	2008	MN	Pres-G	Pres-G	Research 2000		10/28/2008	600	Democrat	53	Republican	38		15	11/4/2008	54.0602927	43.82293104	10.23736165	4.762638346	4.762638346	1	
5384373	2008_Pres-G_MS	2008	MS	Pres-G	Pres-G	Research 2000		10/28/2008	600	Democrat	40	Republican	53		-13	11/4/2008	43.00155443	56.17618898	-13.17463455	0.174634555	0.174634555	1	
5384374	2008_Pres-G_NC	2008	NC	Pres-G	Pres-G	Tel Opinion Research		10/28/2008	600	Democrat	47	Republican	46		1	11/4/2008	49.7036664	49.37479862	0.32886778	0.67113222	0.67113222	1	aka Civitas
5384375	2008_Pres-G_NH	2008	NH	Pres-G	Pres-G	Strategic Vision, LLC		10/28/2008	800	Democrat	50	Republican	41		9	11/4/2008	54.12689706	44.52142847	9.605468585	0.605468585	-0.605468585	1	
5384376	2008_Pres-G_NH	2008	NH	Pres-G	Pres-G	Suffolk University		10/28/2008	600	Democrat	53	Republican	40		13	11/4/2008	54.12689706	44.52142847	9.605468585	3.394531415	3.394531415	1	
5384377	2008_Pres-G_NM	2008	NM	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	54	Republican	44		10	11/4/2008	56.90748026	41.77903483	15.12844543	5.128445428	-5.128445428	1	
5384378	2008_Pres-G_NY	2008	NY	Pres-G	Pres-G	SurveyUSA		10/28/2008	633	Democrat	62	Republican	33		29	11/4/2008	62.91398749	36.04373426	26.87025324	2.129746764	2.129746764	1	
5384379	2008_Pres-G_OR	2008	OR	Pres-G	Pres-G	Research 2000		10/28/2008	600	Democrat	55	Republican	39		16	11/4/2008	56.74880626	40.40098169	16.34782456	0.347824565	-0.347824565	1	
5384380	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/28/2008	625	Democrat	47	Republican	43		4	11/4/2008	54.55974696	44.22721584	10.33253113	6.332531125	-6.332531125	1	
5384381	2008_Pres-G_PA	2008	PA	Pres-G	Pres-G	Strategic Vision, LLC		10/28/2008	1200	Democrat	49	Republican	44		5	11/4/2008	54.55974696	44.22721584	10.33253113	5.332531125	-5.332531125	1	
5384382	2008_Pres-G_US	2008	US	Pres-G	Pres-G	IBD/TIPP		10/28/2008	894	Democrat	48.2	Republican	43.8		4.4	11/4/2008	52.92	45.66	7.26	2.86	-2.86	1	
5384383	2008_Pres-G_WI	2008	WI	Pres-G	Pres-G	Research 2000		10/28/2008	600	Democrat	53	Republican	42		11	11/4/2008	56.34093364	42.40635212	13.93458152	2.934581524	-2.934581524	1	
5384384	2008_Pres-G_WY	2008	WY	Pres-G	Pres-G	Research 2000		10/28/2008	500	Democrat	36	Republican	61		-25	11/4/2008	31.31135276	62.32874124	-31.01738848	6.017388479	6.017388479	1	
5384385	2008_Sen-G_AK	2008	AK	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	52	Republican	44		8	11/4/2008	47.76708013	46.52291461	1.244165515	6.755834485	6.755834485	1	
5384386	2008_Sen-G_AL	2008	AL	Sen-G	Sen-G	SurveyUSA		10/28/2008	650	Democrat	32	Republican	65		-33	11/4/2008	36.52044883	63.36223195	-26.84178312	6.158216884	-6.158216884	1	
5384387	2008_Sen-G_DE	2008	DE	Sen-G	Sen-G	SurveyUSA		10/28/2008	657	Democrat	66	Republican	32		34	11/4/2008	64.68651258	35.31348742	29.37302516	4.626974838	4.626974838	1	
5384388	2008_Sen-G_IA	2008	IA	Sen-G	Sen-G	Research 2000		10/28/2008	600	Democrat	57	Republican	37		20	11/4/2008	62.65578029	37.26124779	25.3945325	5.394532503	-5.394532503	1	
5384389	2008_Sen-G_IA	2008	IA	Sen-G	Sen-G	Research 2000		10/28/2008	600	Democrat	57	Republican	37		20	11/4/2008	62.65578029	37.26124779	25.3945325	5.394532503	-5.394532503	1	
5384390	2008_Sen-G_KS	2008	KS	Sen-G	Sen-G	SurveyUSA		10/28/2008	626	Democrat	33	Republican	60		-27	11/4/2008	36.45846583	60.05839645	-23.59993062	3.400069382	-3.400069382	1	
5384391	2008_Sen-G_KY	2008	KY	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/28/2008	817	Democrat	42	Republican	47		-5	11/4/2008	47.03438043	52.96561957	-5.93123914	0.93123914	0.93123914	1	
5384392	2008_Sen-G_KY	2008	KY	Sen-G	Sen-G	Research 2000		10/28/2008	600	Democrat	44	Republican	47		-3	11/4/2008	47.03438043	52.96561957	-5.93123914	2.93123914	2.93123914	1	
5384393	2008_Sen-G_MA	2008	MA	Sen-G	Sen-G	SurveyUSA		10/28/2008	658	Democrat	58	Republican	34		24	11/4/2008	65.85876182	30.92744186	34.93131996	10.93131996	-10.93131996	1	
5384394	2008_Sen-G_MI	2008	MI	Sen-G	Sen-G	Strategic Vision, LLC		10/28/2008	1200	Democrat	56	Republican	33		23	11/4/2008	62.66496446	33.84612529	28.81883917	5.818839175	-5.818839175	1	
5384395	2008_Sen-G_MN	2008	MN	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/28/2008	625	Democrat	36	Republican	42		-6	11/4/2008	41.99368621	41.98288156	0.010804648	6.010804648	-6.010804648	0	
5384396	2008_Sen-G_MN	2008	MN	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	39	Republican	43		-4	11/4/2008	41.99368621	41.98288156	0.010804648	4.010804648	-4.010804648	0	
5384397	2008_Sen-G_MN	2008	MN	Sen-G	Sen-G	Research 2000		10/28/2008	600	Democrat	40	Republican	43		-3	11/4/2008	41.99368621	41.98288156	0.010804648	3.010804648	-3.010804648	0	
5384398	2008_Sen-G_NC	2008	NC	Sen-G	Sen-G	Tel Opinion Research		10/28/2008	600	Democrat	45	Republican	43		2	11/4/2008	52.6527808	44.18359679	8.469184006	6.469184006	-6.469184006	1	
5384399	2008_Sen-G_NH	2008	NH	Sen-G	Sen-G	Strategic Vision, LLC		10/28/2008	800	Democrat	48	Republican	41		7	11/4/2008	51.58962387	45.25171024	6.337913634	0.662086366	0.662086366	1	
5384400	2008_Sen-G_NH	2008	NH	Sen-G	Sen-G	Suffolk University		10/28/2008	600	Democrat	48	Republican	39		9	11/4/2008	51.58962387	45.25171024	6.337913634	2.662086366	2.662086366	1	
5384401	2008_Sen-G_NM	2008	NM	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/28/2008	500	Democrat	56	Republican	41		15	11/4/2008	61.32799126	38.67200874	22.65598252	7.655982517	-7.655982517	1	
5384402	2008_Sen-G_OR	2008	OR	Sen-G	Sen-G	Public Policy Polling		10/28/2008	1424	Democrat	51	Republican	43		8	11/4/2008	48.90467009	45.55344712	3.351222968	4.648777032	4.648777032	1	
5384403	2008_Sen-G_OR	2008	OR	Sen-G	Sen-G	Research 2000		10/28/2008	600	Democrat	48	Republican	42		6	11/4/2008	48.90467009	45.55344712	3.351222968	2.648777032	2.648777032	1	
5384404	2008_Sen-G_WY	2008	WY	Sen-G	Sen-G	Research 2000		10/28/2008	500	Democrat	35	Republican	62		-27	11/4/2008	24.25763965	75.6347371	-51.37709745	24.37709745	24.37709745	1	
5384405	2008_Sen-GS_MS	2008	MS	Sen-G	Sen-GS	Research 2000		10/28/2008	600	Democrat	44	Republican	51		-7	11/4/2008	45.04	54.96	-9.92	2.92	2.92	1	
5384406	2008_Sen-GS_WY	2008	WY	Sen-G	Sen-GS	Research 2000		10/28/2008	500	Democrat	35	Republican	60		-25	11/4/2008	25.86	71.5	-45.64	20.64	20.64	1	
5384407	2008_Gov-G_IN	2008	IN	Gov-G	Gov-G	SurveyUSA		10/29/2008	900	Democrat	38	Republican	55	4	-17	11/4/2008	40.1	57.8	-17.7	0.7	0.7	1	
5384408	2008_Gov-G_MT	2008	MT	Gov-G	Gov-G	Research 2000		10/29/2008	500	Democrat	58	Republican	40		18	11/4/2008	65.5	32.5	33	15	-15	1	
5384409	2008_Gov-G_NC	2008	NC	Gov-G	Gov-G	Research 2000		10/29/2008	600	Democrat	49	Republican	44		5	11/4/2008	50.3	46.9	3.4	1.6	1.6	1	
5384410	2008_Gov-G_NH	2008	NH	Gov-G	Gov-G	American Research Group		10/29/2008	600	Democrat	68	Republican	28		40	11/4/2008	70.2	27.6	42.6	2.6	-2.6	1	
5384411	2008_Gov-G_NH	2008	NH	Gov-G	Gov-G	Research 2000		10/29/2008	600	Democrat	64	Republican	32	2	32	11/4/2008	70.2	27.6	42.6	10.6	-10.6	1	
5384412	2008_Gov-G_WA	2008	WA	Gov-G	Gov-G	University of Washington		10/29/2008	400	Democrat	50	Republican	48		2	11/4/2008	53.3	46.7	6.6	4.6	-4.6	1	
5384413	2008_House-G_AK-1	2008	AK-1	House-G	House-G	Research 2000		10/29/2008	600	Democrat	53	Republican	44		9	11/4/2008	44.97473011	50.14196569	-5.167235581	14.16723558	14.16723558	0	
5384414	2008_House-G_MT-1	2008	MT-1	House-G	House-G	Research 2000		10/29/2008	500	Democrat	39	Republican	55		-16	11/4/2008	32.42	64.14	-31.72	15.72	15.72	1	
5384415	2008_House-G_NH-1	2008	NH-1	House-G	House-G	Research 2000		10/29/2008	300	Democrat	49	Republican	42		7	11/4/2008	51.7597463	45.86400214	5.895744163	1.104255837	1.104255837	1	
5384416	2008_House-G_NH-2	2008	NH-2	House-G	House-G	Research 2000		10/29/2008	300	Democrat	55	Republican	38	3	17	11/4/2008	56.44174721	41.42414026	15.01760695	1.982393047	1.982393047	1	
5384417	2008_House-G_NM-1	2008	NM-1	House-G	House-G	Research & Polling, Inc.		10/29/2008	400	Democrat	47	Republican	43		4	11/4/2008	55.65444711	44.34555289	11.30889421	7.308894215	-7.308894215	1	
5384418	2008_House-G_NM-2	2008	NM-2	House-G	House-G	Research & Polling, Inc.		10/29/2008	400	Democrat	45	Republican	41		4	11/4/2008	55.95805694	44.04194306	11.91611388	7.916113875	-7.916113875	1	
5384419	2008_House-G_NM-3	2008	NM-3	House-G	House-G	Research & Polling, Inc.		10/29/2008	207	Democrat	51	Republican	23	12	28	11/4/2008	56.74141097	30.47161382	26.26979716	1.730202844	1.730202844	1	
5384420	2008_House-G_NV-2	2008	NV-2	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/29/2008	400	Democrat	37	Republican	50		-13	11/4/2008	41.43845594	51.82416849	-10.38571255	2.614287448	-2.614287448	1	
5384421	2008_House-G_NY-26	2008	NY-26	House-G	House-G	SurveyUSA		10/29/2008	587	Democrat	34	Republican	48		-14	11/4/2008	40.54918876	54.97325451	-14.42406576	0.424065758	0.424065758	1	
5384422	2008_House-G_US	2008	US	House-G	House-G	Financial Dynamics		10/29/2008	725	Democrat	46	Republican	37		9	11/4/2008	53.29203699	42.24617442	11.04586258	2.045862576	-2.045862576	1	aka Hotline/Diageo
5384423	2008_Pres-G_AK	2008	AK	Pres-G	Pres-G	Research 2000		10/29/2008	600	Democrat	39	Republican	58		-19	11/4/2008	37.8893736	59.42451954	-21.53514594	2.535145939	2.535145939	1	
5384424	2008_Pres-G_AZ	2008	AZ	Pres-G	Pres-G	American Research Group		10/29/2008	600	Democrat	46	Republican	50		-4	11/4/2008	45.11525087	53.63524782	-8.519996948	4.519996948	4.519996948	1	
5384425	2008_Pres-G_AZ	2008	AZ	Pres-G	Pres-G	Research 2000		10/29/2008	600	Democrat	47	Republican	48		-1	11/4/2008	45.11525087	53.63524782	-8.519996948	7.519996948	7.519996948	1	
5384426	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	American Research Group		10/29/2008	600	Democrat	52	Republican	45		7	11/4/2008	53.66023684	44.70752211	8.952714731	1.952714731	-1.952714731	1	
5384427	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/29/2008	625	Democrat	49	Republican	44		5	11/4/2008	53.66023684	44.70752211	8.952714731	3.952714731	-3.952714731	1	
5384428	2008_Pres-G_CO	2008	CO	Pres-G	Pres-G	Public Policy Polling		10/29/2008	2023	Democrat	54	Republican	44		10	11/4/2008	53.66023684	44.70752211	8.952714731	1.047285269	1.047285269	1	
5384429	2008_Pres-G_GA	2008	GA	Pres-G	Pres-G	Research 2000		10/29/2008	600	Democrat	44	Republican	47		-3	11/4/2008	46.9901791	52.20451799	-5.214338897	2.214338897	2.214338897	1	
5384430	2008_Pres-G_IA	2008	IA	Pres-G	Pres-G	SurveyUSA		10/29/2008	658	Democrat	55	Republican	40		15	11/4/2008	53.92802007	44.39325936	9.534760719	5.465239281	5.465239281	1	
5384431	2008_Pres-G_IN	2008	IN	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2008	700	Democrat	46	Republican	49		-3	11/4/2008	49.76501727	48.73675053	1.028266742	4.028266742	-4.028266742	0	
5384432	2008_Pres-G_IN	2008	IN	Pres-G	Pres-G	SurveyUSA		10/29/2008	900	Democrat	49	Republican	49		0	11/4/2008	49.76501727	48.73675053	1.028266742	1.028266742	-1.028266742	0.5	
5384433	2008_Pres-G_KY	2008	KY	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2008	500	Democrat	43	Republican	55		-12	11/4/2008	41.16811378	57.39902114	-16.23090736	4.230907359	4.230907359	1	
5384434	2008_Pres-G_MI	2008	MI	Pres-G	Pres-G	Public Policy Polling		10/29/2008	1532	Democrat	53	Republican	40		13	11/4/2008	57.43324731	40.95970566	16.47354165	3.473541646	-3.473541646	1	
5384435	2008_Pres-G_MN	2008	MN	Pres-G	Pres-G	Public Policy Polling		10/29/2008	1050	Democrat	57	Republican	41		16	11/4/2008	54.0602927	43.82293104	10.23736165	5.762638346	5.762638346	1	
5384436	2008_Pres-G_MO	2008	MO	Pres-G	Pres-G	American Research Group		10/29/2008	600	Democrat	48	Republican	48		0	11/4/2008	49.29264787	49.42607441	-0.133426546	0.133426546	0.133426546	0.5	
5384437	2008_Pres-G_MO	2008	MO	Pres-G	Pres-G	InsiderAdvantage		10/29/2008	841	Democrat	47	Republican	50		-3	11/4/2008	49.29264787	49.42607441	-0.133426546	2.866573454	-2.866573454	1	
5384438	2008_Pres-G_MO	2008	MO	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/29/2008	625	Democrat	46	Republican	47		-1	11/4/2008	49.29264787	49.42607441	-0.133426546	0.866573454	-0.866573454	1	
5384439	2008_Pres-G_MT	2008	MT	Pres-G	Pres-G	American Research Group		10/29/2008	600	Democrat	46	Republican	49		-3	11/4/2008	47.25	49.51	-2.26	0.74	-0.74	1	
5384440	2008_Pres-G_MT	2008	MT	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2008	500	Democrat	46	Republican	50		-4	11/4/2008	47.25	49.51	-2.26	1.74	-1.74	1	
5384441	2008_Pres-G_MT	2008	MT	Pres-G	Pres-G	Research 2000		10/29/2008	500	Democrat	44	Republican	48		-4	11/4/2008	47.25	49.51	-2.26	1.74	-1.74	1	
