"food","characteristic","p_values"
"DT_P205","quit_smoking",0.662706
"HOTDOGTYPE","belly",0.66275
"EGGSFREQ","currently_smoke",0.66275
"STARCH","Jewish",0.662983
"GROUP_ICE_CREAM_FROZEN_YOGURT_LOW_FAT_TOTAL_GRAMS","right_hand",0.663043
"GROUP_CABBAGE_SLAW_CHINESE_CABBAGES_TOTAL_GRAMS","smoke_rarely",0.663054
"GROUP_REDUCED_FAT_2_PCT_MILK_TOTAL_GRAMS","cat",0.663055
"GROUP_WHOLE_MILK_4_PCT_FAT_TOTAL_GRAMS","smoke_rarely",0.663074
"GROUP_OTHER_SOUP_TOTAL_GRAMS","diabetes",0.663164
"D_CHEESE","currently_smoke",0.663182
"DT_P226","Jewish",0.663225
"ORANGEJUICETYPE","ever_smoked",0.663291
"ORANGEJUICETYPE","never_smoked",0.663291
"BISCUITFREQ","neutralCable",0.663535
"PEANUTBUTTERFREQ","favCable",0.663575
"GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS","favCable",0.663582
"GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS","quit_smoking",0.663582
"GROUP_CORN_PUFFS_TWISTS_SOY_POTATO_CHIPS_TOTAL_GRAMS","unfavCable",0.66361
"DT_P184","readingMath",0.663657
"GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS","never_smoked",0.663663
"GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS","ever_smoked",0.663663
"GROUP_CANDY_NOT_CHOCOLATE_TOTAL_GRAMS","Dems",0.663853
"STARCH","quit_smoking",0.663977
"COOKIESQUAN","dog",0.664025
"GROUP_SHREDDED_WHEAT_TOTAL_GRAMS","currently_smoke",0.664037
"GROUP_SHREDDED_WHEAT_TOTAL_GRAMS","belly",0.664037
"DT_VITK","readingMath",0.664051
"GROUP_CORN_PUFFS_TWISTS_SOY_POTATO_CHIPS_TOTAL_GRAMS","smoke_often",0.664088
"GROUP_SOLID_COUNT","atheist",0.664121
"DONUTSFREQ","cat",0.664154
"LATINO","ever_smoked",0.664186
"LATINO","never_smoked",0.664186
"GROUP_A_SUGBEV_TOTAL_FREQUENCY","neutralCable",0.664195
"GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS","right_hand",0.664217
"ORANGESFREQ","quit_smoking",0.664305
"DT_NIAC","mathReading",0.664323
"F15D1","ever_smoked",0.664327
"F15D1","never_smoked",0.664327
"BROWNRICEQUAN","yesCrash",0.664423
"BROWNRICEQUAN","left_hand",0.664423
"V_DRKGR","dog",0.664511
"PSVEGDKG","dog",0.664511
"LACS","unfavCable",0.664522
"CHOLNGPC","Dems",0.664524
"DDZEIN","yesCrash",0.664589
"SUP_IRON","ever_smoked",0.66461
"SUP_IRON","never_smoked",0.66461
"GROUP_SANDWICH_BUNS_MULTIGRAIN_TOTAL_GRAMS","smoke_rarely",0.664652
"CREAMCHEESEFREQ","favCable",0.664681
"MARGARINEFREQ","cancer",0.664717
"GROUP_SOLID_TOTAL_FREQUENCY","dog",0.664735
"BUNSQUAN","dog",0.664784
"COOKINGFATCORN","dog",0.664784
"TORTILLASTYPE","atheist",0.664879
"JAMQUAN","mathReading",0.664922
"MAYOTYPE","noCrash",0.664974
"CALCIUMQUAN","rash",0.665017
"HICQUAN","cancer",0.665019
"BROWNRICEFREQ","cancer",0.66506
"COFFEEQUAN","left_hand",0.665066
"COFFEEQUAN","yesCrash",0.665066
"SODAFREQ","yesCrash",0.665129
"WHOLEGRAINCEREALQUAN","neutralCable",0.665188
"HAMBURGERTYPE","unfavCable",0.665195
"GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS","favCable",0.665374
"BEANSQUAN","smoke_often",0.665394
"FRIEDORBREADEDCHICKENQUAN","smoke_often",0.665394
"COOKINGFATOLIVE","uhCrash",0.665446
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","heart_disease",0.66545
"BUTTERQUAN","rash",0.665455
"SUP_B6","currently_smoke",0.665474
"THR_G","dog",0.665494
"GROUP_POPCORN_LOW_FAT_LIGHT_TOTAL_GRAMS","currently_smoke",0.665594
"DT_P205","neutralCable",0.665604
"SLICEDCHEESEQUAN","smoke_rarely",0.665616
"TOFUQUAN","diabetes",0.665616
"GROUP_HONEY_BUNCHES_OF_OATS_TOTAL_GRAMS","right_hand",0.665676
"DT_VARAE","noCrash",0.665905
"VITAMINB6YEARS","right_hand",0.665921
"F15D1","yesCrash",0.666007
"DT_M161","left_hand",0.666053
"COLDCEREALFREQ","Jewish",0.66612
"VITAMINB12AMOUNT","neutralCable",0.666179
"SLICEDCHEESETYPE","never_smoked",0.6662
"SLICEDCHEESETYPE","ever_smoked",0.6662
"SWEETPOTATOESFREQ","neutralCable",0.666211
"ICECREAMQUAN","Jewish",0.666231
"GROUP_GRANOLA_TOTAL_GRAMS","cancer",0.666279
"CHOLNPC","uhCrash",0.666345
"VARIETYMEATFREQ","cat",0.666355
"PF_MEAT","uhCrash",0.666397
"GROUP_CREAM_CHEESE_SOUR_CREAM_DIP_TOTAL_GRAMS","atheist",0.666429
"T_ANTHOCYADNS","cancer",0.666486
"F24D1C","quit_smoking",0.666493
"F18D3CN3","rash",0.66672
"SALSAQUAN","Dems",0.666729
"TOCPHB","belly",0.666801
"GROUP_ENERGY_DRINKS_LOW_SUGAR_TOTAL_GRAMS","right_hand",0.666835
"GROUP_SALAD_DRESSING_LOW_FAT_TOTAL_GRAMS","quit_smoking",0.666896
"GROUP_SALAD_DRESSING_LOW_FAT_TOTAL_GRAMS","favCable",0.666896
"COOKIESTYPE","neutralCable",0.666981
"GROUP_CHEERIOS_HONEY_NUT_FLAVORS_TOTAL_GRAMS","uhCrash",0.666989
"GROUP_ENERGY_DRINKS_SUGAR_TOTAL_GRAMS","yesCrash",0.667023
"GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS","right_hand",0.667037
"PAC_2","rash",0.667056
"F20D2CN6","dog",0.667147
"GROUP_ENERGY_DRINKS_SUGAR_TOTAL_GRAMS","rash",0.667157
"PANCAKEQUAN","mathReading",0.667236
"GROUP_OTHER_BEANS_LENTIL_CHILI_NOT_RICE_AND_BEANS_TOTAL_GRAMS","smoke_rarely",0.66724
"FIBERSUPPAMOUNT","neutralCable",0.667287
"DT_VITB6","left_hand",0.667416
"PORKCHOPSQUAN","smoke_rarely",0.667417
"EPICATEGC","uhCrash",0.667422
"GROUP_HIGH_PROTEIN_BAR_TOTAL_GRAMS","smoke_often",0.667509
"OTHERRICHSAUCESFREQ","atheist",0.667597
"PHYTIC_ACID","yesCrash",0.667623
"GROUP_LOW_CAL_KOOLAID_TOTAL_GRAMS","Dems",0.667666
"STEAKQUAN","atheist",0.667732
"STEAKQUAN","noCrash",0.667732
"SUP_VITD","right_hand",0.667834
"VITAMINAAMOUNT","belly",0.667894
"VITAMINAAMOUNT","currently_smoke",0.667894
"GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS","Dems",0.667953
"PASTRIESFREQ","dog",0.667997
"ONEADAYAMOUNT","diabetes",0.668012
"DT_FOLFD","currently_smoke",0.668129
"GROUP_FRIED_FISH_FISH_STICKS_SANDWICH_BREADED_FILLETS_TOTAL_GRAMS","diabetes",0.668148
"VITAMINAAMOUNT","smoke_rarely",0.6682
"WHOLEGRAINCEREALQUAN","favCable",0.668202
"GROUP_BAGELS_WHOLEGRAIN_TOTAL_GRAMS","currently_smoke",0.668212
"DT_P205","unfavCable",0.668213
"F20D2CN6","noCrash",0.66822
"BEEFPORKDISHFREQ","smoke_often",0.668358
"ICEDTEAQUAN","Jewish",0.668358
"FRIEDORBREADEDFISHFREQ","favCable",0.668369
"FRIEDORBREADEDFISHFREQ","quit_smoking",0.668369
"GROUP_TORTILLAS_CORN_TOTAL_GRAMS","uhCrash",0.668384
"GROUP_BREAD_WHOLE_GRAIN_TOTAL_GRAMS","belly",0.668406
"GROUP_COOK_FAT_BUTTER_OR_GHEE_TOTAL_GRAMS","neutralCable",0.668422
"GROUP_FROSTED_FLAKES_TOTAL_GRAMS","unfavCable",0.668463
"PANTAC","uhCrash",0.668474
"BROCCOLIFREQ","smoke_rarely",0.668483
"GROUP_CEREAL_GRANOLA_BARS_TOTAL_GRAMS","mathReading",0.668646
"WEEDYARDFREQ","diabetes",0.668659
"NIACIN_EQUIV_NE","uhCrash",0.668721
"DT_FIBER_SOL","readingMath",0.668824
"POTATOESQUAN","atheist",0.668844
"ZINCYEARS","noCrash",0.668844
"POTATOESQUAN","noCrash",0.668844
"GROUP_BREAD_MIX_TOTAL_GRAMS","noCrash",0.66888
"R_MEAT_S","quit_smoking",0.668897
"GROUP_BISCUITS_SCONES_CROISSANTS_TOTAL_GRAMS","smoke_rarely",0.669109
"V_REDOR_OTHER","currently_smoke",0.669132
"F_TOTAL","heart_disease",0.66918
"PSFRUIT","heart_disease",0.66918
"WINEQUAN","quit_smoking",0.669219
"HAMBURGERQUAN","cat",0.669329
"CARROTSQUAN","Jewish",0.669329
"D_SOY","noCrash",0.669343
"GROUP_CORN_TOTAL_GRAMS","dog",0.669367
"GROUP_SWEETS_TOTAL_FREQUENCY","noCrash",0.669473
"ICEDTEAQUAN","favCable",0.669475
"GROUP_TOFU_OR_TEMPEH_TOTAL_GRAMS","Dems",0.66948
"OTHERRICHSAUCESFREQ","belly",0.669521
"GROUP_MILKY_COFFEE_DRINK_ANY_KIND_TOTAL_GRAMS","belly",0.669583
"GROUP_MILKY_COFFEE_DRINK_ANY_KIND_TOTAL_GRAMS","currently_smoke",0.669583
"GROUP_SWEET_POTATO_YAM_TOTAL_GRAMS","Jewish",0.669621
"ENERGYDRINKSTYPE","Dems",0.669661
"PANTAC","cancer",0.669663
"F18D3CN6","unfavCable",0.669705
"F_CITMLB","quit_smoking",0.669738
"GROUP_COOKIES_LOW_FAT_TOTAL_GRAMS","diabetes",0.669941
"GROUP_BEER_NON_ALCOHOLIC_TOTAL_GRAMS","uhCrash",0.669952
"DT_ACARO","smoke_rarely",0.669966
"GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS","left_hand",0.669984
"GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS","yesCrash",0.669984
"GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS","belly",0.670054
"F20D2CN6","quit_smoking",0.670063
"GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS","never_smoked",0.670131
"GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS","ever_smoked",0.670131
"MEATBALLSFREQ","cancer",0.67015
"F18D3CN3","quit_smoking",0.670311
"GROUP_CHOCOLATE_SAUCE_TOPPINGS_TOTAL_GRAMS","mathReading",0.67039
"GROUP_YOGURT_SWEET_LOW_FAT_TOTAL_GRAMS","noCrash",0.670391
"GROUP_FEET_NECK_TAIL_TONGUE_CHITLINS_TOTAL_GRAMS","yesCrash",0.670455
"GROUP_TURKEY_BURGER_THE_MEAT_TOTAL_GRAMS","currently_smoke",0.670455
"PANCAKEQUAN","diabetes",0.670594
"TACOQUAN","right_hand",0.670651
"PEACHESFREQ","belly",0.67067
"DT_VITK","cat",0.670797
"DT_PROT_ANIMAL","dog",0.670866
"CHOLNGPC","rash",0.670919
"OTHERFRUITJUICESQUAN","belly",0.670931
"GROUP_RAISINS_DRIED_FRUIT_TOTAL_GRAMS","diabetes",0.670949
"WATERQUAN","heart_disease",0.670968
"F22D0","noCrash",0.671007
"GROUP_COFFEE_DECAF_TOTAL_GRAMS","quit_smoking",0.671024
"PELARGDIN","heart_disease",0.671026
"WATERFREQ","Jewish",0.671034
"DONUTSQUAN","cancer",0.671034
"WATERFREQ","smoke_often",0.671034
"DT_CAFFN","smoke_rarely",0.671084
"EGGSFREQ","quit_smoking",0.671102
"GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS","cancer",0.671103
"GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS","uhCrash",0.671236
"F13D0","readingMath",0.671274
"SUP_CU","cancer",0.671306
"GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS","dog",0.671415
"EGGROLLFREQ","mathReading",0.671515
"DT_S160","rash",0.671586
"ENERGYDRINKSTYPE","readingMath",0.671649
"VEALLAMBGAMEQUAN","cancer",0.671731
"BARBECUESAUCEFREQ","heart_disease",0.671752
"PROTEINBARSFREQ","unfavCable",0.671831
"THEAFLV3G","uhCrash",0.671853
"MALS","dog",0.671992
"HEAVYWORKFREQ","noCrash",0.672114
"PEANUTBUTTERQUAN","noCrash",0.672114
"GROUP_SANDWICH_BUNS_WHOLEGRAIN_TOTAL_GRAMS","left_hand",0.672181
"GROUP_SANDWICH_BUNS_WHOLEGRAIN_TOTAL_GRAMS","yesCrash",0.672181
"HOTTEAQUAN","rash",0.672211
"GROUP_OATMEAL_WHOLEGRAIN_COOKED_CEREAL_TOTAL_GRAMS","smoke_often",0.672229
"ISORHMNTN","readingMath",0.672247
"LYS_G","belly",0.672249
"KAEMF","Jewish",0.672252
"THEAFLV33D","uhCrash",0.672313
"GROUP_OTHER_FISH_DISHES_LOW_OMEGA3_TOTAL_GRAMS","Jewish",0.672332
"GROUP_COOKIES_LOW_FAT_TOTAL_GRAMS","left_hand",0.672408
"GLY_G","atheist",0.672432
"GROUP_OJ_CALCIUM_FORTIFIED_TOTAL_GRAMS","cat",0.672472
"EPICATEGC3G","smoke_often",0.672554
"GROUP_OTHER_NOODLES_WHITE_PASTA_TOTAL_GRAMS","smoke_rarely",0.672564
"HOTTEAQUAN","left_hand",0.672596
"TOFUQUAN","smoke_rarely",0.672649
"EATFISH","smoke_rarely",0.672649
"BOTHKINDSCOFFEETYPE","smoke_rarely",0.672649
"DECAFHOTTEATYPE","smoke_rarely",0.672649
"OATSQUARESTYPE","smoke_rarely",0.672649
"SHREDDEDWHEATTYPE","smoke_rarely",0.672649
"FROSTEDFLAKESTYPE","smoke_rarely",0.672649
"GROUP_TORTILLA_MIX_TOTAL_GRAMS","smoke_often",0.672734
"BAGELQUAN","diabetes",0.672748
"OTHERCHIPSFREQ","belly",0.672758
"DT_ACARO","unfavCable",0.672804
"GROUP_PROTEIN_ENERGY_BARS_TOTAL_GRAMS","favCable",0.67285
"MAYOTYPE","readingMath",0.672866
"GROUP_OTHER_MILK_ALMOND_TOTAL_GRAMS","smoke_often",0.672923
"HICFREQ","mathReading",0.673
"BUNSTYPE","atheist",0.673009
"APPLESQUAN","cancer",0.673019
"BANANASQUAN","cancer",0.673019
"WALNUTSQUAN","yesCrash",0.673106
"GROUP_POULTRY_UNCOATED_TOTAL_GRAMS","smoke_often",0.67325
"GL","belly",0.673268
"GROUP_POPCORN_AIR_POP_FAT_FREE_TOTAL_GRAMS","smoke_rarely",0.67327
"GROUP_BREAD_MIX_TOTAL_GRAMS","smoke_often",0.673285
"LUNCHMEATTYPE","cat",0.673286
"GROUP_PORK_FAT_OFF_TOTAL_GRAMS","mathReading",0.673293
"THEAFLAVIN","uhCrash",0.673324
"CATECHIN","readingMath",0.673364
"VAL_G","readingMath",0.673426
"ADD_SUGARS","smoke_rarely",0.673552
"GROUP_LATTE_CAPPUCCINO_WHOLE_MILK_TOTAL_GRAMS","belly",0.673557
"FRIESFREQ","heart_disease",0.673677
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","diabetes",0.673724
"CORNFREQ","dog",0.673741
"PF_SEAFD_LOW","mathReading",0.673745
"OTHERNOODLESFREQ","smoke_rarely",0.673775
"ANTIOXIDANTCOMBOAMOUNT","currently_smoke",0.673789
"ANTIOXIDANTCOMBOAMOUNT","belly",0.673789
"COFFEEDRINKSQUAN","belly",0.673845
"HAMBURGERTYPE","dog",0.673862
"FISHOILTYPE","unfavCable",0.673879
"GROUP_BREAD_WHITE_TOTAL_GRAMS","belly",0.673901
"GROUP_BREAD_WHITE_TOTAL_GRAMS","currently_smoke",0.673901
"GROUP_GREEN_SALAD_RAW_SPINACH_TOTAL_GRAMS","neutralCable",0.673902
"BEEFPORKDISHFREQ","readingMath",0.673908
"COLDCEREALQUAN","belly",0.674036
"LACS","quit_smoking",0.674042
"WALNUTSQUAN","favCable",0.674114
"SUP_OLEIC","Jewish",0.674122
"HAMBURGERFREQ","belly",0.67424
"TOCPHD","yesCrash",0.674306
"BIOCHANIN_A","smoke_rarely",0.674312
"OTHERSOUPFREQ","smoke_rarely",0.674446
"HAMBURGERFREQ","left_hand",0.674485
"GROUP_CHOCOLATE_SAUCE_TOPPINGS_TOTAL_GRAMS","favCable",0.674492
"GROUP_OTHER_NOODLES_WHOLE_GRAIN_TOTAL_GRAMS","quit_smoking",0.674555
"GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS","smoke_rarely",0.674561
"HESPT","readingMath",0.674638
"CHOCAL","ever_smoked",0.674639
"CHOCAL","never_smoked",0.674639
"V_TOTAL","noCrash",0.674647
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","yesCrash",0.674679
"DT_S040","yesCrash",0.674813
"GROUP_GRAVY_RICH_SAUCE_PEANUT_SAUCE_MOLE_TOTAL_GRAMS","unfavCable",0.674897
"ICECREAMQUAN","rash",0.674941
"PEANUTBUTTERFREQ","dog",0.675046
"GROUP_NON_FAT_SKIM_MILK_TOTAL_GRAMS","Jewish",0.675048
"GROUP_NON_FAT_SKIM_MILK_TOTAL_GRAMS","smoke_often",0.675048
"BARBECUESAUCEFREQ","currently_smoke",0.675105
"DELPH","dog",0.675106
"GROUP_OTHER_BEANS_LENTIL_CHILI_NOT_RICE_AND_BEANS_TOTAL_GRAMS","cancer",0.675251
"GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS","left_hand",0.675274
"GI","quit_smoking",0.675307
"GROUP_TORTILLAS_FLOUR_WHEAT_TOTAL_GRAMS","unfavCable",0.675321
"GROUP_SANDWICH_BUNS_WHITE_TOTAL_GRAMS","left_hand",0.675359
"BRISKWALKTIME","uhCrash",0.675364
"GRANOLATYPE","left_hand",0.675379
"GRANOLATYPE","yesCrash",0.675379
"MILKQUAN","quit_smoking",0.675379
"DRIEDFRUITQUAN","yesCrash",0.675379
"MILKQUAN","favCable",0.675379
"CEREALBARSQUAN","favCable",0.675379
"GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS","right_hand",0.67541
"GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS","Jewish",0.67545
"GROUP_LIQUOR_COCKTAILS_TOTAL_GRAMS","uhCrash",0.675512
"GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS","favCable",0.675579
"MODMINS","currently_smoke",0.675583
"GROUP_SANDWICH_BUNS_WHITE_TOTAL_GRAMS","dog",0.675585
"DT_PROT_VEGETABLE","Jewish",0.675588
"SUP_OM_6","belly",0.675662
"SUP_FIBER","unfavCable",0.675701
"GROUP_TURKEY_BURGER_THE_MEAT_TOTAL_GRAMS","quit_smoking",0.675713
"EPICATECG3","uhCrash",0.675733
"EPICATEGC3G","uhCrash",0.675766
"V_REDOR_TOTAL","unfavCable",0.675784
"PSVEGORN","unfavCable",0.675784
"DT_KCAL","rash",0.675796
"F16D1T","rash",0.67585
"COCOAFREQ","neutralCable",0.675858
"GROUP_COOK_FAT_OLIVE_OIL_TOTAL_GRAMS","mathReading",0.675885
"SHELLFISHFREQ","cancer",0.675958
"GROUP_OTHER_FISH_DISHES_LOW_OMEGA3_TOTAL_GRAMS","left_hand",0.67601
"GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS","smoke_often",0.67602
"GROUP_TOFU_OR_TEMPEH_TOTAL_GRAMS","currently_smoke",0.676032
"GROUP_BAGELS_WHITE_TOTAL_GRAMS","favCable",0.676119
"SUP_VITD","heart_disease",0.676125
"GROUP_BAGELS_MULTIGRAIN_TOTAL_GRAMS","neutralCable",0.676133
"GROUP_REGULAR_KOOLAID_TOTAL_GRAMS","favCable",0.676172
"DT_KCAL","noCrash",0.676174
"ORANGEJUICEFREQ","smoke_rarely",0.676252
"CHOLNGPC","smoke_often",0.676277
"VARIETYMEATFREQ","uhCrash",0.676285
"GROUP_CHEX_WHEAT_TOTAL_GRAMS","belly",0.67635
"GROUP_CHEX_WHEAT_TOTAL_GRAMS","currently_smoke",0.67635
"OTHERSOUPQUAN","unfavCable",0.676433
"GROUP_OTHER_NOODLES_PASTA_MIX_TOTAL_GRAMS","Jewish",0.676458
"HICQUAN","belly",0.676626
"GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS","heart_disease",0.676634
"THEAFLV3PG","uhCrash",0.676636
"GROUP_TOFU_OR_TEMPEH_TOTAL_GRAMS","Jewish",0.676661
"GROUP_TOFU_OR_TEMPEH_TOTAL_GRAMS","smoke_often",0.676661
"GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS","mathReading",0.676849
"OTHERNOODLESTYPE","atheist",0.676863
"LUNCHMEATTYPE","left_hand",0.676869
"LUNCHMEATTYPE","yesCrash",0.676869
"F15D1","smoke_rarely",0.67687
"BETN_C","quit_smoking",0.676884
"GROUP_BEER_NON_ALCOHOLIC_TOTAL_GRAMS","currently_smoke",0.676901
"LOWMINS","dog",0.677055
"VEGETABLESOUPFREQ","smoke_rarely",0.677084
"DONUTSFREQ","favCable",0.677085
"SUP_B2","smoke_often",0.677194
"SUP_B2","Jewish",0.677194
"DT_S060","yesCrash",0.677207
"F22D1T","diabetes",0.677263
"GROUP_MARGARINE_AT_TABLE_TOTAL_GRAMS","Jewish",0.67742
"GROUP_LUNCH_MEATS_POULTRY_LOW_FAT_TOTAL_GRAMS","smoke_rarely",0.677586
"V_STARCHY_POTATO","noCrash",0.677621
"PSVEGPOT","noCrash",0.677621
"VITAMINB12YEARS","smoke_rarely",0.677643
"GROUP_WHOLE_MILK_4_PCT_FAT_TOTAL_GRAMS","rash",0.6777
"T_FLAVONES","belly",0.677715
"DT_KCAL","readingMath",0.677715
"GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS","favCable",0.677793
"GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS","yesCrash",0.677803
"F22D0","Dems",0.677831
"MAYOFREQ","favCable",0.67789
"SODAQUAN","heart_disease",0.677968
"VITAMINDYEARS","belly",0.677996
"GROUP_OTHER_NOT_WHOLEGRAIN_UNSWEETENED_CEREAL_TOTAL_GRAMS","right_hand",0.678109
"COFFEEDRINKSKIND","belly",0.678167
"VITAMINEQUAN","smoke_rarely",0.678227
"GROUP_CHEERIOS_PLAIN_OR_MULTI_GRAIN_TOTAL_GRAMS","atheist",0.678243
"BUNSTYPE","neutralCable",0.678286
"GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS","currently_smoke",0.67833
"GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS","belly",0.67833
"DT_VITB6","noCrash",0.678343
"GROUP_PORK_FAT_ON_TOTAL_GRAMS","heart_disease",0.678407
"CYS_G","quit_smoking",0.67844
"G_REFINED","cancer",0.678617
"POPCORNFREQ","mathReading",0.678739
"OTHERNOODLESTYPE","currently_smoke",0.678739
"GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS","mathReading",0.678751
"GROUP_LIVER_LIVERWURST_TOTAL_GRAMS","Jewish",0.678752
"DT_P204","currently_smoke",0.678764
"OTHERRICHSAUCESFREQ","cancer",0.678769
"MARGARINEQUAN","cat",0.678886
"BROCCOLIQUAN","dog",0.679013
"DT_CARB","yesCrash",0.679059
"GROUP_CABBAGE_SLAW_CHINESE_CABBAGES_TOTAL_GRAMS","cat",0.679102
"GROUP_COFFEE_BOTH_KINDS_TOTAL_GRAMS","smoke_rarely",0.679126
"F18D1C","uhCrash",0.679217
"V_STARCHY_OTHER","diabetes",0.679254
"GROUP_CEREAL_GRANOLA_BARS_TOTAL_GRAMS","quit_smoking",0.679294
"GROUP_YOGURT_PLAIN_FULL_FAT_TOTAL_GRAMS","smoke_often",0.679298
"DT_LUTZE","neutralCable",0.679331
"PF_SEAFD_HI","smoke_rarely",0.679408
"GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS","smoke_rarely",0.679416
"ALA_G","atheist",0.679476
"PETUNIDIN","atheist",0.679488
"GROUP_SWEETS_TOTAL_KCAL","right_hand",0.679669
"OTHERNUTSFREQ","currently_smoke",0.679704
"F22D1T","belly",0.679724
"COFFEESUGARTEASPOONS","left_hand",0.679724
"DT_ZINC","cat",0.679726
"GROUP_AVOCADO_GUACAMOLE_TOTAL_GRAMS","yesCrash",0.679935
"TOCTRB","heart_disease",0.679939
"CREAMINCOFFEE","rash",0.679968
"ANTIOXIDANTCOMBOAMOUNT","smoke_rarely",0.680056
"HOTDOGQUAN","belly",0.680073
"CAMD5","smoke_often",0.680223
"GROUP_PROTEIN_ENERGY_BARS_TOTAL_GRAMS","neutralCable",0.680295
"ISORHMNTN","currently_smoke",0.680325
"FATRNM","Jewish",0.680637
"BACONSAUSAGEFREQ","smoke_rarely",0.680714
"OTHERBREADSTYPE","currently_smoke",0.680742
"ERIODICTYL","cat",0.680804
"DT_M181","cat",0.680817
"DT_VITC","noCrash",0.680867
"OTHERRICHSAUCESFREQ","currently_smoke",0.680882
"LEU_G","readingMath",0.680922
"GROUP_SALAD_DRESSING_REGULAR_TOTAL_GRAMS","cancer",0.680997
"ADSUG_NA","smoke_rarely",0.681233
"GROUP_OTHER_NOODLES_WHOLE_GRAIN_TOTAL_GRAMS","left_hand",0.681269
"V_STARCHY_POTATO","belly",0.681275
"PSVEGPOT","belly",0.681275
"DT_CRYPT","readingMath",0.681334
"KCAL_EXPENDITURE_RECR","dog",0.681364
"OILS","belly",0.681422
"CREAMCHEESEFREQ","heart_disease",0.681444
"VARIETYMEATFREQ","currently_smoke",0.681496
"VARIETYMEATFREQ","belly",0.681496
"DT_B12AD","noCrash",0.681584
"LIGHTHOUSEFREQ","dog",0.681706
"RAWTOMATOESQUAN","unfavCable",0.681718
"DT_TFOL","diabetes",0.681771
"GROUP_OTHER_100_PCT_JUICE_AND_BLENDS_TOTAL_GRAMS","Jewish",0.68181
"GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS","rash",0.681831
"PF_LEGUMES","cancer",0.681899
"BISCUITQUAN","never_smoked",0.681941
"BISCUITQUAN","ever_smoked",0.681941
"SUP_VK","dog",0.681952
"PSOILS","belly",0.681954
"PF_NUTSDS","diabetes",0.682071
"PSNUTSD","diabetes",0.682071
"GROUP_SPECIAL_K_PLAIN_TOTAL_GRAMS","yesCrash",0.682246
"DT_LUTZE","heart_disease",0.68225
"GROUP_STEAK_ROAST_TOTAL_GRAMS","mathReading",0.682333
"PRO_G","cancer",0.682378
"MEATSUBSTITUTESFREQ","never_smoked",0.68238
"MEATSUBSTITUTESFREQ","ever_smoked",0.68238
"GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS","heart_disease",0.682387
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","neutralCable",0.682401
"DT_VB12","cancer",0.682462
"ROASTCHICKENFREQ","yesCrash",0.682493
"CALCIUMQUAN","mathReading",0.682499
"BAGELFREQ","quit_smoking",0.682532
"SPAGHETTITYPE","mathReading",0.682545
"GROUP_PEANUT_BUTTER_NUT_BUTTER_TOTAL_GRAMS","dog",0.682548
"ONEADAYAMOUNT","ever_smoked",0.682666
"ONEADAYAMOUNT","never_smoked",0.682666
"GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS","belly",0.682667
"CHOLNFR","rash",0.682681
"DT_NIAC","atheist",0.682729
"GROUP_POPCORN_TOTAL_GRAMS","left_hand",0.682782
"GREENSALADQUAN","neutralCable",0.682809
