RespondentID,"In your opinion, which sentence is more gramatically correct?","Prior to reading about it above, had you heard of the serial (or Oxford) comma?","How much, if at all, do you care about the use (or lack thereof) of the serial (or Oxford) comma in grammar?",How would you write the following sentence?,"When faced with using the word ""data"", have you ever spent time considering if the word was a singular or plural noun?","How much, if at all, do you care about the debate over the use of the word ""data"" as a singluar or plural noun?","In your opinion, how important or unimportant is proper use of grammar?",Gender,Age,Household Income,Education,Location (Census Region)
3289794307,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Male,30-44,"$100,000 - $149,999",Graduate degree,New England
3289788954,"It's important for a person to be honest, kind and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",No,Not at all,Very important,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3289784503,"It's important for a person to be honest, kind and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3289783537,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Somewhat important,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3289782173,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Somewhat important,Male,45-60,"$100,000 - $149,999",Graduate degree,West South Central
3289779925,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",No,A lot,Very important,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3289775604,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important,Male,30-44,"$50,000 - $99,999",Bachelor degree,New England
3289763606,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central
3289756491,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Somewhat important,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3289749543,"It's important for a person to be honest, kind and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Female,> 60,,Some college or Associate degree,Middle Atlantic
3289749353,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,A lot,Very important,Female,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3289748699,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3289748262,"It's important for a person to be honest, kind and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3289746704,"It's important for a person to be honest, kind and loyal.",No,A lot,,No,Some,Somewhat important,Male,> 60,"$100,000 - $149,999",Bachelor degree,Pacific
3289744322,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central
3289743436,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",No,A lot,Very important,Female,45-60,,Some college or Associate degree,Middle Atlantic
3289743410,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not at all,Very important,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3289736727,"It's important for a person to be honest, kind and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3289735014,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Not at all,Somewhat important,Male,45-60,"$150,000+",Bachelor degree,West South Central
3289734912,"It's important for a person to be honest, kind and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3289731266,"It's important for a person to be honest, kind and loyal.",No,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3289729276,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Female,45-60,"$50,000 - $99,999",High school degree,East North Central
3289728114,"It's important for a person to be honest, kind, and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Not much,Very important,Male,> 60,"$25,000 - $49,999",Graduate degree,West North Central
3289725265,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289723941,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Some,Very important,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3289721761,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Female,45-60,"$100,000 - $149,999",High school degree,East North Central
3289718871,"It's important for a person to be honest, kind and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Some,Very important,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
3289715081,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important,Female,> 60,,Graduate degree,East North Central
3289710680,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important,Female,30-44,,Bachelor degree,Middle Atlantic
3289710324,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3289708128,"It's important for a person to be honest, kind and loyal.",Yes,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3289701431,"It's important for a person to be honest, kind and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,A lot,Very important,Female,45-60,,Bachelor degree,Middle Atlantic
3289700810,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Somewhat important,Female,45-60,"$25,000 - $49,999",Graduate degree,East North Central
3289700642,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important,Female,30-44,"$0 - $24,999",Bachelor degree,Mountain
3289695851,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3289695334,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Female,> 60,,Bachelor degree,Middle Atlantic
3289691568,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Somewhat important,Female,45-60,"$150,000+",Graduate degree,Middle Atlantic
3289690901,"It's important for a person to be honest, kind and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not at all,Very important,Male,30-44,"$50,000 - $99,999",Bachelor degree,West North Central
3289689859,"It's important for a person to be honest, kind and loyal.",,,,,,,,,,,
3289686662,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Female,30-44,"$0 - $24,999",Graduate degree,West South Central
3289683140,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Some,Very important,Female,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3289680921,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important,Female,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
3289680875,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Male,18-29,"$0 - $24,999",Graduate degree,West North Central
