RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3432477188,Once a year or less,About half the time,"5'4""",No,The arm rests should be shared,The person in aisle,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3432476896,Once a year or less,Always,"5'3""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,> 60,150000,High school degree,South Atlantic
3432476791,Once a month or less,About half the time,"5'9""",Yes,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,45-60,150000,Bachelor degree,New England
3432476135,Never,,,,,,,,,,,,,,,,,,,,,Male,18-29,150000,Bachelor degree,East North Central
3432475199,Once a year or less,Once in a while,"5'7""",Yes,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,30-44,"$25,000 - $49,999",High school degree,West North Central
3432473889,Once a year or less,Never,"5'6""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3432471719,Once a month or less,Always,"6'0""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude",Yes,No,Male,45-60,150000,Bachelor degree,West South Central
3432470238,Never,,,,,,,,,,,,,,,,,,,,,Female,18-29,,Bachelor degree,West North Central
3432468599,Never,,,,,,,,,,,,,,,,,,,,,Female,18-29,"$0 - $24,999",High school degree,Middle Atlantic
3432463153,Once a month or less,Usually,"5'5""",No,The arm rests should be shared,The person in aisle,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
3432463048,Once a year or less,Once in a while,"6'2""",No,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",No,No,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
3432462633,Once a month or less,About half the time,"5'3""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",Yes,No,Female,> 60,150000,Some college or Associate degree,West South Central
3432460247,Once a year or less,About half the time,"5'7""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3432455422,Once a year or less,Once in a while,"5'4""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,> 60,,Bachelor degree,West North Central
3432454450,Once a year or less,About half the time,"5'6""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3432450277,Once a year or less,Never,"5'6""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3432448472,Once a month or less,Once in a while,"5'9""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",No,No,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3432446775,Every day,Once in a while,"5'9""",,The people in the aisle and window seats get both arm rests,The person in aisle,Everyone in the row should have some say,"Yes, somewhat rude","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Male,18-29,"$25,000 - $49,999",Less than high school degree,West South Central
3432444554,Once a year or less,About half the time,"6'3""",No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,18-29,,High school degree,South Atlantic
3432444119,Once a year or less,Never,"5'10""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,> 60,"$25,000 - $49,999",High school degree,West South Central
3432443969,Once a month or less,Usually,"5'10""",No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude",Yes,No,Male,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3432443875,Once a year or less,Always,"5'1""",Yes,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Once,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3432441808,Once a month or less,Never,"5'11""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,45-60,150000,Graduate degree,South Atlantic
3432441362,Once a year or less,Once in a while,"5'6""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",No,No,Male,45-60,150000,Some college or Associate degree,Mountain
